movieid,title,year,movieurl,release_date,release_country,Trailer_Results,href,title,date,director,writer,cast,Trailers,Have_Trailer,Soundtrack,,,,
tt7349662,BlacKkKlansman,2018,https://www.imdb.com/title/tt7349662/,8/10/2018,USA,1,/blackkklansman,BlacKkKlansman,8/10/2018,Spike Lee,"Spike Lee, David Rabinowitz, Ron Stallworth","Adam Driver,  Topher Grace,  Laura Harrier",8,1,album,,,,
tt0120611,Blade,1998,http://www.imdb.com/title/tt0120611/,8/21/1998,USA,14,/blade,Blade,8/21/1998,Stephen Norrington,"Marv Wolfman, Gene Colan, David S. Goyer","Wesley Snipes,  Stephen Dorff,  Kris Kristofferson",1,1,,,,,
tt0187738,Blade II,2002,http://www.imdb.com/title/tt0187738/,3/22/2002,USA,31,/blade-ii,Blade II,3/22/2002,Guillermo del Toro,David S. Goyer,"Wesley Snipes,  Kris Kristofferson,  Norman Reedus",2,1,,,,,
tt0359013,Blade: Trinity,2004,http://www.imdb.com/title/tt0359013/,12/8/2004,USA,14,/blade-trinity,Blade: Trinity,12/8/2004,David S. Goyer,David S. Goyer,"Wesley Snipes,  Kris Kristofferson,  Jessica Biel",2,1,album,,,,
tt0445934,Blades of Glory,2007,http://www.imdb.com/title/tt0445934/,3/30/2007,USA,31,/blades-glory,Blades of Glory,3/30/2007,"Will Speck, Josh Gordon",Ben Stiller John Jacobs Stuart Cornfeld,"Will Ferrell,  Jon Heder,  Will Arnett",2,1,album,,,,
tt0103827,Blame It on the Bellboy,1992,http://www.imdb.com/title/tt0103827/,3/6/1992,USA,30,,,,,,,,0,,,,,
tt0109287,Blank Check,1994,http://www.imdb.com/title/tt0109287/,2/11/1994,USA,9,,,,,,,,0,,,,,
tt0109288,Blankman,1994,http://www.imdb.com/title/tt0109288/,8/19/1994,USA,1,/blankman,Blankman,8/19/1994,Mike Binder,Mike Binder,"Damon Wayans,  David Alan Grier,  Robin Givens",1,1,,,,,
tt0124298,Blast from the Past,1999,http://www.imdb.com/title/tt0124298/,2/12/1999,USA,30,,,,,,,,0,,,,,
tt1086772,Blended,2014,http://www.imdb.com/title/tt1086772/,5/23/2014,USA,1,/blended-2014,Blended,5/23/2014,Frank Coraci,"Ivan Menchell, Clare Sera","Adam Sandler,  Drew Barrymore,  Joel McHale",34,1,album,,,,
tt0163983,Bless the Child,2000,http://www.imdb.com/title/tt0163983/,8/11/2000,USA,30,,,,,,,,0,,,,,
tt8266310,Blinded by the Light,2019,https://www.imdb.com/title/tt8266310/,8/16/2019,USA,31,/blinded-by-the-light,Blinded by the Light,8/14/2019,Gurinder Chadha,"Paul Mayeda Berges, Gurinder Chadha, Sarfraz Manzoor","Viveik Kalra,  Kulvinder Ghir,  Meera Ganatra",1,1,album,,,,
tt0861689,Blindness,2008,http://www.imdb.com/title/tt0861689/,10/3/2008,USA,3,/blindness,Blindness,9/19/2008,Fernando Meirelles,"Don McKellar, Jose Saramago","Mark Ruffalo,  Julianne Moore,  Gael Garcia Bernal",7,1,,,,,
tt0169624,Blindness,1998,http://www.imdb.com/title/tt0169624/,8/9/1998,USA,3,,,,,,,,0,,,,,
tt7242142,Blindspotting,2018,https://www.imdb.com/title/tt7242142/,7/27/2018,USA,1,/blindspotting-2018,Blindspotting,6/20/2018,Carlos López Estrada,"Rafael Casal, Daveed Diggs","Daveed Diggs,  Rafael Casal,  Janina Gavankar",4,1,,,,,
tt0109297,Blink,1994,http://www.imdb.com/title/tt0109297/,1/26/1994,USA,4,,,,,,,,0,album,,,,
tt2531344,Blockers,2018,https://www.imdb.com/title/tt2531344/,4/6/2018,USA,1,/blockers-2018,Blockers,4/6/2018,Kay Cannon,"Jon Hurwitz, Hayden Schlossberg","Leslie Mann,  John Cena,  Ike Barinholtz",6,1,,,,,
tt0397044,Blood and Chocolate,2007,http://www.imdb.com/title/tt0397044/,1/26/2007,USA,31,/blood-chocolate,Blood and Chocolate,1/26/2007,Katja von Garnier,Ehren Kruger,"Agnes Bruckner,  Hugh Dancy,  Olivier Martinez",1,1,album,,,,
tt0115710,Blood and Wine,1997,http://www.imdb.com/title/tt0115710/,2/21/1997,USA,30,,,,,,,,0,,,,,
tt0450259,Blood Diamond,2006,http://www.imdb.com/title/tt0450259/,12/8/2006,USA,31,/blood-diamond,Blood Diamond,12/8/2006,Edward Zwick,Charles Leavitt,"Leonardo DiCaprio,  Jennifer Connelly,  Djimon Hounsou",2,1,album,,,,
tt0106469,"Blood In, Blood Out",1993,http://www.imdb.com/title/tt0106469/,4/30/1993,USA,30,,,,,,,,0,,,,,
tt0309377,Blood Work,2002,http://www.imdb.com/title/tt0309377/,8/9/2002,USA,31,/blood-work,Blood Work,8/9/2002,Clint Eastwood,Brian Helgeland,"Clint Eastwood,  Jeff Daniels,  Wanda De Jesús",0,0,,,,,
tt0099155,Bloodfist II,1990,http://www.imdb.com/title/tt0099155/,10/12/1990,USA,30,,,,,,,,0,,,,,
tt0383222,BloodRayne,2006,http://www.imdb.com/title/tt0383222/,1/6/2006,USA,2,/bloodrayne,BloodRayne,1/6/2006,Uwe Boll,Guinevere Turner,"Kristanna Loken,  Michael Madsen,  Matt Davis",2,1,,,,,
tt1634106,Bloodshot,2020,https://www.imdb.com/title/tt1634106/,3/13/2020,USA,1,/bloodshot-2020,Bloodshot,2/21/2020,Dave Wilson,"Yvel Guichet, Eric Heisserer, Bob Layton","Eiza González,  Sam Heughan,  Vin Diesel",5,1,,,,,
tt0221027,Blow,2001,http://www.imdb.com/title/tt0221027/,4/6/2001,USA,3,,,,,,,,0,,,,,
tt0109303,Blown Away,1994,http://www.imdb.com/title/tt0109303/,7/1/1994,USA,31,/blown-away,Blown Away,7/1/1994,Stephen Hopkins,"John Rice, Joe Batteer, Jay Roach","Jeff Bridges,  Tommy Lee Jones,  Suzy Amis",0,0,,,,,
tt0106438,Blue,1993,http://www.imdb.com/title/tt0106438/,12/3/1993,USA,33,,,,,,,,0,,,,,
tt0109305,Blue Chips,1994,http://www.imdb.com/title/tt0109305/,2/18/1994,USA,30,,,,,,,,0,,,,,
tt0300532,Blue Crush,2002,http://www.imdb.com/title/tt0300532/,8/16/2002,USA,31,/blue-crush,Blue Crush,8/16/2002,John Stockwell,"John Stockwell, Lizzy Weiss","Kate Bosworth,  Michelle Rodriguez,  Faizon Love",1,1,album,,,,
tt0112541,Blue in the Face,1995,http://www.imdb.com/title/tt0112541/,10/13/1995,USA,30,,,,,,,,0,,,,,
tt2334873,Blue Jasmine,2013,http://www.imdb.com/title/tt2334873/,8/23/2013,USA,31,/blue-jasmine,Blue Jasmine,7/26/2013,Woody Allen,Woody Allen,"Alec Baldwin,  Cate Blanchett,  Bobby Cannavale",2,1,,,,,
tt0109306,Blue Sky,1994,http://www.imdb.com/title/tt0109306/,9/16/1994,USA,30,,,,,,,,0,,,,,
tt0181316,Blue Streak,1999,http://www.imdb.com/title/tt0181316/,9/17/1999,USA,31,/blue-streak,Blue Streak,9/17/1999,Les Mayfield,"Michael Berry, John Blumenthal, Stephen Carpenter","Martin Lawrence,  Luke Wilson,  Peter Greene",1,1,album,,,,
tt1120985,Blue Valentine,2011,http://www.imdb.com/title/tt1120985/,1/28/2011,USA,31,/blue-valentine,Blue Valentine,12/29/2010,Derek Cianfrance,"Derek Cianfrance, Joey Curtis","Ryan Gosling,  Michelle Williams,  Mike Vogel",34,1,,,,,
tt0118747,Blues Brothers 2000,1998,http://www.imdb.com/title/tt0118747/,2/6/1998,USA,30,,,,,,,,0,,,,,
tt0285462,Boat Trip,2003,http://www.imdb.com/title/tt0285462/,3/21/2003,USA,29,/boat-trip,Boat Trip,3/21/2003,Mort Nathan,"Mort Nathan, William Bigelow","Cuba Gooding Jr.,  Horatio Sanz,  Roselyn Sanchez",1,1,,,,,
tt0103850,Bob Roberts,1992,http://www.imdb.com/title/tt0103850/,9/4/1992,USA,15,,,,,,,,0,,,,,
tt0308055,Bobby,2006,http://www.imdb.com/title/tt0308055/,11/23/2006,USA,10,/bobby,Bobby,11/17/2006,Emilio Estevez,Emilio Estevez,"Harry Belafonte,  Nick Cannon,  Emilio Estevez",2,1,album,,,,
tt0375104,Bobby Jones: Stroke of Genius,2004,http://www.imdb.com/title/tt0375104/,4/30/2004,USA,30,,,,,,,,0,album,,,,
tt0099164,Body Chemistry,1990,http://www.imdb.com/title/tt0099164/,3/9/1990,USA,30,,,,,,,,0,,,,,
tt0106453,Body of Evidence,1993,http://www.imdb.com/title/tt0106453/,1/15/1993,USA,30,,,,,,,,0,,,,,
tt0758774,Body of Lies,2008,http://www.imdb.com/title/tt0758774/,10/10/2008,USA,31,/body-of-lies,Body of Lies,10/10/2008,Ridley Scott,"William Monahan, Steve Zaillian, David Ignatius","Leonardo DiCaprio,  Russell Crowe,  Carice Van Houten",15,1,,,,,
tt0101492,Body Parts,1991,http://www.imdb.com/title/tt0101492/,8/2/1991,USA,30,,,,,,,,0,,,,,
tt0115725,Bogus,1996,http://www.imdb.com/title/tt0115725/,9/6/1996,USA,0,,,,,,,,0,,,,,
tt1727824,Bohemian Rhapsody,2018,https://www.imdb.com/title/tt1727824/,11/2/2018,USA,4,/bohemian-rhapsody,Bohemian Rhapsody,11/2/2018,"Dexter Fletcher, Bryan Singer","Anthony McCarten, Anthony McCarten, Peter Morgan","Rami Malek,  Lucy Boynton,  Gwilym Lee",7,1,album,,,,
tt0181984,Boiler Room,2000,http://www.imdb.com/title/tt0181984/,2/18/2000,USA,30,,,,,,,,0,,,,,
tt0106455,Boiling Point,1993,http://www.imdb.com/title/tt0106455/,4/16/1993,USA,22,,,,,,,,0,,,,,
tt0397892,Bolt,2008,http://www.imdb.com/title/tt0397892/,11/21/2008,USA,6,/bolt,Bolt,11/21/2008,"Chris Williams, Byron Howard",Chris Sanders,"John Travolta,  Miley Cyrus,  Susie Essman",22,1,,,,,
tt6394270,Bombshell,2019,https://www.imdb.com/title/tt6394270/,12/20/2019,USA,3,/bombshell,Bombshell,12/20/2019,Jay Roach,Charles Randolph,"Margot Robbie,  Charlize Theron,  Nicole Kidman",2,1,album,,,,
tt0310778,Bon voyage,2004,http://www.imdb.com/title/tt0310778/,5/21/2004,USA,9,,,,,,,,0,,,,,
tt0166110,Bones,2001,http://www.imdb.com/title/tt0166110/,10/24/2001,USA,12,,,,,,,,0,,,,,
tt0357507,Boogeyman,2005,http://www.imdb.com/title/tt0357507/,2/4/2005,USA,3,/boogeyman,Boogeyman,2/4/2005,Stephen Kay,"Eric Kripke, Juliet Snowden, Stiles White","Barry Watson,  Emily Deschanel,  Skye McCole Bartusiak",1,1,,,,,
tt0118749,Boogie Nights,1997,http://www.imdb.com/title/tt0118749/,10/31/1997,USA,23,,,,,,,,0,,,,,
tt6857166,Book Club,2018,https://www.imdb.com/title/tt6857166/,5/18/2018,USA,31,/book-club-2018,Book Club,5/18/2018,Bill Holderman,"Bill Holderman, Erin Simms","Diane Keaton,  Jane Fonda,  Candice Bergen",3,1,playlist,,,,
tt0099166,Book of Love,1991,http://www.imdb.com/title/tt0099166/,2/1/1991,USA,31,,,,,,,,0,,,,,
tt0229260,Book of Shadows: Blair Witch 2,2000,http://www.imdb.com/title/tt0229260/,10/27/2000,USA,30,,,,,,,,0,,,,,
tt1489887,Booksmart,2019,https://www.imdb.com/title/tt1489887/,5/24/2019,USA,1,/booksmart,Booksmart,5/24/2019,Olivia Wilde,Katie Silberman,"Kaitlyn Dever,  Lisa Kudrow,  Will Forte",2,1,,,,,
tt0103859,Boomerang,1992,http://www.imdb.com/title/tt0103859/,7/1/1992,USA,4,,,,,,,,0,album,,,,
tt0118750,Booty Call,1997,http://www.imdb.com/title/tt0118750/,2/26/1997,USA,31,/booty-call,Booty Call,2/26/1997,Jeff Pollack,"J. Stanford Parker, Takashi Bufford","Jamie Foxx,  Tamala Jones,  Tommy Davidson",1,1,,,,,
tt0443453,Borat: Cultural Learnings of America for Make Benefit Glorious Nation of Kazakhstan,2006,http://www.imdb.com/title/tt0443453/,11/3/2006,USA,31,/borat,Borat: Cultural Learnings of America for Make Benefit Glorious Nation of Kazakhstan,11/3/2006,Larry Charles,"Sacha Baron Cohen, Anthony Hines, Peter Baynham","Sacha Baron Cohen,  Ken Davitian",2,1,,,,,
tt0117826,Bordello of Blood,1996,http://www.imdb.com/title/tt0117826/,8/16/1996,USA,30,,,,,,,,0,,,,,
tt5501104,Border,2018,https://www.imdb.com/title/tt5501104/,10/26/2018,USA,11,/border-2018,Border,10/26/2018,Ali Abbasi,"Ali Abbasi, Isabella Eklöf, John Ajvide Lindqvist","Eva Melander,  Eero Milonoff,  Viktor Åkerblom",1,1,album,,,,
tt0113533,Born to Be Wild,1995,http://www.imdb.com/title/tt0113533/,3/31/1995,USA,31,,,,,,,,0,,,,,
tt0106466,Born Yesterday,1993,http://www.imdb.com/title/tt0106466/,3/26/1993,USA,31,,,,,,,,0,,,,,
tt0180837,Bossa Nova,2000,http://www.imdb.com/title/tt0180837/,5/26/2000,USA,1,,,,,,,,0,album,,,,
tt0914797,Bottle Shock,2008,http://www.imdb.com/title/tt0914797/,9/5/2008,USA,14,/bottle-shock,Bottle Shock,8/8/2008,Randall Miller,"Randall Miller, Lannette Pabon, Jody Savin","Alan Rickman,  Chris Pine,  Bill Pullman",3,1,,,,,
tt0186894,Bounce,2000,http://www.imdb.com/title/tt0186894/,11/17/2000,USA,3,,,,,,,,0,,,,,
tt0115736,Bound,1996,http://www.imdb.com/title/tt0115736/,10/4/1996,USA,4,/bound,Bound,10/4/1996,Wachowski Brothers,Wachowski Brothers,"Gina Gershon,  Jennifer Tilly,  Joe Pantoliano",1,1,,,,,
tt0131325,Bowfinger,1999,http://www.imdb.com/title/tt0131325/,8/13/1999,USA,1,/bowfinger,Bowfinger,8/13/1999,Frank Oz,Steve Martin,"Steve Martin,  Eddie Murphy,  Heather Graham",1,1,,,,,
tt0106471,Boxing Helena,1993,http://www.imdb.com/title/tt0106471/,9/3/1993,USA,6,,,,,,,,0,,,,,
tt1065073,Boyhood,2014,http://www.imdb.com/title/tt1065073/,8/15/2014,USA,1,/boyhood,Boyhood,7/11/2014,Richard Linklater,Richard Linklater,"Ellar Coltrane,  Patricia Arquette,  Ethan Hawke",14,1,,,,,
tt0439478,Boynton Beach Club,2006,http://www.imdb.com/title/tt0439478/,8/25/2006,USA,31,/boynton-beach-club,Boynton Beach Club,8/4/2006,Susan Seidelman,"Susan Seidelman, Shelly Gitlow","Brenda Vaccaro,  Dyan Cannon,  Joseph Bologna",1,1,,,,,
tt0204175,Boys and Girls,2000,http://www.imdb.com/title/tt0204175/,6/16/2000,USA,31,/boys-and-girls,Boys and Girls,6/16/2000,Robert Iscove,"Andrew Lowery, Andrew Miller","Freddie Prinze Jr.,  Claire Forlani,  Jason Biggs",0,0,,,,,
tt0171804,Boys Don't Cry,2000,http://www.imdb.com/title/tt0171804/,3/31/2000,USA,30,,,,,,,,0,,,,,
tt0112571,Boys on the Side,1995,http://www.imdb.com/title/tt0112571/,2/3/1995,USA,30,,,,,,,,0,,,,,
tt0101507,Boyz n the Hood,1991,http://www.imdb.com/title/tt0101507/,7/12/1991,USA,16,/boyz-n-the-hood,Boyz N the Hood,7/12/1991,John Singleton,John Singleton,"Cuba Gooding Jr.,  Ice Cube,  Morris Chestnut",3,1,,,,,
tt9173418,Brahms: The Boy II,2020,https://www.imdb.com/title/tt9173418/,2/21/2020,USA,31,/brahms-the-boy-2,Brahms: The Boy II,2/21/2020,William Brent Bell,Stacey Menear,"Katie Holmes,  Owain Yeoman,  Ralph Ineson",3,1,album,,,,
tt0099173,Brain Dead,1990,http://www.imdb.com/title/tt0099173/,1/19/1990,USA,31,,,,,,,,0,,,,,
tt0109327,Brainscan,1994,http://www.imdb.com/title/tt0109327/,4/22/1994,USA,0,,,,,,,,0,,,,,
tt0115744,Brassed Off,1997,http://www.imdb.com/title/tt0115744/,5/23/1997,USA,26,,,,,,,,0,,,,,
tt0804452,Bratz,2007,http://www.imdb.com/title/tt0804452/,8/3/2007,USA,1,/bratz,Bratz,8/3/2007,Sean McNamara,"Susan Estelle Jansen, Adam De La Pe?a, David Eilenberg","Nathalia Ramos,  Skyler Shaye,  Logan Browning",1,1,album,,,,
tt1217209,Brave,2012,http://www.imdb.com/title/tt1217209/,6/22/2012,USA,10,/brave,Brave,6/22/2012,Mark Andrews,"Brenda Chapman, Irene Mecchi","Kelly Macdonald,  Billy Connolly,  Emma Thompson",79,1,,,,,
tt0112573,Braveheart,1995,http://www.imdb.com/title/tt0112573/,5/24/1995,USA,1,/braveheart,Braveheart,5/24/1995,Mel Gibson,Randall Wallace,"Mel Gibson,  Sophie Marceau,  Catherine McCormack",3,1,album,,,,
tt0401997,Breach,2007,http://www.imdb.com/title/tt0401997/,2/16/2007,USA,3,/breach,Breach,2/16/2007,Billy Ray,"Billy Ray, Adam Mazer, William Rotko","Chris Cooper,  Ryan Phillippe,  Laura Linney",2,1,album,,,,
tt0118771,Breakdown,1997,http://www.imdb.com/title/tt0118771/,5/2/1997,USA,5,,,,,,,,0,,,,,
tt0349169,Breakin' All the Rules,2004,http://www.imdb.com/title/tt0349169/,5/14/2004,USA,30,,,,,,,,0,,,,,
tt7137846,Breaking In,2018,https://www.imdb.com/title/tt7137846/,5/11/2018,USA,31,/breaking-in-2018,Breaking In,5/11/2018,James McTeigue,Ryan Engle,"Gabrielle Union,  Billy Burke,  Richard Cabral",2,1,,,,,
tt0115751,Breaking the Waves,1996,http://www.imdb.com/title/tt0115751/,11/13/1996,USA,29,,,,,,,,0,,,,,
tt7083526,Breakthrough,2019,https://www.imdb.com/title/tt7083526/,4/17/2019,USA,2,/breakthrough-2019,Breakthrough,4/17/2019,Roxann Dawson,Grant Nieporte,"Topher Grace,  Chrissy Metz,  Dennis Haysbert",1,1,,,,,
tt3920820,Brian Banks,2019,https://www.imdb.com/title/tt3920820/,8/9/2019,USA,5,,,,,,,,0,album,,,,
tt0393109,Brick,2006,http://www.imdb.com/title/tt0393109/,4/14/2006,USA,3,/brick,Brick,3/31/2006,Rian Johnson,Rian Johnson,"Joseph Gordon-Levitt,  Emilie de Ravin,  Nora Zehetner",1,1,album,,,,
tt0940585,Brick Lane,2008,http://www.imdb.com/title/tt0940585/,7/11/2008,USA,13,/brick-lane,Brick Lane,6/20/2008,Sarah Gavron,"Laura Jones, Abi Morgan","Tannishtha Chatterjee,  Satish Kaushik,  Christopher Simpson",2,1,,,,,
tt1430612,Brick Mansions,2014,http://www.imdb.com/title/tt1430612/,4/25/2014,USA,3,/brick-mansions,Brick Mansions,4/25/2014,Camille Delamarre,"Luc Besson, Bibi Naceri","Paul Walker,  RZA,  David Belle",25,1,album,,,,
tt0361411,Bride & Prejudice,2005,http://www.imdb.com/title/tt0361411/,3/11/2005,USA,20,/bride-prejudice,Bride & Prejudice,2/11/2005,Gurinder Chadha,"Paul Mayeda Berges, Gurinder Chadha","Aishwarya Rai,  Martin Henderson,  Daniel Gillies",1,1,,,,,
tt0144120,Bride of Chucky,1998,http://www.imdb.com/title/tt0144120/,10/16/1998,USA,30,,,,,,,,0,,,,,
tt0901476,Bride Wars,2009,http://www.imdb.com/title/tt0901476/,1/9/2009,USA,31,/bride-wars,Bride Wars,1/9/2009,Gary Winick,"June Diane Raphael, Casey Wilson, Karen McCullah Lutz, Kirsten Smith","Anne Hathaway,  Kate Hudson,  Candice Bergen",2,1,,,,,
tt0412536,Brideshead Revisited,2008,http://www.imdb.com/title/tt0412536/,8/15/2008,USA,3,/brideshead-revisited,Brideshead Revisited,7/25/2008,Julian Jarrold,"Jeremy Brock, Andrew Davies, Evelyn Waugh","Matthew Goode,  Ben Whishaw,  Hayley Atwell",3,1,album,,,,
tt1478338,Bridesmaids,2011,http://www.imdb.com/title/tt1478338/,5/13/2011,USA,1,/bridesmaids,Bridesmaids,5/13/2011,Paul Feig,"Kristen Wiig, Annie Mumolo","Kristen Wiig,  Maya Rudolph,  Rose Byrne",72,1,album,,,,
tt0398808,Bridge to Terabithia,2007,http://www.imdb.com/title/tt0398808/,2/16/2007,USA,31,/bridge-to-terabithia,Bridge to Terabithia,2/16/2007,Gabor Csupo,"Jeff Stockwell, David Paterson","Josh Hutcherson,  AnnaSophia Robb,  Robert Patrick",3,1,,,,,
tt0317198,Bridget Jones: The Edge of Reason,2004,http://www.imdb.com/title/tt0317198/,11/19/2004,USA,31,/bridget-jones-edge-reason,Bridget Jones: The Edge of Reason,11/12/2004,Beeban Kidron,"Andrew Davies, Helen Fielding, Richard Curtis, Adam Brooks","Ren?e Zellweger,  Hugh Grant,  Colin Firth",1,1,,,,,
tt0243155,Bridget Jones's Diary,2001,http://www.imdb.com/title/tt0243155/,4/13/2001,USA,30,/bridget-jones-diary,Bridget Jones's Diary,4/4/2001,Sharon Maguire,"Helen Fielding, Andrew Davies, Richard Curtis","Renée Zellweger,  Hugh Grant,  Colin Firth",1,1,,,,,
tt0810784,Bright Star,2009,http://www.imdb.com/title/tt0810784/,10/9/2009,USA,31,/bright-star,Bright Star,11/6/2009,Jane Campion,Jane Campion,"Abbie Cornish,  Ben Whishaw,  Thomas Sangster",4,1,album,,,,
tt7752126,Brightburn,2019,https://www.imdb.com/title/tt7752126/,5/24/2019,USA,1,/brightburn,Brightburn,5/24/2019,David Yarovesky,"Brian Gunn, Mark Gunn","Elizabeth Banks,  David Denman,  Jackson A. Dunn",7,1,album,,,,
tt0204946,Bring It On,2000,http://www.imdb.com/title/tt0204946/,8/25/2000,USA,30,,,,,,,,0,,,,,
tt0305669,Bringing Down the House,2003,http://www.imdb.com/title/tt0305669/,3/7/2003,USA,31,/bringing-down-house,Bringing Down the House,3/7/2003,Adam Shankman,Jason Filardi,"Steve Martin,  Queen Latifah,  Eugene Levy",1,1,,,,,
tt0163988,Bringing Out the Dead,1999,http://www.imdb.com/title/tt0163988/,10/22/1999,USA,31,/bringing-out-the-dead,Bringing Out the Dead,10/22/1999,Martin Scorsese,"Joe Connelly, Paul Schrader","Nicolas Cage,  John Goodman,  Ving Rhames",1,1,,,,,
tt0388795,Brokeback Mountain,2006,http://www.imdb.com/title/tt0388795/,1/13/2006,USA,31,/brokeback-mountain,Brokeback Mountain,12/9/2005,Ang Lee,"Larry McMurtry, Diana Ossana","Heath Ledger,  Jake Gyllenhaal,  Linda Cardellini",1,1,album,,,,
tt0120620,Brokedown Palace,1999,http://www.imdb.com/title/tt0120620/,8/13/1999,USA,8,,,,,,,,0,album,,,,
tt0115759,Broken Arrow,1996,http://www.imdb.com/title/tt0115759/,2/9/1996,USA,30,,,,,,,,0,,,,,
tt1235522,Broken City,2013,http://www.imdb.com/title/tt1235522/,1/18/2013,USA,31,/broken-city,Broken City,1/18/2013,Allen Hughes,Brian Tucker,"Mark Wahlberg,  Russell Crowe,  Catherine Zeta-Jones",33,1,,,,,
tt0913425,Broken Embraces,2010,http://www.imdb.com/title/tt0913425/,1/15/2010,USA,30,/broken-embraces,Broken Embraces (Los Abrazos Rotos),11/6/2009,Pedro Almodóvar,Pedro Almodóvar,"Penélope Cruz,  Lluís Homar,  Blanca Portillo",10,1,,,,,
tt0412019,Broken Flowers,2005,http://www.imdb.com/title/tt0412019/,8/26/2005,USA,31,/broken-flowers,Broken Flowers,8/5/2005,Jim Jarmusch,Jim Jarmusch,"Bill Murray,  Frances Conroy,  Julie Delpy",1,1,,,,,
tt1210042,Brooklyn's Finest,2010,http://www.imdb.com/title/tt1210042/,3/5/2010,USA,24,/brooklyns-finest,Brooklyn's Finest,3/5/2010,Antoine Fuqua,"Michael C. Martin, Brad Caleb Kane","Ethan Hawke,  Don Cheadle,  Richard Gere",22,1,album,,,,
tt0328880,Brother Bear,2003,http://www.imdb.com/title/tt0328880/,11/1/2003,USA,31,/brother-bear,Brother Bear,11/1/2003,"Aaron Blaise, Bob Walker","Steve Bencich, Broose Johnson, Jeffrey Stepakoff","Joaquin Phoenix,  Jeremy Suarez,  Rick Moranis",1,1,,,,,
tt0765010,Brothers,2009,http://www.imdb.com/title/tt0765010/,12/4/2009,USA,32,/brothers,Brothers,12/4/2009,Jim Sheridan,David Benioff,"Natalie Portman,  Tobey Maguire,  Jake Gyllenhaal",28,1,,,,,
tt0297037,Brown Sugar,2002,http://www.imdb.com/title/tt0297037/,10/11/2002,USA,25,,,,,,,,0,,,,,
tt0315327,Bruce Almighty,2003,http://www.imdb.com/title/tt0315327/,5/23/2003,USA,7,/bruce-almighty,Bruce Almighty,5/22/2003,Tom Shadyac,"Steve Koren, Mark O'Keefe, Steve Oedekerk","Jim Carrey,  Morgan Freeman,  Jennifer Aniston",3,1,album,,,,
tt0889583,Br�no,2009,http://www.imdb.com/title/tt0889583/,7/10/2009,USA,2,/bruno,Bruno,7/10/2009,Larry Charles,Sacha Baron Cohen,Sacha Baron Cohen,25,1,playlist,,,,
tt0258470,Bubble Boy,2001,http://www.imdb.com/title/tt0258470/,8/24/2001,USA,31,/buble-boy,Bubble Boy,8/24/2001,Blair Hayes,"Cinco Paul, Ken Daurio","Jake Gyllenhaal,  Swoosie Kurtz,  Marley Shelton",2,1,album,,,,
tt1411664,Bucky Larson: Born to Be a Star,2011,http://www.imdb.com/title/tt1411664/,9/9/2011,USA,31,/bucky-larson-born-to-be-a-star,Bucky Larson: Born to be a Star,9/9/2011,Tom Brady,"Adam Sandler, Allen Covert, Nick Swardson","Nick Swardson,  Christina Ricci,  Don Johnson",22,1,,,,,
tt0118787,Buddy,1997,http://www.imdb.com/title/tt0118787/,6/6/1997,USA,2,,,,,,,,0,,,,,
tt0118789,Buffalo '66,1998,http://www.imdb.com/title/tt0118789/,6/26/1998,USA,16,,,,,,,,0,,,,,
tt0103893,Buffy the Vampire Slayer,1992,http://www.imdb.com/title/tt0103893/,7/31/1992,USA,24,/buffy-the-vampire-slayer-1992,Buffy the Vampire Slayer,7/31/1992,Fran Rubel Kuzui,Joss Whedon,"Kristy Swanson,  Donald Sutherland,  Paul Reubens",1,1,,,,,
tt0470705,Bug,2007,http://www.imdb.com/title/tt0470705/,5/25/2007,USA,5,/bug,Bug,5/25/2007,William Friedkin,Tracy Letts,"Ashley Judd,  Harry Connick Jr.,  Lynn Collins",2,1,album,,,,
tt0101516,Bugsy,1991,http://www.imdb.com/title/tt0101516/,12/20/1991,USA,1,/bugsy,Bugsy,12/13/1991,Barry Levinson,"Dean Jennings, James Toback","Warren Beatty,  Annette Bening,  Harvey Keitel",1,1,,,,,
tt1308729,Bullet to the Head,2013,http://www.imdb.com/title/tt1308729/,2/1/2013,USA,31,/bullet-to-the-head,Bullet to the Head,2/1/2013,Walter Hill,"Walter Hill, Alessandro Camon","Sylvester Stallone,  Sung Kang,  Christian Slater",34,1,album,,,,
tt0115783,Bulletproof,1996,http://www.imdb.com/title/tt0115783/,9/6/1996,USA,2,,,,,,,,0,,,,,
tt0245803,Bulletproof Monk,2003,http://www.imdb.com/title/tt0245803/,4/16/2003,USA,7,/bulletproof-monk,Bulletproof Monk,4/16/2003,Paul Hunter,Ethan Reiff,"Chow Yun-Fat,  Seann William Scott,  Jaime King",2,1,,,,,
tt0109348,Bullets Over Broadway,1995,http://www.imdb.com/title/tt0109348/,2/24/1995,USA,30,,,,,,,,0,,,,,
tt0118798,Bulworth,1998,http://www.imdb.com/title/tt0118798/,5/22/1998,USA,1,/bulworth,Bulworth,5/15/1998,Warren Beatty,"Warren Beatty, Jeremy Pikser, Aaron Sorkin, James Toback","Warren Beatty,  Halle Berry,  Oliver Platt",1,1,album,,,,
tt4701182,Bumblebee,2018,https://www.imdb.com/title/tt4701182/,12/21/2018,USA,1,/bumblebee,Bumblebee,12/21/2018,Travis Knight,Christina Hodson,"Hailee Steinfeld,  John Cena,  Martin Short",12,1,album,,,,
