,album_type,artists,href,id,images,name,release_date,release_date_precision,total_tracks,type,uri,external_urls.spotify,movieid
0,album,"[{'external_urls': {'spotify': 'https://open.spotify.com/artist/6jy0VQ5tLwEKBeMxZ1aK4J'}, 'href': 'https://api.spotify.com/v1/artists/6jy0VQ5tLwEKBeMxZ1aK4J', 'id': '6jy0VQ5tLwEKBeMxZ1aK4J', 'name': 'Jeff Williams', 'type': 'artist', 'uri': 'spotify:artist:6jy0VQ5tLwEKBeMxZ1aK4J'}]",https://api.spotify.com/v1/albums/687Jrlty7ZRFyWEPvYNEHC,687Jrlty7ZRFyWEPvYNEHC,"[{'height': 640, 'url': 'https://i.scdn.co/image/ab67616d0000b273d4d484ce6112efca034e4089', 'width': 640}, {'height': 300, 'url': 'https://i.scdn.co/image/ab67616d00001e02d4d484ce6112efca034e4089', 'width': 300}, {'height': 64, 'url': 'https://i.scdn.co/image/ab67616d00004851d4d484ce6112efca034e4089', 'width': 64}]",Red vs. Blue Season 9 Soundtrack,2011-12-07,day,23.0,album,spotify:album:687Jrlty7ZRFyWEPvYNEHC,https://open.spotify.com/album/687Jrlty7ZRFyWEPvYNEHC,tt0472033
0,album,"[{'external_urls': {'spotify': 'https://open.spotify.com/artist/1eEkeLJTVHWDrxBDf6xuVh'}, 'href': 'https://api.spotify.com/v1/artists/1eEkeLJTVHWDrxBDf6xuVh', 'id': '1eEkeLJTVHWDrxBDf6xuVh', 'name': 'Roque Baños', 'type': 'artist', 'uri': 'spotify:artist:1eEkeLJTVHWDrxBDf6xuVh'}]",https://api.spotify.com/v1/albums/76UcXpcqJHJQDoTkoAgWpq,76UcXpcqJHJQDoTkoAgWpq,"[{'height': 640, 'url': 'https://i.scdn.co/image/ab67616d0000b2734c7b3d814c072f2366e82aca', 'width': 640}, {'height': 300, 'url': 'https://i.scdn.co/image/ab67616d00001e024c7b3d814c072f2366e82aca', 'width': 300}, {'height': 64, 'url': 'https://i.scdn.co/image/ab67616d000048514c7b3d814c072f2366e82aca', 'width': 64}]",Celda 211 (Original Motion Picture Soundtrack),2010-11-16,day,12.0,album,spotify:album:76UcXpcqJHJQDoTkoAgWpq,https://open.spotify.com/album/76UcXpcqJHJQDoTkoAgWpq,tt0478087
0,compilation,"[{'external_urls': {'spotify': 'https://open.spotify.com/artist/0LyfQWJT6nXafLPZqxe9Of'}, 'href': 'https://api.spotify.com/v1/artists/0LyfQWJT6nXafLPZqxe9Of', 'id': '0LyfQWJT6nXafLPZqxe9Of', 'name': 'Various Artists', 'type': 'artist', 'uri': 'spotify:artist:0LyfQWJT6nXafLPZqxe9Of'}]",https://api.spotify.com/v1/albums/518q9gHXuXdE9AW8kaJjPC,518q9gHXuXdE9AW8kaJjPC,"[{'height': 640, 'url': 'https://i.scdn.co/image/ab67616d0000b273da349657cf7ffd9f8396c251', 'width': 640}, {'height': 300, 'url': 'https://i.scdn.co/image/ab67616d00001e02da349657cf7ffd9f8396c251', 'width': 300}, {'height': 64, 'url': 'https://i.scdn.co/image/ab67616d00004851da349657cf7ffd9f8396c251', 'width': 64}]",42 (Original Motion Picture Soundtrack),2013-04-09,day,13.0,album,spotify:album:518q9gHXuXdE9AW8kaJjPC,https://open.spotify.com/album/518q9gHXuXdE9AW8kaJjPC,tt0453562
0,compilation,"[{'external_urls': {'spotify': 'https://open.spotify.com/artist/0LyfQWJT6nXafLPZqxe9Of'}, 'href': 'https://api.spotify.com/v1/artists/0LyfQWJT6nXafLPZqxe9Of', 'id': '0LyfQWJT6nXafLPZqxe9Of', 'name': 'Various Artists', 'type': 'artist', 'uri': 'spotify:artist:0LyfQWJT6nXafLPZqxe9Of'}]",https://api.spotify.com/v1/albums/2MhORIIiEX9gE51YVlTzKO,2MhORIIiEX9gE51YVlTzKO,"[{'height': 640, 'url': 'https://i.scdn.co/image/ab67616d0000b273bfdfcd322c873b5bd5eddc65', 'width': 640}, {'height': 300, 'url': 'https://i.scdn.co/image/ab67616d00001e02bfdfcd322c873b5bd5eddc65', 'width': 300}, {'height': 64, 'url': 'https://i.scdn.co/image/ab67616d00004851bfdfcd322c873b5bd5eddc65', 'width': 64}]",300 Original Motion Picture Soundtrack (U.S. Version),2007-03-05,day,25.0,album,spotify:album:2MhORIIiEX9gE51YVlTzKO,https://open.spotify.com/album/2MhORIIiEX9gE51YVlTzKO,tt0416449
0,album,"[{'external_urls': {'spotify': 'https://open.spotify.com/artist/6quKdQHmx2x7FBJwLhmpmB'}, 'href': 'https://api.spotify.com/v1/artists/6quKdQHmx2x7FBJwLhmpmB', 'id': '6quKdQHmx2x7FBJwLhmpmB', 'name': 'Gabriel Yared', 'type': 'artist', 'uri': 'spotify:artist:6quKdQHmx2x7FBJwLhmpmB'}]",https://api.spotify.com/v1/albums/51C0M5HRIAgFyy5UhTEav7,51C0M5HRIAgFyy5UhTEav7,"[{'height': 640, 'url': 'https://i.scdn.co/image/ab67616d0000b2736d8d61ea835cd9051a16414a', 'width': 640}, {'height': 300, 'url': 'https://i.scdn.co/image/ab67616d00001e026d8d61ea835cd9051a16414a', 'width': 300}, {'height': 64, 'url': 'https://i.scdn.co/image/ab67616d000048516d8d61ea835cd9051a16414a', 'width': 64}]",1408 (Original Motion Picture Soundtrack),2007-01-01,day,16.0,album,spotify:album:51C0M5HRIAgFyy5UhTEav7,https://open.spotify.com/album/51C0M5HRIAgFyy5UhTEav7,tt0450385
0,album,"[{'external_urls': {'spotify': 'https://open.spotify.com/artist/0LyfQWJT6nXafLPZqxe9Of'}, 'href': 'https://api.spotify.com/v1/artists/0LyfQWJT6nXafLPZqxe9Of', 'id': '0LyfQWJT6nXafLPZqxe9Of', 'name': 'Various Artists', 'type': 'artist', 'uri': 'spotify:artist:0LyfQWJT6nXafLPZqxe9Of'}]",https://api.spotify.com/v1/albums/4eW9tiv7GCl6CcS3i08J6m,4eW9tiv7GCl6CcS3i08J6m,"[{'height': 640, 'url': 'https://i.scdn.co/image/ab67616d0000b273bad1755386fd9c9dedafcedb', 'width': 640}, {'height': 300, 'url': 'https://i.scdn.co/image/ab67616d00001e02bad1755386fd9c9dedafcedb', 'width': 300}, {'height': 64, 'url': 'https://i.scdn.co/image/ab67616d00004851bad1755386fd9c9dedafcedb', 'width': 64}]",The Dark Soundtrack 2012 (Symphonic Orchestra & Choir),2011-11-11,day,18.0,album,spotify:album:4eW9tiv7GCl6CcS3i08J6m,https://open.spotify.com/album/4eW9tiv7GCl6CcS3i08J6m,tt1190080
0,compilation,"[{'external_urls': {'spotify': 'https://open.spotify.com/artist/0LyfQWJT6nXafLPZqxe9Of'}, 'href': 'https://api.spotify.com/v1/artists/0LyfQWJT6nXafLPZqxe9Of', 'id': '0LyfQWJT6nXafLPZqxe9Of', 'name': 'Various Artists', 'type': 'artist', 'uri': 'spotify:artist:0LyfQWJT6nXafLPZqxe9Of'}]",https://api.spotify.com/v1/albums/3EnOwzB0GDpmVlEzJhOmNR,3EnOwzB0GDpmVlEzJhOmNR,"[{'height': 640, 'url': 'https://i.scdn.co/image/ab67616d0000b273d4c64264cb63b6bee8884052', 'width': 640}, {'height': 300, 'url': 'https://i.scdn.co/image/ab67616d00001e02d4c64264cb63b6bee8884052', 'width': 300}, {'height': 64, 'url': 'https://i.scdn.co/image/ab67616d00004851d4c64264cb63b6bee8884052', 'width': 64}]",10 Things I Hate About You (Original Motion Picture Soundtrack),1999-04-06,day,14.0,album,spotify:album:3EnOwzB0GDpmVlEzJhOmNR,https://open.spotify.com/album/3EnOwzB0GDpmVlEzJhOmNR,tt0147800
0,album,"[{'external_urls': {'spotify': 'https://open.spotify.com/artist/6dU7gPN2BhEPfO5QHLt7es'}, 'href': 'https://api.spotify.com/v1/artists/6dU7gPN2BhEPfO5QHLt7es', 'id': '6dU7gPN2BhEPfO5QHLt7es', 'name': 'Lorne Balfe', 'type': 'artist', 'uri': 'spotify:artist:6dU7gPN2BhEPfO5QHLt7es'}]",https://api.spotify.com/v1/albums/3cpoUgwUKrDQ0kCvxJIf8b,3cpoUgwUKrDQ0kCvxJIf8b,"[{'height': 640, 'url': 'https://i.scdn.co/image/ab67616d0000b273f8225ea220f43c77112b8dfc', 'width': 640}, {'height': 300, 'url': 'https://i.scdn.co/image/ab67616d00001e02f8225ea220f43c77112b8dfc', 'width': 300}, {'height': 64, 'url': 'https://i.scdn.co/image/ab67616d00004851f8225ea220f43c77112b8dfc', 'width': 64}]",12 Strong (Original Motion Picture Soundtrack),2018-01-12,day,19.0,album,spotify:album:3cpoUgwUKrDQ0kCvxJIf8b,https://open.spotify.com/album/3cpoUgwUKrDQ0kCvxJIf8b,tt1413492
0,compilation,"[{'external_urls': {'spotify': 'https://open.spotify.com/artist/0LyfQWJT6nXafLPZqxe9Of'}, 'href': 'https://api.spotify.com/v1/artists/0LyfQWJT6nXafLPZqxe9Of', 'id': '0LyfQWJT6nXafLPZqxe9Of', 'name': 'Various Artists', 'type': 'artist', 'uri': 'spotify:artist:0LyfQWJT6nXafLPZqxe9Of'}]",https://api.spotify.com/v1/albums/1cInbcKRuvIvW8pj9daIJU,1cInbcKRuvIvW8pj9daIJU,"[{'height': 640, 'url': 'https://i.scdn.co/image/ab67616d0000b2732214c024f27aea21ee48ab75', 'width': 640}, {'height': 300, 'url': 'https://i.scdn.co/image/ab67616d00001e022214c024f27aea21ee48ab75', 'width': 300}, {'height': 64, 'url': 'https://i.scdn.co/image/ab67616d000048512214c024f27aea21ee48ab75', 'width': 64}]",2 Fast 2 Furious (Soundtrack),2003-01-01,day,17.0,album,spotify:album:1cInbcKRuvIvW8pj9daIJU,https://open.spotify.com/album/1cInbcKRuvIvW8pj9daIJU,tt0322259
0,single,"[{'external_urls': {'spotify': 'https://open.spotify.com/artist/75N2nC2KNgaQ1e6bGs0wyc'}, 'href': 'https://api.spotify.com/v1/artists/75N2nC2KNgaQ1e6bGs0wyc', 'id': '75N2nC2KNgaQ1e6bGs0wyc', 'name': 'Paradox Interactive', 'type': 'artist', 'uri': 'spotify:artist:75N2nC2KNgaQ1e6bGs0wyc'}]",https://api.spotify.com/v1/albums/6D82naQPB2ZECUEaPODrqi,6D82naQPB2ZECUEaPODrqi,"[{'height': 640, 'url': 'https://i.scdn.co/image/ab67616d0000b273edf9ec7e8209e480106579ed', 'width': 640}, {'height': 300, 'url': 'https://i.scdn.co/image/ab67616d00001e02edf9ec7e8209e480106579ed', 'width': 300}, {'height': 64, 'url': 'https://i.scdn.co/image/ab67616d00004851edf9ec7e8209e480106579ed', 'width': 64}]","Europa Universalis IV: Guns, Drums and Steel Vol.2 (Original Expansion Soundtrack)",2015-02-26,day,5.0,album,spotify:album:6D82naQPB2ZECUEaPODrqi,https://open.spotify.com/album/6D82naQPB2ZECUEaPODrqi,tt1272878
0,album,"[{'external_urls': {'spotify': 'https://open.spotify.com/artist/5SEW04tNMMrOz7UFQJA6vz'}, 'href': 'https://api.spotify.com/v1/artists/5SEW04tNMMrOz7UFQJA6vz', 'id': '5SEW04tNMMrOz7UFQJA6vz', 'name': 'Henry Jackman', 'type': 'artist', 'uri': 'spotify:artist:5SEW04tNMMrOz7UFQJA6vz'}, {'external_urls': {'spotify': 'https://open.spotify.com/artist/0lsKvalwJ8SAijtf12uSsm'}, 'href': 'https://api.spotify.com/v1/artists/0lsKvalwJ8SAijtf12uSsm', 'id': '0lsKvalwJ8SAijtf12uSsm', 'name': 'Alex Belcher', 'type': 'artist', 'uri': 'spotify:artist:0lsKvalwJ8SAijtf12uSsm'}]",https://api.spotify.com/v1/albums/0E5Q7isRCDwXmlZKAbVQfG,0E5Q7isRCDwXmlZKAbVQfG,"[{'height': 640, 'url': 'https://i.scdn.co/image/ab67616d0000b2736a470d3b5368204c8cfa28a2', 'width': 640}, {'height': 300, 'url': 'https://i.scdn.co/image/ab67616d00001e026a470d3b5368204c8cfa28a2', 'width': 300}, {'height': 64, 'url': 'https://i.scdn.co/image/ab67616d000048516a470d3b5368204c8cfa28a2', 'width': 64}]",21 Bridges (Original Motion Picture Soundtrack),2019-11-15,day,22.0,album,spotify:album:0E5Q7isRCDwXmlZKAbVQfG,https://open.spotify.com/album/0E5Q7isRCDwXmlZKAbVQfG,tt8688634
0,compilation,"[{'external_urls': {'spotify': 'https://open.spotify.com/artist/0LyfQWJT6nXafLPZqxe9Of'}, 'href': 'https://api.spotify.com/v1/artists/0LyfQWJT6nXafLPZqxe9Of', 'id': '0LyfQWJT6nXafLPZqxe9Of', 'name': 'Various Artists', 'type': 'artist', 'uri': 'spotify:artist:0LyfQWJT6nXafLPZqxe9Of'}]",https://api.spotify.com/v1/albums/30HndX9K5ybwVrhlwNVYHS,30HndX9K5ybwVrhlwNVYHS,"[{'height': 640, 'url': 'https://i.scdn.co/image/ab67616d0000b2739510422b3b54abca0d272912', 'width': 640}, {'height': 300, 'url': 'https://i.scdn.co/image/ab67616d00001e029510422b3b54abca0d272912', 'width': 300}, {'height': 64, 'url': 'https://i.scdn.co/image/ab67616d000048519510422b3b54abca0d272912', 'width': 64}]",22 Jump Street: Original Motion Picture Soundtrack,2014-01-01,day,13.0,album,spotify:album:30HndX9K5ybwVrhlwNVYHS,https://open.spotify.com/album/30HndX9K5ybwVrhlwNVYHS,tt2294449
0,album,"[{'external_urls': {'spotify': 'https://open.spotify.com/artist/3shMd6Vll0mOcviQ3hrk8m'}, 'href': 'https://api.spotify.com/v1/artists/3shMd6Vll0mOcviQ3hrk8m', 'id': '3shMd6Vll0mOcviQ3hrk8m', 'name': 'Randy Edelman', 'type': 'artist', 'uri': 'spotify:artist:3shMd6Vll0mOcviQ3hrk8m'}]",https://api.spotify.com/v1/albums/2Z7RyZnDVoKmhFeOEPhxvl,2Z7RyZnDVoKmhFeOEPhxvl,"[{'height': 640, 'url': 'https://i.scdn.co/image/ab67616d0000b27398d9330e3e51482546ea6543', 'width': 640}, {'height': 300, 'url': 'https://i.scdn.co/image/ab67616d00001e0298d9330e3e51482546ea6543', 'width': 300}, {'height': 64, 'url': 'https://i.scdn.co/image/ab67616d0000485198d9330e3e51482546ea6543', 'width': 64}]",27 Dresses (Original Motion Picture Soundtrack),2008-01-01,day,25.0,album,spotify:album:2Z7RyZnDVoKmhFeOEPhxvl,https://open.spotify.com/album/2Z7RyZnDVoKmhFeOEPhxvl,tt0988595
0,album,"[{'external_urls': {'spotify': 'https://open.spotify.com/artist/7yAPsqNhqqsTGsuOSZJg0i'}, 'href': 'https://api.spotify.com/v1/artists/7yAPsqNhqqsTGsuOSZJg0i', 'id': '7yAPsqNhqqsTGsuOSZJg0i', 'name': 'Marco Beltrami', 'type': 'artist', 'uri': 'spotify:artist:7yAPsqNhqqsTGsuOSZJg0i'}]",https://api.spotify.com/v1/albums/3O7W8GRE8MBmxTDEDNKJ2I,3O7W8GRE8MBmxTDEDNKJ2I,"[{'height': 640, 'url': 'https://i.scdn.co/image/ab67616d0000b27365af277fb3fa691b609a3b4b', 'width': 640}, {'height': 300, 'url': 'https://i.scdn.co/image/ab67616d00001e0265af277fb3fa691b609a3b4b', 'width': 300}, {'height': 64, 'url': 'https://i.scdn.co/image/ab67616d0000485165af277fb3fa691b609a3b4b', 'width': 64}]",3:10 to Yuma (Original Motion Picture Soundtrack),2007-09-04,day,21.0,album,spotify:album:3O7W8GRE8MBmxTDEDNKJ2I,https://open.spotify.com/album/3O7W8GRE8MBmxTDEDNKJ2I,tt0381849
0,album,"[{'external_urls': {'spotify': 'https://open.spotify.com/artist/2twCnYZ6KJpcFcfyZhcx6C'}, 'href': 'https://api.spotify.com/v1/artists/2twCnYZ6KJpcFcfyZhcx6C', 'id': '2twCnYZ6KJpcFcfyZhcx6C', 'name': 'Brian Reitzell', 'type': 'artist', 'uri': 'spotify:artist:2twCnYZ6KJpcFcfyZhcx6C'}]",https://api.spotify.com/v1/albums/4pDgk1FgkL9pNJlpEFebZc,4pDgk1FgkL9pNJlpEFebZc,"[{'height': 640, 'url': 'https://i.scdn.co/image/ab67616d0000b273448b5a4b097265be146f0e75', 'width': 640}, {'height': 300, 'url': 'https://i.scdn.co/image/ab67616d00001e02448b5a4b097265be146f0e75', 'width': 300}, {'height': 64, 'url': 'https://i.scdn.co/image/ab67616d00004851448b5a4b097265be146f0e75', 'width': 64}]",30 Days of Night - Original Motion Picture Soundtrack,2007,year,17.0,album,spotify:album:4pDgk1FgkL9pNJlpEFebZc,https://open.spotify.com/album/4pDgk1FgkL9pNJlpEFebZc,tt0389722
0,album,"[{'external_urls': {'spotify': 'https://open.spotify.com/artist/5svDnd8joFhbpbA3Ar0CfN'}, 'href': 'https://api.spotify.com/v1/artists/5svDnd8joFhbpbA3Ar0CfN', 'id': '5svDnd8joFhbpbA3Ar0CfN', 'name': 'Junkie XL', 'type': 'artist', 'uri': 'spotify:artist:5svDnd8joFhbpbA3Ar0CfN'}]",https://api.spotify.com/v1/albums/0JGQ10jlljiXEguqGbMiYU,0JGQ10jlljiXEguqGbMiYU,"[{'height': 640, 'url': 'https://i.scdn.co/image/ab67616d0000b27316e68058ec38ab2e5401b55f', 'width': 640}, {'height': 300, 'url': 'https://i.scdn.co/image/ab67616d00001e0216e68058ec38ab2e5401b55f', 'width': 300}, {'height': 64, 'url': 'https://i.scdn.co/image/ab67616d0000485116e68058ec38ab2e5401b55f', 'width': 64}]",300: Rise of an Empire (Original Motion Picture Soundtrack),2014-02-25,day,16.0,album,spotify:album:0JGQ10jlljiXEguqGbMiYU,https://open.spotify.com/album/0JGQ10jlljiXEguqGbMiYU,tt1253863
0,album,"[{'external_urls': {'spotify': 'https://open.spotify.com/artist/0iqOcDJNnh51gemYhYhTUq'}, 'href': 'https://api.spotify.com/v1/artists/0iqOcDJNnh51gemYhYhTUq', 'id': '0iqOcDJNnh51gemYhYhTUq', 'name': 'Tomandandy', 'type': 'artist', 'uri': 'spotify:artist:0iqOcDJNnh51gemYhYhTUq'}]",https://api.spotify.com/v1/albums/0SQcQ7LlzNaFwMqyTB3aKz,0SQcQ7LlzNaFwMqyTB3aKz,"[{'height': 640, 'url': 'https://i.scdn.co/image/ab67616d0000b27383425c1381bfc5314e9e3fea', 'width': 640}, {'height': 300, 'url': 'https://i.scdn.co/image/ab67616d00001e0283425c1381bfc5314e9e3fea', 'width': 300}, {'height': 64, 'url': 'https://i.scdn.co/image/ab67616d0000485183425c1381bfc5314e9e3fea', 'width': 64}]",47 Meters Down: Uncaged (Original Motion Picture Soundtrack),2019-08-16,day,17.0,album,spotify:album:0SQcQ7LlzNaFwMqyTB3aKz,https://open.spotify.com/album/0SQcQ7LlzNaFwMqyTB3aKz,tt7329656
0,album,"[{'external_urls': {'spotify': 'https://open.spotify.com/artist/147dKKwnUn9qesNx8uAs3Z'}, 'href': 'https://api.spotify.com/v1/artists/147dKKwnUn9qesNx8uAs3Z', 'id': '147dKKwnUn9qesNx8uAs3Z', 'name': 'Ilan Eshkeri', 'type': 'artist', 'uri': 'spotify:artist:147dKKwnUn9qesNx8uAs3Z'}]",https://api.spotify.com/v1/albums/6maJhdKc3ru5oKTHXbjahG,6maJhdKc3ru5oKTHXbjahG,"[{'height': 640, 'url': 'https://i.scdn.co/image/ab67616d0000b2731be13989858d74273e01c79d', 'width': 640}, {'height': 300, 'url': 'https://i.scdn.co/image/ab67616d00001e021be13989858d74273e01c79d', 'width': 300}, {'height': 64, 'url': 'https://i.scdn.co/image/ab67616d000048511be13989858d74273e01c79d', 'width': 64}]",47 Ronin (Original Motion Picture Soundtrack),2013-12-17,day,22.0,album,spotify:album:6maJhdKc3ru5oKTHXbjahG,https://open.spotify.com/album/6maJhdKc3ru5oKTHXbjahG,tt1335975
0,album,"[{'external_urls': {'spotify': 'https://open.spotify.com/artist/1dDZTSkKTjksBy9tfsf9ob'}, 'href': 'https://api.spotify.com/v1/artists/1dDZTSkKTjksBy9tfsf9ob', 'id': '1dDZTSkKTjksBy9tfsf9ob', 'name': 'David Newman', 'type': 'artist', 'uri': 'spotify:artist:1dDZTSkKTjksBy9tfsf9ob'}]",https://api.spotify.com/v1/albums/7gLpc8i8qGai0nkkXBGIdO,7gLpc8i8qGai0nkkXBGIdO,"[{'height': 640, 'url': 'https://i.scdn.co/image/ab67616d0000b273b98f3e3dba5292e048d28c32', 'width': 640}, {'height': 300, 'url': 'https://i.scdn.co/image/ab67616d00001e02b98f3e3dba5292e048d28c32', 'width': 300}, {'height': 64, 'url': 'https://i.scdn.co/image/ab67616d00004851b98f3e3dba5292e048d28c32', 'width': 64}]",5 Flights Up (Original Motion Picture Soundtrack),2015-06-16,day,14.0,album,spotify:album:7gLpc8i8qGai0nkkXBGIdO,https://open.spotify.com/album/7gLpc8i8qGai0nkkXBGIdO,tt2933544
0,album,"[{'external_urls': {'spotify': 'https://open.spotify.com/artist/0LyfQWJT6nXafLPZqxe9Of'}, 'href': 'https://api.spotify.com/v1/artists/0LyfQWJT6nXafLPZqxe9Of', 'id': '0LyfQWJT6nXafLPZqxe9Of', 'name': 'Various Artists', 'type': 'artist', 'uri': 'spotify:artist:0LyfQWJT6nXafLPZqxe9Of'}]",https://api.spotify.com/v1/albums/5NKyS5RW4V1tbYcm4cyqUm,5NKyS5RW4V1tbYcm4cyqUm,"[{'height': 640, 'url': 'https://i.scdn.co/image/ab67616d0000b273b24ec0d9bcb906cfcc41d685', 'width': 640}, {'height': 300, 'url': 'https://i.scdn.co/image/ab67616d00001e02b24ec0d9bcb906cfcc41d685', 'width': 300}, {'height': 64, 'url': 'https://i.scdn.co/image/ab67616d00004851b24ec0d9bcb906cfcc41d685', 'width': 64}]",Doctor Who - The 50th Anniversary Collection (Original Television Soundtrack),2013-12-17,day,45.0,album,spotify:album:5NKyS5RW4V1tbYcm4cyqUm,https://open.spotify.com/album/5NKyS5RW4V1tbYcm4cyqUm,tt1306980
0,compilation,"[{'external_urls': {'spotify': 'https://open.spotify.com/artist/0UOrkpzPED604dKzxgfJqg'}, 'href': 'https://api.spotify.com/v1/artists/0UOrkpzPED604dKzxgfJqg', 'id': '0UOrkpzPED604dKzxgfJqg', 'name': 'Rodrigo Amarante', 'type': 'artist', 'uri': 'spotify:artist:0UOrkpzPED604dKzxgfJqg'}]",https://api.spotify.com/v1/albums/4w9ZF0zs2RelXIIxTMr5TW,4w9ZF0zs2RelXIIxTMr5TW,"[{'height': 640, 'url': 'https://i.scdn.co/image/ab67616d0000b273f8ed59f0db1e0f004b330df6', 'width': 640}, {'height': 300, 'url': 'https://i.scdn.co/image/ab67616d00001e02f8ed59f0db1e0f004b330df6', 'width': 300}, {'height': 64, 'url': 'https://i.scdn.co/image/ab67616d00004851f8ed59f0db1e0f004b330df6', 'width': 64}]",7 Days in Entebbe (Original Motion Picture Soundtrack),2018-04-06,day,20.0,album,spotify:album:4w9ZF0zs2RelXIIxTMr5TW,https://open.spotify.com/album/4w9ZF0zs2RelXIIxTMr5TW,tt5466186
0,album,"[{'external_urls': {'spotify': 'https://open.spotify.com/artist/1upi0p1RPmbUDRvbDjxNKn'}, 'href': 'https://api.spotify.com/v1/artists/1upi0p1RPmbUDRvbDjxNKn', 'id': '1upi0p1RPmbUDRvbDjxNKn', 'name': 'Nate Heller', 'type': 'artist', 'uri': 'spotify:artist:1upi0p1RPmbUDRvbDjxNKn'}]",https://api.spotify.com/v1/albums/6ivFRy56HgNNiwYeeTdIIa,6ivFRy56HgNNiwYeeTdIIa,"[{'height': 640, 'url': 'https://i.scdn.co/image/ab67616d0000b273256a0a5c4e2db894b6747778', 'width': 640}, {'height': 300, 'url': 'https://i.scdn.co/image/ab67616d00001e02256a0a5c4e2db894b6747778', 'width': 300}, {'height': 64, 'url': 'https://i.scdn.co/image/ab67616d00004851256a0a5c4e2db894b6747778', 'width': 64}]",A Beautiful Day in the Neighborhood (Original Motion Picture Soundtrack),2019-11-15,day,20.0,album,spotify:album:6ivFRy56HgNNiwYeeTdIIa,https://open.spotify.com/album/6ivFRy56HgNNiwYeeTdIIa,tt3224458
0,album,"[{'external_urls': {'spotify': 'https://open.spotify.com/artist/0x8J72N9ilqcIZbWEKB8T2'}, 'href': 'https://api.spotify.com/v1/artists/0x8J72N9ilqcIZbWEKB8T2', 'id': '0x8J72N9ilqcIZbWEKB8T2', 'name': 'Mychael Danna', 'type': 'artist', 'uri': 'spotify:artist:0x8J72N9ilqcIZbWEKB8T2'}]",https://api.spotify.com/v1/albums/516vQEcKsNPAeEGSJHENIk,516vQEcKsNPAeEGSJHENIk,"[{'height': 640, 'url': 'https://i.scdn.co/image/ab67616d0000b2732b6ff76627d64bb5ad25ab73', 'width': 640}, {'height': 300, 'url': 'https://i.scdn.co/image/ab67616d00001e022b6ff76627d64bb5ad25ab73', 'width': 300}, {'height': 64, 'url': 'https://i.scdn.co/image/ab67616d000048512b6ff76627d64bb5ad25ab73', 'width': 64}]",A Dog's Way Home (Original Motion Picture Soundtrack),2019-01-11,day,36.0,album,spotify:album:516vQEcKsNPAeEGSJHENIk,https://open.spotify.com/album/516vQEcKsNPAeEGSJHENIk,tt7616798
0,album,"[{'external_urls': {'spotify': 'https://open.spotify.com/artist/19TC2fNA1WWfE3NMPhopZg'}, 'href': 'https://api.spotify.com/v1/artists/19TC2fNA1WWfE3NMPhopZg', 'id': '19TC2fNA1WWfE3NMPhopZg', 'name': 'Halloween Voice', 'type': 'artist', 'uri': 'spotify:artist:19TC2fNA1WWfE3NMPhopZg'}]",https://api.spotify.com/v1/albums/4mJIV9f1bv3UrXWwj2amhq,4mJIV9f1bv3UrXWwj2amhq,"[{'height': 640, 'url': 'https://i.scdn.co/image/ab67616d0000b273dfb5b17c247a8ec5425afd01', 'width': 640}, {'height': 300, 'url': 'https://i.scdn.co/image/ab67616d00001e02dfb5b17c247a8ec5425afd01', 'width': 300}, {'height': 64, 'url': 'https://i.scdn.co/image/ab67616d00004851dfb5b17c247a8ec5425afd01', 'width': 64}]",Aliens Halloween Haunted House Soundtrack,2015-08-31,day,10.0,album,spotify:album:4mJIV9f1bv3UrXWwj2amhq,https://open.spotify.com/album/4mJIV9f1bv3UrXWwj2amhq,tt2243537
0,album,"[{'external_urls': {'spotify': 'https://open.spotify.com/artist/59UCaDN9qLklKVTxSiEyMV'}, 'href': 'https://api.spotify.com/v1/artists/59UCaDN9qLklKVTxSiEyMV', 'id': '59UCaDN9qLklKVTxSiEyMV', 'name': 'Joel McNeely', 'type': 'artist', 'uri': 'spotify:artist:59UCaDN9qLklKVTxSiEyMV'}]",https://api.spotify.com/v1/albums/2JPHtmfkeOE7R3TZSAhuOJ,2JPHtmfkeOE7R3TZSAhuOJ,"[{'height': 640, 'url': 'https://i.scdn.co/image/ab67616d0000b2737cc71f5271da3a0a97b81a32', 'width': 640}, {'height': 300, 'url': 'https://i.scdn.co/image/ab67616d00001e027cc71f5271da3a0a97b81a32', 'width': 300}, {'height': 64, 'url': 'https://i.scdn.co/image/ab67616d000048517cc71f5271da3a0a97b81a32', 'width': 64}]",A Million Ways To Die In The West (Original Motion Picture Soundtrack),2014-05-27,day,18.0,album,spotify:album:2JPHtmfkeOE7R3TZSAhuOJ,https://open.spotify.com/album/2JPHtmfkeOE7R3TZSAhuOJ,tt2557490
