,album_type,artists,href,id,images,name,release_date,release_date_precision,total_tracks,type,uri,external_urls.spotify,movieid
0,album,"[{'external_urls': {'spotify': 'https://open.spotify.com/artist/0Xk15jHKly4c3AhPr5vjoA'}, 'href': 'https://api.spotify.com/v1/artists/0Xk15jHKly4c3AhPr5vjoA', 'id': '0Xk15jHKly4c3AhPr5vjoA', 'name': 'Alan Silvestri', 'type': 'artist', 'uri': 'spotify:artist:0Xk15jHKly4c3AhPr5vjoA'}]",https://api.spotify.com/v1/albums/6XUXN5uWCpSiybOplfUj0e,6XUXN5uWCpSiybOplfUj0e,"[{'height': 640, 'url': 'https://i.scdn.co/image/ab67616d0000b273e3484aba4f72352bfc614129', 'width': 640}, {'height': 300, 'url': 'https://i.scdn.co/image/ab67616d00001e02e3484aba4f72352bfc614129', 'width': 300}, {'height': 64, 'url': 'https://i.scdn.co/image/ab67616d00004851e3484aba4f72352bfc614129', 'width': 64}]",Back To The Future Part III: 25th Anniversary Edition (Original Motion Picture Soundtrack),1990,year,49.0,album,spotify:album:6XUXN5uWCpSiybOplfUj0e,https://open.spotify.com/album/6XUXN5uWCpSiybOplfUj0e,tt0099088
0,album,"[{'external_urls': {'spotify': 'https://open.spotify.com/artist/0LyfQWJT6nXafLPZqxe9Of'}, 'href': 'https://api.spotify.com/v1/artists/0LyfQWJT6nXafLPZqxe9Of', 'id': '0LyfQWJT6nXafLPZqxe9Of', 'name': 'Various Artists', 'type': 'artist', 'uri': 'spotify:artist:0LyfQWJT6nXafLPZqxe9Of'}]",https://api.spotify.com/v1/albums/1WbcLdDqpfZza3TlvzFJJj,1WbcLdDqpfZza3TlvzFJJj,"[{'height': 640, 'url': 'https://i.scdn.co/image/ab67616d0000b2734a72d8d5c0de7caee9841a77', 'width': 640}, {'height': 300, 'url': 'https://i.scdn.co/image/ab67616d00001e024a72d8d5c0de7caee9841a77', 'width': 300}, {'height': 64, 'url': 'https://i.scdn.co/image/ab67616d000048514a72d8d5c0de7caee9841a77', 'width': 64}]",Bad Boys For Life Soundtrack,2020-01-17,day,10.0,album,spotify:album:1WbcLdDqpfZza3TlvzFJJj,https://open.spotify.com/album/1WbcLdDqpfZza3TlvzFJJj,tt1502397
0,album,"[{'external_urls': {'spotify': 'https://open.spotify.com/artist/1PGSb2wgymZeNTUYqnOxyq'}, 'href': 'https://api.spotify.com/v1/artists/1PGSb2wgymZeNTUYqnOxyq', 'id': '1PGSb2wgymZeNTUYqnOxyq', 'name': 'Edward Shearmur', 'type': 'artist', 'uri': 'spotify:artist:1PGSb2wgymZeNTUYqnOxyq'}]",https://api.spotify.com/v1/albums/74LkgtpVkrFYaU6cB29siy,74LkgtpVkrFYaU6cB29siy,"[{'height': 640, 'url': 'https://i.scdn.co/image/ab67616d0000b273c93728a4d241593b659ffe78', 'width': 640}, {'height': 300, 'url': 'https://i.scdn.co/image/ab67616d00001e02c93728a4d241593b659ffe78', 'width': 300}, {'height': 64, 'url': 'https://i.scdn.co/image/ab67616d00004851c93728a4d241593b659ffe78', 'width': 64}]",Bad News Bears (Original Motion Picture Soundtrack),2005-01-01,day,15.0,album,spotify:album:74LkgtpVkrFYaU6cB29siy,https://open.spotify.com/album/74LkgtpVkrFYaU6cB29siy,tt0408524
0,compilation,"[{'external_urls': {'spotify': 'https://open.spotify.com/artist/0LyfQWJT6nXafLPZqxe9Of'}, 'href': 'https://api.spotify.com/v1/artists/0LyfQWJT6nXafLPZqxe9Of', 'id': '0LyfQWJT6nXafLPZqxe9Of', 'name': 'Various Artists', 'type': 'artist', 'uri': 'spotify:artist:0LyfQWJT6nXafLPZqxe9Of'}]",https://api.spotify.com/v1/albums/61RD050Ag1j9bhnGI1Hc1f,61RD050Ag1j9bhnGI1Hc1f,"[{'height': 640, 'url': 'https://i.scdn.co/image/ab67616d0000b2732a78b05acba09f2f03f27de6', 'width': 640}, {'height': 300, 'url': 'https://i.scdn.co/image/ab67616d00001e022a78b05acba09f2f03f27de6', 'width': 300}, {'height': 64, 'url': 'https://i.scdn.co/image/ab67616d000048512a78b05acba09f2f03f27de6', 'width': 64}]",Bad Times At The El Royale (Original Motion Picture Soundtrack),2018-11-30,day,13.0,album,spotify:album:61RD050Ag1j9bhnGI1Hc1f,https://open.spotify.com/album/61RD050Ag1j9bhnGI1Hc1f,tt6628394
0,album,"[{'external_urls': {'spotify': 'https://open.spotify.com/artist/3B0bZAXnHTpGuPsuQo5fEd'}, 'href': 'https://api.spotify.com/v1/artists/3B0bZAXnHTpGuPsuQo5fEd', 'id': '3B0bZAXnHTpGuPsuQo5fEd', 'name': 'Rolfe Kent', 'type': 'artist', 'uri': 'spotify:artist:3B0bZAXnHTpGuPsuQo5fEd'}]",https://api.spotify.com/v1/albums/2WCkgcczHO31nqux6hdDBe,2WCkgcczHO31nqux6hdDBe,"[{'height': 640, 'url': 'https://i.scdn.co/image/ab67616d0000b273445f27354a690c1e2d1c0f9c', 'width': 640}, {'height': 300, 'url': 'https://i.scdn.co/image/ab67616d00001e02445f27354a690c1e2d1c0f9c', 'width': 300}, {'height': 64, 'url': 'https://i.scdn.co/image/ab67616d00004851445f27354a690c1e2d1c0f9c', 'width': 64}]",Bad Words (Original Motion Picture Soundtrack),2014-03-18,day,25.0,album,spotify:album:2WCkgcczHO31nqux6hdDBe,https://open.spotify.com/album/2WCkgcczHO31nqux6hdDBe,tt2170299
0,single,"[{'external_urls': {'spotify': 'https://open.spotify.com/artist/7aVhW41zoSeBhuygojFguO'}, 'href': 'https://api.spotify.com/v1/artists/7aVhW41zoSeBhuygojFguO', 'id': '7aVhW41zoSeBhuygojFguO', 'name': 'John Arana', 'type': 'artist', 'uri': 'spotify:artist:7aVhW41zoSeBhuygojFguO'}]",https://api.spotify.com/v1/albums/5COIXqx1kcTnhF6qjS9H13,5COIXqx1kcTnhF6qjS9H13,"[{'height': 640, 'url': 'https://i.scdn.co/image/ab67616d0000b2736898b702a451c38319f5d3df', 'width': 640}, {'height': 300, 'url': 'https://i.scdn.co/image/ab67616d00001e026898b702a451c38319f5d3df', 'width': 300}, {'height': 64, 'url': 'https://i.scdn.co/image/ab67616d000048516898b702a451c38319f5d3df', 'width': 64}]",Baggage Claim (Original Motion Picture Soundtrack),2014-03-27,day,6.0,album,spotify:album:5COIXqx1kcTnhF6qjS9H13,https://open.spotify.com/album/5COIXqx1kcTnhF6qjS9H13,tt1171222
0,album,"[{'external_urls': {'spotify': 'https://open.spotify.com/artist/109FvbnDVNag1UcJDVpFlr'}, 'href': 'https://api.spotify.com/v1/artists/109FvbnDVNag1UcJDVpFlr', 'id': '109FvbnDVNag1UcJDVpFlr', 'name': 'Brian Tyler', 'type': 'artist', 'uri': 'spotify:artist:109FvbnDVNag1UcJDVpFlr'}]",https://api.spotify.com/v1/albums/1WpdKPVKM3AKKIE5i8NM0Y,1WpdKPVKM3AKKIE5i8NM0Y,"[{'height': 640, 'url': 'https://i.scdn.co/image/ab67616d0000b27371249031d8b76692757031b1', 'width': 640}, {'height': 300, 'url': 'https://i.scdn.co/image/ab67616d00001e0271249031d8b76692757031b1', 'width': 300}, {'height': 64, 'url': 'https://i.scdn.co/image/ab67616d0000485171249031d8b76692757031b1', 'width': 64}]",Bangkok Dangerous (Original Motion Picture Soundtrack),2008-09-02,day,31.0,album,spotify:album:1WpdKPVKM3AKKIE5i8NM0Y,https://open.spotify.com/album/1WpdKPVKM3AKKIE5i8NM0Y,tt0814022
0,album,"[{'external_urls': {'spotify': 'https://open.spotify.com/artist/0LyfQWJT6nXafLPZqxe9Of'}, 'href': 'https://api.spotify.com/v1/artists/0LyfQWJT6nXafLPZqxe9Of', 'id': '0LyfQWJT6nXafLPZqxe9Of', 'name': 'Various Artists', 'type': 'artist', 'uri': 'spotify:artist:0LyfQWJT6nXafLPZqxe9Of'}]",https://api.spotify.com/v1/albums/4bmuGoo2AeU8NFsmUYgu0O,4bmuGoo2AeU8NFsmUYgu0O,"[{'height': 640, 'url': 'https://i.scdn.co/image/ab67616d0000b27354edfeda1a91bb4c5c4f9f08', 'width': 640}, {'height': 300, 'url': 'https://i.scdn.co/image/ab67616d00001e0254edfeda1a91bb4c5c4f9f08', 'width': 300}, {'height': 64, 'url': 'https://i.scdn.co/image/ab67616d0000485154edfeda1a91bb4c5c4f9f08', 'width': 64}]",Barbershop 2: Back In Business (Original Motion Picture Soundtrack),2004-02-03,day,15.0,album,spotify:album:4bmuGoo2AeU8NFsmUYgu0O,https://open.spotify.com/album/4bmuGoo2AeU8NFsmUYgu0O,tt0303714
0,album,"[{'external_urls': {'spotify': 'https://open.spotify.com/artist/0LyfQWJT6nXafLPZqxe9Of'}, 'href': 'https://api.spotify.com/v1/artists/0LyfQWJT6nXafLPZqxe9Of', 'id': '0LyfQWJT6nXafLPZqxe9Of', 'name': 'Various Artists', 'type': 'artist', 'uri': 'spotify:artist:0LyfQWJT6nXafLPZqxe9Of'}]",https://api.spotify.com/v1/albums/4bmuGoo2AeU8NFsmUYgu0O,4bmuGoo2AeU8NFsmUYgu0O,"[{'height': 640, 'url': 'https://i.scdn.co/image/ab67616d0000b27354edfeda1a91bb4c5c4f9f08', 'width': 640}, {'height': 300, 'url': 'https://i.scdn.co/image/ab67616d00001e0254edfeda1a91bb4c5c4f9f08', 'width': 300}, {'height': 64, 'url': 'https://i.scdn.co/image/ab67616d0000485154edfeda1a91bb4c5c4f9f08', 'width': 64}]",Barbershop 2: Back In Business (Original Motion Picture Soundtrack),2004-02-03,day,15.0,album,spotify:album:4bmuGoo2AeU8NFsmUYgu0O,https://open.spotify.com/album/4bmuGoo2AeU8NFsmUYgu0O,tt0337579
0,album,"[{'external_urls': {'spotify': 'https://open.spotify.com/artist/7t8q7ikEtcPNtoaKAm9Vu6'}, 'href': 'https://api.spotify.com/v1/artists/7t8q7ikEtcPNtoaKAm9Vu6', 'id': '7t8q7ikEtcPNtoaKAm9Vu6', 'name': 'Jerry Goldsmith', 'type': 'artist', 'uri': 'spotify:artist:7t8q7ikEtcPNtoaKAm9Vu6'}]",https://api.spotify.com/v1/albums/73ftiIj8z1a3ykgtpVhC9c,73ftiIj8z1a3ykgtpVhC9c,"[{'height': 640, 'url': 'https://i.scdn.co/image/ab67616d0000b2732d1ea0d2407530976de4bafa', 'width': 640}, {'height': 300, 'url': 'https://i.scdn.co/image/ab67616d00001e022d1ea0d2407530976de4bafa', 'width': 300}, {'height': 64, 'url': 'https://i.scdn.co/image/ab67616d000048512d1ea0d2407530976de4bafa', 'width': 64}]",Basic Instinct (25th Anniversary Original Motion Picture Soundtrack),1992-01-01,day,36.0,album,spotify:album:73ftiIj8z1a3ykgtpVhC9c,https://open.spotify.com/album/73ftiIj8z1a3ykgtpVhC9c,tt0103772
0,album,"[{'external_urls': {'spotify': 'https://open.spotify.com/artist/2M4eNCvV3CJUswavkhAQg2'}, 'href': 'https://api.spotify.com/v1/artists/2M4eNCvV3CJUswavkhAQg2', 'id': '2M4eNCvV3CJUswavkhAQg2', 'name': 'James Newton Howard', 'type': 'artist', 'uri': 'spotify:artist:2M4eNCvV3CJUswavkhAQg2'}, {'external_urls': {'spotify': 'https://open.spotify.com/artist/0YC192cP3KPCRWx8zr8MfZ'}, 'href': 'https://api.spotify.com/v1/artists/0YC192cP3KPCRWx8zr8MfZ', 'id': '0YC192cP3KPCRWx8zr8MfZ', 'name': 'Hans Zimmer', 'type': 'artist', 'uri': 'spotify:artist:0YC192cP3KPCRWx8zr8MfZ'}]",https://api.spotify.com/v1/albums/5djDvf7OozECsKzEB04uYg,5djDvf7OozECsKzEB04uYg,"[{'height': 640, 'url': 'https://i.scdn.co/image/ab67616d0000b273f4c962d358de7ed4548d00b3', 'width': 640}, {'height': 300, 'url': 'https://i.scdn.co/image/ab67616d00001e02f4c962d358de7ed4548d00b3', 'width': 300}, {'height': 64, 'url': 'https://i.scdn.co/image/ab67616d00004851f4c962d358de7ed4548d00b3', 'width': 64}]",Batman Begins (Original Motion Picture Soundtrack),2005-06-14,day,12.0,album,spotify:album:5djDvf7OozECsKzEB04uYg,https://open.spotify.com/album/5djDvf7OozECsKzEB04uYg,tt0372784
0,compilation,"[{'external_urls': {'spotify': 'https://open.spotify.com/artist/0LyfQWJT6nXafLPZqxe9Of'}, 'href': 'https://api.spotify.com/v1/artists/0LyfQWJT6nXafLPZqxe9Of', 'id': '0LyfQWJT6nXafLPZqxe9Of', 'name': 'Various Artists', 'type': 'artist', 'uri': 'spotify:artist:0LyfQWJT6nXafLPZqxe9Of'}]",https://api.spotify.com/v1/albums/3xVGY84JIUw3ZcRCjB3eav,3xVGY84JIUw3ZcRCjB3eav,"[{'height': 640, 'url': 'https://i.scdn.co/image/ab67616d0000b273501d648278ed738dade0d694', 'width': 640}, {'height': 300, 'url': 'https://i.scdn.co/image/ab67616d00001e02501d648278ed738dade0d694', 'width': 300}, {'height': 64, 'url': 'https://i.scdn.co/image/ab67616d00004851501d648278ed738dade0d694', 'width': 64}]",Battle Of The Year 2013 - The Soundtrack,2013-10-18,day,17.0,album,spotify:album:3xVGY84JIUw3ZcRCjB3eav,https://open.spotify.com/album/3xVGY84JIUw3ZcRCjB3eav,tt1532958
0,album,"[{'external_urls': {'spotify': 'https://open.spotify.com/artist/109FvbnDVNag1UcJDVpFlr'}, 'href': 'https://api.spotify.com/v1/artists/109FvbnDVNag1UcJDVpFlr', 'id': '109FvbnDVNag1UcJDVpFlr', 'name': 'Brian Tyler', 'type': 'artist', 'uri': 'spotify:artist:109FvbnDVNag1UcJDVpFlr'}]",https://api.spotify.com/v1/albums/1eDnt0ZO2NFnhFo28xOKNS,1eDnt0ZO2NFnhFo28xOKNS,"[{'height': 640, 'url': 'https://i.scdn.co/image/ab67616d0000b27334f805b1b984db50e9b0008b', 'width': 640}, {'height': 300, 'url': 'https://i.scdn.co/image/ab67616d00001e0234f805b1b984db50e9b0008b', 'width': 300}, {'height': 64, 'url': 'https://i.scdn.co/image/ab67616d0000485134f805b1b984db50e9b0008b', 'width': 64}]",Battle: Los Angeles (Original Motion Picture Soundtrack),2011-01-01,day,22.0,album,spotify:album:1eDnt0ZO2NFnhFo28xOKNS,https://open.spotify.com/album/1eDnt0ZO2NFnhFo28xOKNS,tt1217613
0,album,"[{'external_urls': {'spotify': 'https://open.spotify.com/artist/65acwADcSb42q8wBkIGxNv'}, 'href': 'https://api.spotify.com/v1/artists/65acwADcSb42q8wBkIGxNv', 'id': '65acwADcSb42q8wBkIGxNv', 'name': 'Elia Cmiral', 'type': 'artist', 'uri': 'spotify:artist:65acwADcSb42q8wBkIGxNv'}]",https://api.spotify.com/v1/albums/0wnH0XnrkqgildWOH0izjV,0wnH0XnrkqgildWOH0izjV,"[{'height': 640, 'url': 'https://i.scdn.co/image/ab67616d0000b2736b1ea5aabb5f51f238d2526f', 'width': 640}, {'height': 300, 'url': 'https://i.scdn.co/image/ab67616d00001e026b1ea5aabb5f51f238d2526f', 'width': 300}, {'height': 64, 'url': 'https://i.scdn.co/image/ab67616d000048516b1ea5aabb5f51f238d2526f', 'width': 64}]",Battlefield Earth (Original Motion Picture Soundtrack),2000-01-01,day,28.0,album,spotify:album:0wnH0XnrkqgildWOH0izjV,https://open.spotify.com/album/0wnH0XnrkqgildWOH0izjV,tt0185183
0,album,"[{'external_urls': {'spotify': 'https://open.spotify.com/artist/5Il8YjuVAWkWNH2xgjFMpF'}, 'href': 'https://api.spotify.com/v1/artists/5Il8YjuVAWkWNH2xgjFMpF', 'id': '5Il8YjuVAWkWNH2xgjFMpF', 'name': 'Steve Jablonsky', 'type': 'artist', 'uri': 'spotify:artist:5Il8YjuVAWkWNH2xgjFMpF'}]",https://api.spotify.com/v1/albums/7yLTd41UsnvIa78sA6HD6H,7yLTd41UsnvIa78sA6HD6H,"[{'height': 640, 'url': 'https://i.scdn.co/image/ab67616d0000b273f21e119939b3af51a5d368ea', 'width': 640}, {'height': 300, 'url': 'https://i.scdn.co/image/ab67616d00001e02f21e119939b3af51a5d368ea', 'width': 300}, {'height': 64, 'url': 'https://i.scdn.co/image/ab67616d00004851f21e119939b3af51a5d368ea', 'width': 64}]",Battleship (Original Motion Picture Soundtrack),2012-05-08,day,24.0,album,spotify:album:7yLTd41UsnvIa78sA6HD6H,https://open.spotify.com/album/7yLTd41UsnvIa78sA6HD6H,tt1440129
0,compilation,"[{'external_urls': {'spotify': 'https://open.spotify.com/artist/0LyfQWJT6nXafLPZqxe9Of'}, 'href': 'https://api.spotify.com/v1/artists/0LyfQWJT6nXafLPZqxe9Of', 'id': '0LyfQWJT6nXafLPZqxe9Of', 'name': 'Various Artists', 'type': 'artist', 'uri': 'spotify:artist:0LyfQWJT6nXafLPZqxe9Of'}]",https://api.spotify.com/v1/albums/5npowHlPcglNqfPShL0oUb,5npowHlPcglNqfPShL0oUb,"[{'height': 640, 'url': 'https://i.scdn.co/image/ab67616d0000b273d351d18aa66dc6599dae6211', 'width': 640}, {'height': 300, 'url': 'https://i.scdn.co/image/ab67616d00001e02d351d18aa66dc6599dae6211', 'width': 300}, {'height': 64, 'url': 'https://i.scdn.co/image/ab67616d00004851d351d18aa66dc6599dae6211', 'width': 64}]",Be Kind Rewind (Original Motion Picture Soundtrack),2008,year,28.0,album,spotify:album:5npowHlPcglNqfPShL0oUb,https://open.spotify.com/album/5npowHlPcglNqfPShL0oUb,tt0799934
0,album,"[{'external_urls': {'spotify': 'https://open.spotify.com/artist/1UcjNf3XC72W7f34wc2Xzl'}, 'href': 'https://api.spotify.com/v1/artists/1UcjNf3XC72W7f34wc2Xzl', 'id': '1UcjNf3XC72W7f34wc2Xzl', 'name': 'thenewno2', 'type': 'artist', 'uri': 'spotify:artist:1UcjNf3XC72W7f34wc2Xzl'}]",https://api.spotify.com/v1/albums/1fLxHMDfXaFXaapDlQPrE3,1fLxHMDfXaFXaapDlQPrE3,"[{'height': 640, 'url': 'https://i.scdn.co/image/ab67616d0000b27306b60d1915dcf60678a03105', 'width': 640}, {'height': 300, 'url': 'https://i.scdn.co/image/ab67616d00001e0206b60d1915dcf60678a03105', 'width': 300}, {'height': 64, 'url': 'https://i.scdn.co/image/ab67616d0000485106b60d1915dcf60678a03105', 'width': 64}]",Beautiful Creatures (Original Motion Picture Soundtrack),2013-02-12,day,29.0,album,spotify:album:1fLxHMDfXaFXaapDlQPrE3,https://open.spotify.com/album/1fLxHMDfXaFXaapDlQPrE3,tt1559547
0,compilation,"[{'external_urls': {'spotify': 'https://open.spotify.com/artist/0LyfQWJT6nXafLPZqxe9Of'}, 'href': 'https://api.spotify.com/v1/artists/0LyfQWJT6nXafLPZqxe9Of', 'id': '0LyfQWJT6nXafLPZqxe9Of', 'name': 'Various Artists', 'type': 'artist', 'uri': 'spotify:artist:0LyfQWJT6nXafLPZqxe9Of'}]",https://api.spotify.com/v1/albums/4OzuUUIudZRUBDjdBhORVE,4OzuUUIudZRUBDjdBhORVE,"[{'height': 640, 'url': 'https://i.scdn.co/image/ab67616d0000b27319163faa5800ccbf50c7e2d7', 'width': 640}, {'height': 300, 'url': 'https://i.scdn.co/image/ab67616d00001e0219163faa5800ccbf50c7e2d7', 'width': 300}, {'height': 64, 'url': 'https://i.scdn.co/image/ab67616d0000485119163faa5800ccbf50c7e2d7', 'width': 64}]",Because Of Winn-Dixie [Original Motion Picture Soundtrack],2005,year,13.0,album,spotify:album:4OzuUUIudZRUBDjdBhORVE,https://open.spotify.com/album/4OzuUUIudZRUBDjdBhORVE,tt0317132
0,compilation,"[{'external_urls': {'spotify': 'https://open.spotify.com/artist/0LyfQWJT6nXafLPZqxe9Of'}, 'href': 'https://api.spotify.com/v1/artists/0LyfQWJT6nXafLPZqxe9Of', 'id': '0LyfQWJT6nXafLPZqxe9Of', 'name': 'Various Artists', 'type': 'artist', 'uri': 'spotify:artist:0LyfQWJT6nXafLPZqxe9Of'}]",https://api.spotify.com/v1/albums/6Z2cUsSS7uA3DAV1lELFq5,6Z2cUsSS7uA3DAV1lELFq5,"[{'height': 640, 'url': 'https://i.scdn.co/image/ab67616d0000b27398d40cf632a517e2ea7662cc', 'width': 640}, {'height': 300, 'url': 'https://i.scdn.co/image/ab67616d00001e0298d40cf632a517e2ea7662cc', 'width': 300}, {'height': 64, 'url': 'https://i.scdn.co/image/ab67616d0000485198d40cf632a517e2ea7662cc', 'width': 64}]",The Bee Season (Original Motion Picture Soundtrack),2005-10-25,day,17.0,album,spotify:album:6Z2cUsSS7uA3DAV1lELFq5,https://open.spotify.com/album/6Z2cUsSS7uA3DAV1lELFq5,tt0387059
0,album,"[{'external_urls': {'spotify': 'https://open.spotify.com/artist/2wOqMjp9TyABvtHdOSOTUS'}, 'href': 'https://api.spotify.com/v1/artists/2wOqMjp9TyABvtHdOSOTUS', 'id': '2wOqMjp9TyABvtHdOSOTUS', 'name': 'Ludwig van Beethoven', 'type': 'artist', 'uri': 'spotify:artist:2wOqMjp9TyABvtHdOSOTUS'}, {'external_urls': {'spotify': 'https://open.spotify.com/artist/0dicUFoK5LIbqu6OoHu8VH'}, 'href': 'https://api.spotify.com/v1/artists/0dicUFoK5LIbqu6OoHu8VH', 'id': '0dicUFoK5LIbqu6OoHu8VH', 'name': 'Sir Georg Solti', 'type': 'artist', 'uri': 'spotify:artist:0dicUFoK5LIbqu6OoHu8VH'}]",https://api.spotify.com/v1/albums/6fa24rYnsdnM0rrstAz7cK,6fa24rYnsdnM0rrstAz7cK,"[{'height': 640, 'url': 'https://i.scdn.co/image/ab67616d0000b2730b57adc4a35553b98606cb9e', 'width': 640}, {'height': 300, 'url': 'https://i.scdn.co/image/ab67616d00001e020b57adc4a35553b98606cb9e', 'width': 300}, {'height': 64, 'url': 'https://i.scdn.co/image/ab67616d000048510b57adc4a35553b98606cb9e', 'width': 64}]",Ludwig van Beethoven: Immortal Beloved Soundtrack,1994-12-06,day,13.0,album,spotify:album:6fa24rYnsdnM0rrstAz7cK,https://open.spotify.com/album/6fa24rYnsdnM0rrstAz7cK,tt0103786
0,album,"[{'external_urls': {'spotify': 'https://open.spotify.com/artist/29NJ6VbDPYhqdXXANEwHc7'}, 'href': 'https://api.spotify.com/v1/artists/29NJ6VbDPYhqdXXANEwHc7', 'id': '29NJ6VbDPYhqdXXANEwHc7', 'name': 'Jigsaw', 'type': 'artist', 'uri': 'spotify:artist:29NJ6VbDPYhqdXXANEwHc7'}]",https://api.spotify.com/v1/albums/3Dll2goWm6tWUO8Uhmujf1,3Dll2goWm6tWUO8Uhmujf1,"[{'height': 640, 'url': 'https://i.scdn.co/image/ab67616d0000b27397554e22aa2f71ca4598ebb4', 'width': 640}, {'height': 300, 'url': 'https://i.scdn.co/image/ab67616d00001e0297554e22aa2f71ca4598ebb4', 'width': 300}, {'height': 64, 'url': 'https://i.scdn.co/image/ab67616d0000485197554e22aa2f71ca4598ebb4', 'width': 64}]",Home Before Midnight (Original Motion Picture Soundtrack),2013-12-06,day,10.0,album,spotify:album:3Dll2goWm6tWUO8Uhmujf1,https://open.spotify.com/album/3Dll2goWm6tWUO8Uhmujf1,tt2209418
0,album,"[{'external_urls': {'spotify': 'https://open.spotify.com/artist/3CMeh9Nh0Xu4NQTvIvXkCP'}, 'href': 'https://api.spotify.com/v1/artists/3CMeh9Nh0Xu4NQTvIvXkCP', 'id': '3CMeh9Nh0Xu4NQTvIvXkCP', 'name': 'Mark Kilian', 'type': 'artist', 'uri': 'spotify:artist:3CMeh9Nh0Xu4NQTvIvXkCP'}]",https://api.spotify.com/v1/albums/5Q3o8eIiuWkCnvDv3KvQpN,5Q3o8eIiuWkCnvDv3KvQpN,"[{'height': 640, 'url': 'https://i.scdn.co/image/ab67616d0000b273034417080b4db606be142e6f', 'width': 640}, {'height': 300, 'url': 'https://i.scdn.co/image/ab67616d00001e02034417080b4db606be142e6f', 'width': 300}, {'height': 64, 'url': 'https://i.scdn.co/image/ab67616d00004851034417080b4db606be142e6f', 'width': 64}]",Before the Rains (Original Motion Picture Soundtrack),2008,year,19.0,album,spotify:album:5Q3o8eIiuWkCnvDv3KvQpN,https://open.spotify.com/album/5Q3o8eIiuWkCnvDv3KvQpN,tt0870195
0,album,"[{'external_urls': {'spotify': 'https://open.spotify.com/artist/4FMxs862AoGtkkObIPlaxH'}, 'href': 'https://api.spotify.com/v1/artists/4FMxs862AoGtkkObIPlaxH', 'id': '4FMxs862AoGtkkObIPlaxH', 'name': 'Amir Hedayah', 'type': 'artist', 'uri': 'spotify:artist:4FMxs862AoGtkkObIPlaxH'}]",https://api.spotify.com/v1/albums/5VpXHtCLzMlHqtIvEiISKZ,5VpXHtCLzMlHqtIvEiISKZ,"[{'height': 640, 'url': 'https://i.scdn.co/image/ab67616d0000b2733b986a49f922e96114f631b5', 'width': 640}, {'height': 300, 'url': 'https://i.scdn.co/image/ab67616d00001e023b986a49f922e96114f631b5', 'width': 300}, {'height': 64, 'url': 'https://i.scdn.co/image/ab67616d000048513b986a49f922e96114f631b5', 'width': 64}]",Dof'at Beirut (Original TV Series Soundtrack),2020-10-26,day,15.0,album,spotify:album:5VpXHtCLzMlHqtIvEiISKZ,https://open.spotify.com/album/5VpXHtCLzMlHqtIvEiISKZ,tt4669264
0,compilation,"[{'external_urls': {'spotify': 'https://open.spotify.com/artist/0LyfQWJT6nXafLPZqxe9Of'}, 'href': 'https://api.spotify.com/v1/artists/0LyfQWJT6nXafLPZqxe9Of', 'id': '0LyfQWJT6nXafLPZqxe9Of', 'name': 'Various Artists', 'type': 'artist', 'uri': 'spotify:artist:0LyfQWJT6nXafLPZqxe9Of'}]",https://api.spotify.com/v1/albums/5aTdthxlvQO8SjFTN0AWE4,5aTdthxlvQO8SjFTN0AWE4,"[{'height': 640, 'url': 'https://i.scdn.co/image/ab67616d0000b273f035e1e9d5411fd9b88edc4b', 'width': 640}, {'height': 300, 'url': 'https://i.scdn.co/image/ab67616d00001e02f035e1e9d5411fd9b88edc4b', 'width': 300}, {'height': 64, 'url': 'https://i.scdn.co/image/ab67616d00004851f035e1e9d5411fd9b88edc4b', 'width': 64}]",Beverly Hills Cop III (Original Motion Picture Soundtrack),1994-01-01,day,10.0,album,spotify:album:5aTdthxlvQO8SjFTN0AWE4,https://open.spotify.com/album/5aTdthxlvQO8SjFTN0AWE4,tt0109254
0,album,"[{'external_urls': {'spotify': 'https://open.spotify.com/artist/3PhL2Vdao2v8SS8AptuhAr'}, 'href': 'https://api.spotify.com/v1/artists/3PhL2Vdao2v8SS8AptuhAr', 'id': '3PhL2Vdao2v8SS8AptuhAr', 'name': 'James Horner', 'type': 'artist', 'uri': 'spotify:artist:3PhL2Vdao2v8SS8AptuhAr'}]",https://api.spotify.com/v1/albums/22wmBYdDtzpmDgn0yUD6El,22wmBYdDtzpmDgn0yUD6El,"[{'height': 640, 'url': 'https://i.scdn.co/image/ab67616d0000b2737e0e41fb77284e27240d5270', 'width': 640}, {'height': 300, 'url': 'https://i.scdn.co/image/ab67616d00001e027e0e41fb77284e27240d5270', 'width': 300}, {'height': 64, 'url': 'https://i.scdn.co/image/ab67616d000048517e0e41fb77284e27240d5270', 'width': 64}]",Beyond Borders (Original Motion Picture Soundtrack),2003-01-01,day,12.0,album,spotify:album:22wmBYdDtzpmDgn0yUD6El,https://open.spotify.com/album/22wmBYdDtzpmDgn0yUD6El,tt0294357
