imdb_id,film_title,year,tradd_url,link,tags,filename
tt2191701,Grown Ups 2,2013,/grown-ups-2,/grown-ups-2/trailer,Sony Pictures|Comedy|Franchise/Epic/Trilogy|Adam Sandler|Kevin James|Chris Rock|David Spade|Salma Hayek|Maya Rudolph|Maria Bello|Nick Swardson|Taylor Lautner|Milo Ventimiglia|Andy Samberg|Will Forte|Shaquille O'Neal,grown-ups-2_trailer
tt2015381,Guardians of the Galaxy,2014,/guardians-of-the-galaxy,/guardians-of-the-galaxy/teaser-trailer,Marvel Studios|Walt Disney Pictures|Comicbook|Action|Adventure|Sci Fi|Teaser|Chris Pratt|Dave Bautista|Zoë Saldaña|Michael Rooker|Ophelia Lovibond|Lee Pace|Glenn Close|Karen Gillan|Benicio Del Toro|John C. Reilly|Djimon Hounsou,guardians-of-the-galaxy_teaser-trailer
tt2015381,Guardians of the Galaxy,2014,/guardians-of-the-galaxy,/guardians-of-the-galaxy/trailer,Marvel Studios|Walt Disney Pictures|Comicbook|Action|Adventure|Sci Fi|Chris Pratt|Dave Bautista|Zoë Saldaña|Michael Rooker|Ophelia Lovibond|Lee Pace|Glenn Close|Karen Gillan|Benicio Del Toro|John C. Reilly|Djimon Hounsou,guardians-of-the-galaxy_trailer
tt0481536,Harold & Kumar Escape from Guantanamo Bay,2008,/harold-kumar-guantanamo,/harold-kumar-guantanamo/trailer,New Line Cinema|Comedy|John Cho|Kal Penn|Rob Corddry|Neil Patrick Harris,harold-kumar-guantanamo_trailer
tt0481536,Harold & Kumar Escape from Guantanamo Bay,2008,/harold-kumar-guantanamo,/harold-kumar-guantanamo/teaser-trailer,New Line Cinema|Comedy|Teaser|John Cho|Kal Penn|Rob Corddry|Neil Patrick Harris,harold-kumar-guantanamo_teaser-trailer
tt0366551,Harold & Kumar Go to White Castle,2004,/harold-kumar,/harold-kumar/trailer,New Line Cinema|Comedy|Kal Penn|John Cho|Neil Patrick Harris|Malin Akerman|Paula Garcés|Ryan Reynolds|Anthony Anderson,harold-kumar_trailer
tt1201607,Harry Potter and the Deathly Hallows: Part 2,2011,/harry-potter-and-deathly-hallows-part-ii,/harry-potter-and-deathly-hallows-part-ii/feature-trailer,Warner Bros. Pictures|Adventure|Drama|Fantasy|Mystery|Franchise/Epic/Trilogy|Book|Romance|Daniel Radcliffe|Rupert Grint|Emma Watson|John Hurt|Ralph Fiennes|Alan Rickman|Helen McCrory|Bonnie Wright|Natalia Tena|Helena Bonham Carter,harry-potter-and-deathly-hallows-part-ii_feature-trailer
tt0330373,Harry Potter and the Goblet of Fire,2005,/harry-potter-goblet-fire,/harry-potter-goblet-fire/trailer,Warner Bros. Pictures|Franchise/Epic/Trilogy|Book|Adventure|Fantasy|Daniel Radcliffe|Rupert Grint|Emma Watson|Michael Gambon|Stanislav Ianevski|Robert Pattinson|Clémence Poésy|Katie Leung|Maggie Smith|Brendan Gleeson|Alan Rickman|Timothy Spall|Miranda Richardson|Ralph Fiennes,harry-potter-goblet-fire_trailer
tt0373889,Harry Potter and the Order of the Phoenix,2007,/harry-potter-order-phoenix,/harry-potter-order-phoenix/teaser-trailer,Teaser|Warner Bros. Pictures|Fantasy|Book|Adventure|Gary Oldman|Daniel Radcliffe|Rupert Grint|Emma Watson|Alan Rickman,harry-potter-order-phoenix_teaser-trailer
tt0373889,Harry Potter and the Order of the Phoenix,2007,/harry-potter-order-phoenix,/harry-potter-order-phoenix/trailer-a,Book|Warner Bros. Pictures|Daniel Radcliffe|Fantasy|Adventure|Gary Oldman|Ralph Fiennes|Helena Bonham Carter|Rupert Grint|Emma Watson|Alan Rickman|Michael Gambon,harry-potter-order-phoenix_trailer-a
tt0411477,Hellboy II: The Golden Army,2008,/hellboy-ii-golden-army,/hellboy-ii-golden-army/trailer,Universal Pictures|Franchise/Epic/Trilogy|Action|Adventure|Fantasy|Comicbook|Ron Perlman|Selma Blair|Luke Goss,hellboy-ii-golden-army_trailer
tt1267297,Hercules,2014,/hercules-2014,/hercules-2014/feature-trailer,Metro Goldwyn Mayer (MGM)|Paramount Pictures|Action|Adventure|Fantasy|Dwayne Johnson|Ian Mcshane|Joseph Fiennes|John Hurt|Rufus Sewell|Peter Mullan|Ingrid Bolsø Berdal|Aksel Hennie|Reece Ritchie,hercules-2014_feature-trailer
tt2637294,Hot Tub Time Machine 2,2015,/hot-tub-time-machine-2,/hot-tub-time-machine-2/feature-trailer,Metro Goldwyn Mayer (MGM)|Comedy|Sci Fi|Adventure|Rob Corddry|Craig Robinson|Clark Duke|Adam Scott|Chevy Chase|Collette Wolfe|Gillian Jacobs,hot-tub-time-machine-2_feature-trailer
tt1155056,"I Love You, Man",2009,/i-love-you-man,/i-love-you-man/trailer,DreamWorks Pictures|Comedy|Paul Rudd|Jason Segel|Jaime Pressly|Rashida Jones|Andy Samberg|J.K. Simmons|Thomas Lennon|South by Southwest Film Festival,i-love-you-man_trailer
tt1355630,If I Stay,2014,/if-i-stay,/if-i-stay/feature-trailer,Warner Bros. Pictures|Metro Goldwyn Mayer (MGM)|Book|Drama|Chloë Grace Moretz|Mireille Enos|Jamie Blackley|Stacy Keach|Joshua Leonard,if-i-stay_feature-trailer
tt1355630,If I Stay,2014,/if-i-stay,/if-i-stay/trailer,Warner Bros. Pictures|Metro Goldwyn Mayer (MGM)|Drama|Chloë Grace Moretz|Mireille Enos|Jamie Blackley,if-i-stay_trailer
tt0780567,Imagine That,2009,/imagine-that,/imagine-that/trailer,Paramount Pictures|Comedy|Fantasy|Eddie Murphy|Yara Shahidi|Ronny Cox|Thomas Haden Church|Nicole Ari Parker,imagine-that_trailer
tt1637688,In Time,2011,/in-time,/in-time/trailer,20th Century Fox|Sci Fi|Thriller|Justin Timberlake|Amanda Seyfried|Cillian Murphy|Vincent Kartheiser|Alex Pettyfer|Johnny Galecki|Olivia Wilde|Matt Bomer,in-time_trailer
tt1791528,Inherent Vice,2015,/inherent-vice,/inherent-vice/trailer,Warner Bros. Pictures|Crime|Mystery|Book|Joaquin Phoenix|Josh Brolin|Owen Wilson|Katherine Waterston|Reese Witherspoon|Benicio Del Toro|Martin Short|Jena Malone|Joanna Newsom|Michael K. Williams,inherent-vice_trailer
tt2096673,Inside Out,2015,/inside-out-2015,/inside-out-2015/teaser-trailer,Walt Disney Pictures|Pixar Animation|Family|CG Animation|Teaser|Amy Poehler|Mindy Kaling|Bill Hader|Phyllis Smith|Lewis Black,inside-out-2015_teaser-trailer
tt0371746,Iron Man,2008,/iron-man,/iron-man/trailer,"Robert Downey, Jr.|Comicbook|Action|Marvel Studios|Paramount Pictures|Terrence Howard|Gwyneth Paltrow|Jeff Bridges",iron-man_trailer
tt0371746,Iron Man,2008,/iron-man,/iron-man/teaser-trailer,"Teaser|Paramount Pictures|Marvel Studios|Action|Comicbook|Robert Downey, Jr.|Terrence Howard|Gwyneth Paltrow|Jeff Bridges",iron-man_teaser-trailer
tt1228705,Iron Man 2,2010,/iron-man-2,/iron-man-2/feature-trailer,"Comicbook|Action|Marvel Studios|Paramount Pictures|Franchise/Epic/Trilogy|Gwyneth Paltrow|Don Cheadle|Mickey Rourke|Sam Rockwell|Samuel L. Jackson|Scarlett Johansson|Garry Shandling|Robert Downey, Jr.",iron-man-2_feature-trailer
tt1228705,Iron Man 2,2010,/iron-man-2,/iron-man-2/trailer,"Comicbook|Action|Marvel Studios|Paramount Pictures|Franchise/Epic/Trilogy|Gwyneth Paltrow|Don Cheadle|Mickey Rourke|Sam Rockwell|Samuel L. Jackson|Scarlett Johansson|Garry Shandling|Robert Downey, Jr.",iron-man-2_trailer
tt1351685,Jack the Giant Slayer,2013,/jack-the-giant-killer,/jack-the-giant-killer/feature-trailer,New Line Cinema|Warner Bros. Pictures|Book|Fantasy|Action|Adventure|Nicholas Hoult|Eleanor Tomlinson|Stanley Tucci|Ewan McGregor|Ian Mcshane|Raine McCormack|Eddie Marson|Ewen Bremner,jack-the-giant-killer_feature-trailer
tt2357129,Jobs,2013,/jobs,/jobs/feature-trailer,Open Road Films|Biopic|Drama|Ashton Kutcher|Dermot Mulroney|Josh Gad|Lukas Haas|J.K. Simmons|Matthew Modine,jobs_feature-trailer
tt1250777,Kick-Ass,2010,/kick-ass,/kick-ass/trailer,Lionsgate|Teaser|Action|Comedy|Drama|Aaron Taylor-Johnson|Christopher Mintz-Plasse|Chloë Grace Moretz|Clark Duke|Nicolas Cage|Mark Strong|Comicbook|South by Southwest Film Festival,kick-ass_trailer
tt1448755,Killer Elite,2011,/killer-elite,/killer-elite/feature-trailer,Action|Thriller|Jason Statham|Clive Owen|Robert De Niro|Yvonne Strahovski|Adewale Akinnuoye-Agbaje,killer-elite_feature-trailer
tt1448755,Killer Elite,2011,/killer-elite,/killer-elite/trailer,Action|Thriller|Jason Statham|Clive Owen|Robert De Niro|Yvonne Strahovski|Adewale Akinnuoye-Agbaje,killer-elite_trailer
tt1013743,Knight and Day,2010,/knight-day,/knight-day/feature-trailer,20th Century Fox|Action|Comedy|Tom Cruise|Cameron Diaz|Peter Sarsgaard|Marc Blucas|Viola Davis,knight-day_feature-trailer
tt0758752,Love & Other Drugs,2010,/love-and-other-drugs,/love-and-other-drugs/trailer,20th Century Fox|Drama|Judy Greer|Jake Gyllenhaal|Anne Hathaway|Gabriel Macht|Hank Azaria|Oliver Platt,love-and-other-drugs_trailer
tt1277953,Madagascar 3: Europe's Most Wanted,2012,/madagascar-3,/madagascar-3/feature-trailer,Dreamworks Animation|CG Animation|Adventure|Comedy|Family|Franchise/Epic/Trilogy|Ben Stiller|Chris Rock|David Schwimmer|Jada Pinkett Smith|Sacha Baron Cohen,madagascar-3_feature-trailer
tt0175880,Magnolia,2000,/magnolia,/magnolia/trailer,New Line Cinema|Drama|Jeremy Blackman|Michael Bowen|Tom Cruise|Melinda Dillon|Henry Gibson|April Grace|Philip Baker Hall|Philip Seymour Hoffman|William H. Macy|Julianne Moore|John C. Reilly|Jason Robards|Melora Walters,magnolia_trailer
tt0175880,Magnolia,2000,/magnolia,/magnolia/teaser-trailer,New Line Cinema|Drama|Teaser|Jeremy Blackman|Tom Cruise|Henry Gibson|April Grace|Philip Baker Hall|Philip Seymour Hoffman|William H. Macy|Julianne Moore|John C. Reilly|Jason Robards|Melora Walters,magnolia_teaser-trailer
tt0770828,Man of Steel,2013,/man-of-steel,/man-of-steel/teaser-trailer,Warner Bros. Pictures|Action|Adventure|Behind the Scenes|Comicbook|Fantasy|Franchise/Epic/Trilogy|Henry Cavill|Teaser,man-of-steel_teaser-trailer
tt0822832,Marley & Me,2008,/marley-me,/marley-me/trailer,20th Century Fox|Comedy|Family|Teaser|Owen Wilson|Jennifer Aniston|Alan Arkin|Eric Dane,marley-me_trailer
tt0822832,Marley & Me,2008,/marley-me,/marley-me/teaser-trailer,20th Century Fox|Comedy|Family|Teaser|Owen Wilson|Jennifer Aniston,marley-me_teaser-trailer
tt2097298,"McFarland, USA",2015,/mcfarland-usa,/mcfarland-usa/trailer,Walt Disney Pictures|Drama|Sport|Kevin Costner|Maria Bello|Morgan Saylor|Martha Higareda|Michael Aguero|Sergio Avelar|Hector Duran|Rafael Martinez|Johnny Ortiz|Carlos Pratts|Ramiro Rodriguez|Danny Mora|Valente Rodriguez|Vanessa Martinez|Chris Ellis,mcfarland-usa_trailer
tt0139462,Message in a Bottle,1999,/message-in-a-bottle,/message-in-a-bottle/trailer,Warner Bros. Pictures|Drama|Romance|Book|Kevin Costner|Robin Wright|Paul Newman|John Savage|Illeana Douglas|Robbie Coltrane,message-in-a-bottle_trailer
tt0864835,Mr. Peabody & Sherman,2014,/mr-peabody-sherman,/mr-peabody-sherman/feature-trailer,Dreamworks Animation|20th Century Fox|CG Animation|Adventure|Family|Comedy|Ty Burrell|Max Charles|Ariel Winter|Allison Janney|Patrick Warburton|Stephen Colbert,mr-peabody-sherman_feature-trailer
tt0864835,Mr. Peabody & Sherman,2014,/mr-peabody-sherman,/mr-peabody-sherman/trailer,Dreamworks Animation|20th Century Fox|CG Animation|Adventure|Family|Comedy|Ty Burrell|Max Charles|Ariel Winter|Allison Janney|Stephen Colbert|Leslie Mann|Stanley Tucci|Patrick Warburton|Lake Bell|Zach Callison|Dennis Haysbert,mr-peabody-sherman_trailer
tt0408306,Munich,2006,/munich,/munich/trailer,Universal Pictures|Historical|Drama|Thriller|Eric Bana|Daniel Craig|Geoffrey Rush|Lynn Cohen|Ayelet Zurer|Ciarán Hinds|Mathieu Kassovitz|Hanns Zischler,munich_trailer
tt2369135,Need for Speed,2014,/need-for-speed,/need-for-speed/feature-trailer,DreamWorks Pictures|Action|Aaron Paul|Imogen Poots|Dominic Cooper|Ramon Rodriguez|Rami Malek|Harrison Gilbertson|Kid Cudi|Michael Keaton|Dakota Johnson,need-for-speed_feature-trailer
tt1598822,New Year's Eve,2011,/new-years-eve,/new-years-eve/feature-trailer,Katherine Heigl|Ashton Kutcher|Lea Michele|Josh Duhamel|Romance|Comedy|Warner Bros. Pictures|New Line Cinema|Zac Efron|Jessica Biel|Hilary Swank|Sarah Jessica Parker|Jon Bon Jovi|Robert De Niro|Abigail Breslin|Halle Berry|Ludacris|Hector Elizondo,new-years-eve_feature-trailer
tt1078912,Night at the Museum: Battle of the Smithsonian,2009,/night-at-the-museum-2,/night-at-the-museum-2/teaser-trailer,20th Century Fox|Franchise/Epic/Trilogy|Comedy|Family|Fantasy|Teaser|Ben Stiller|Jonah Hill|Amy Adams|Hank Azaria|Robin Williams|Owen Wilson|Bill Hader|Clint Howard,night-at-the-museum-2_teaser-trailer
tt1623288,ParaNorman,2012,/paranorman,/paranorman/teaser-trailer,Focus Features|CG Animation|Comedy|Thriller|Teaser|Stop Motion Animation,paranorman_teaser-trailer
tt1047540,Parental Guidance,2012,/parental-guidance,/parental-guidance/trailer,20th Century Fox|Family|Comedy|Billy Crystal|Bette Midler|Marisa Tomei|Bailee Madison,parental-guidance_trailer
tt1114740,Paul Blart: Mall Cop,2009,/mall-cop,/mall-cop/trailer,Columbia Pictures|Comedy|Kevin James|Keir O'Donnell|Jayma Mays|Shirley Knight|Raini Rodriguez|Stephen Rannazzisi|Adam Ferrara,mall-cop_trailer
tt3450650,Paul Blart: Mall Cop 2,2015,/paul-blart-mall-cop-2,/paul-blart-mall-cop-2/trailer,Sony Pictures|Comedy|Franchise/Epic/Trilogy|Kevin James|Molly Shannon|David Henrie|Raini Rodriguez|Eduardo Verástegui|Nicholas Turturro|Gary Valentine|Neal McDonough|Shirley Knight,paul-blart-mall-cop-2_trailer
tt0910936,Pineapple Express,2008,/pineapple-express,/pineapple-express/trailer,Columbia Pictures|Comedy|Seth Rogen|James Franco|Gary Cole|Rosie Perez|Danny R. McBride|Amber Heard|James Remar,pineapple-express_trailer
tt0325980,Pirates of the Caribbean: The Curse of the Black Pearl,2003,/pirates-curse-black-pearl,/pirates-curse-black-pearl/trailer,Walt Disney Pictures|Action|Adventure|Fantasy|Franchise/Epic/Trilogy|Johnny Depp|Geoffrey Rush|Orlando Bloom|Keira Knightley|Jack Davenport,pirates-curse-black-pearl_trailer
tt2980706,Planes: Fire & Rescue,2014,/planes-fire-rescue,/planes-fire-rescue/trailer,Walt Disney Pictures|CG Animation|Adventure|Comedy|Family|Dane Cook|Julie Bowen|Ed Harris|Regina King|Jerry Stiller|Fred Willard,planes-fire-rescue_trailer
tt1142433,Post Grad,2009,/post-grad,/post-grad/trailer,20th Century Fox|Comedy|Alexis Bledel|Zach Gilford|Rodrigo Santoro|Jane Lynch|Fred Armison|Bobby Coleman|Andrew Daly|Kirk Fox|Catherine Reitman|Craig Robinson|Carol Burnett|Michael Keaton,post-grad_trailer
tt0473075,Prince of Persia: The Sands of Time,2010,/prince-of-persia-the-sands-of-time,/prince-of-persia-the-sands-of-time/feature-trailer,Walt Disney Pictures|Action|Adventure|Fantasy|Video Game|Jake Gyllenhaal|Gemma Arterton|Ben Kingsley|Alfred Molina,prince-of-persia-the-sands-of-time_feature-trailer
tt0473075,Prince of Persia: The Sands of Time,2010,/prince-of-persia-the-sands-of-time,/prince-of-persia-the-sands-of-time/trailer,Walt Disney Pictures|Action|Adventure|Fantasy|Video Game|Jake Gyllenhaal|Gemma Arterton|Ben Kingsley,prince-of-persia-the-sands-of-time_trailer
tt1152836,Public Enemies,2009,/public-enemies,/public-enemies/trailer,Universal Pictures|Action|Thriller|Johnny Depp|Christian Bale|Marion Cotillard|Giovanni Ribisi|Billy Crudup|Stephen Dorff|Rory Cochrane|Stephen Lang|David Wenham|Stephen Graham|Channing Tatum|Jason Clarke,public-enemies_trailer
tt0110912,Pulp Fiction,1994,/pulp-fiction,/pulp-fiction/trailer,Miramax Films|Crime|Drama|John Travolta|Samuel L. Jackson|Uma Thurman|Bruce Willis|Harvey Keitel|Tim Roth|Amanda Plummer|Maria de Medeiros|Ving Rhames|Eric Stoltz|Rosanna Arquette|Christopher Walken,pulp-fiction_trailer
tt1192628,Rango,2011,/rango,/rango/trailer,Paramount Pictures|CG Animation|Action|Adventure|Johnny Depp,rango_trailer
tt1053424,Repo Men,2010,/repo-men,/repo-men/trailer,Universal Pictures|Jude Law|Forest Whitaker|Liev Schreiber|Alice Braga|Carice van Houten|Action|Sci Fi|Thriller,repo-men_trailer
tt1220634,Resident Evil: Afterlife,2010,/resident-evil-afterlife,/resident-evil-afterlife/trailer,Sony Screen Gems|Franchise/Epic/Trilogy|Action|Horror|Milla Jovovich|Ali Larter|Kim Coates|Shawn Roberts,resident-evil-afterlife_trailer
tt1408253,Ride Along,2014,/ride-along,/ride-along/teaser-trailer,Universal Pictures|Action|Comedy|Teaser|Ice Cube|Kevin Hart|Tika Sumpter|Bryan Callen,ride-along_teaser-trailer
tt1336608,Rock of Ages,2012,/rock-of-ages,/rock-of-ages/feature-trailer,Warner Bros. Pictures|Musical|Tom Cruise|Malin Akerman|Catherine Zeta-Jones|Alec Baldwin|Paul Giamatti|Russell Brand|Julianne Hough|Diego Boneta|Mary J. Blige|Musical/Broadway/Play,rock-of-ages_feature-trailer
tt0430922,Role Models,2008,/role-models,/role-models/trailer,Universal Pictures|Comedy|Seann William Scott|Paul Rudd|Christopher Mintz-Plasse|Jane Lynch|Elizabeth Banks,role-models_trailer
tt0404390,Running Scared,2006,/running-scared,/running-scared/trailer,New Line Cinema|Action|Drama|Crime|Thriller|Paul Walker|Cameron Bright|Vera Farmiga|Karel Roden|Johnny Messner,running-scared_trailer
tt0988045,Sherlock Holmes,2009,/sherlock-holmes,/sherlock-holmes/trailer,"Warner Bros. Pictures|Crime|Drama|Thriller|Book|Robert Downey, Jr.|Jude Law|Rachel McAdams|Mark Strong|Kelly Reilly",sherlock-holmes_trailer
tt0815236,She's Out of My League,2010,/shes-out-of-my-league,/shes-out-of-my-league/trailer,DreamWorks Pictures|Comedy|Romance|Jay Baruchel|Alice Eve|Mike Vogel|Krysten Ritter|Geoff Stults|Hayes MacArthur|Nate Torrence|Debra Jo Rupp,shes-out-of-my-league_trailer
tt1596346,Soul Surfer,2011,/soul-surfer,/soul-surfer/feature-trailer,TriStar Pictures|Action|Drama|Sport|AnnaSophia Robb|Dennis Quaid|Helen Hunt|Carrie Underwood|Lorraine Nicholson,soul-surfer_feature-trailer
tt0473705,State of Play,2009,/state-of-play,/state-of-play/trailer,Universal Pictures|Thriller|Russell Crowe|Ben Affleck|Rachel McAdams|Robin Wright Penn|Harry J. Lennix|Jeff Daniels|Maria Thayer,state-of-play_trailer
tt0838283,Step Brothers,2008,/step-brothers,/step-brothers/trailer,Columbia Pictures|Comedy|Will Ferrell|John C. Reilly|Richard Jenkins|Mary Steenburgen,step-brothers_trailer
tt0978764,Sucker Punch,2011,/sucker-punch,/sucker-punch/trailer,Warner Bros. Pictures|Action|Drama|Thriller|Emily Browning|Vanessa Hudgens|Abbie Cornish|Jamie Chung|Jena Malone|Carla Gugino|Jon Hamm|Oscar Isaac|Scott Glenn,sucker-punch_trailer
tt0978764,Sucker Punch,2011,/sucker-punch,/sucker-punch/feature-trailer,Warner Bros. Pictures|Action|Drama|Thriller|Emily Browning|Vanessa Hudgens|Abbie Cornish|Jamie Chung|Jena Malone|Carla Gugino|Jon Hamm|Oscar Isaac|Scott Glenn,sucker-punch_feature-trailer
tt0810922,Take Me Home Tonight,2011,/take-me-home-tonight,/take-me-home-tonight/trailer,Rogue Pictures|Comedy|Topher Grace|Anna Faris|Dan Fogler|Teresa Palmer|Michael Biehn|Demetri Martin,take-me-home-tonight_trailer
tt1135084,Takers,2010,/takers,/takers/feature-trailer,Sony Screen Gems|Action|Crime|Thriller|Matt Dillon|Paul Walker|Idris Elba|Jay Hernandez|Tip Harris|Michael Ealy|Chris Brown|Hayden Christensen,takers_feature-trailer
tt0398286,Tangled,2010,/tangled,/tangled/trailer,Walt Disney Pictures|CG Animation|Adventure|Family|Musical|Mandy Moore|Zachary Levi,tangled_trailer
tt0438488,Terminator Salvation,2009,/terminator-salvation,/terminator-salvation/trailer,Warner Bros. Pictures|Franchise/Epic/Trilogy|Action|Adventure|Sci Fi|Thriller|Sam Worthington|Anton Yelchin|Christian Bale|Common|Bryce Dallas Howard|Moon Bloodgood,terminator-salvation_trailer
tt0948470,The Amazing Spider-Man,2012,/spider-man-2012,/spider-man-2012/feature-trailer,Columbia Pictures|Franchise/Epic/Trilogy|Action|Adventure|Fantasy|Comicbook|Andrew Garfield|Emma Stone|Rhys Ifans|Denis Leary|Campbell Scott|Irrfan Khan|Martin Sheen|Sally Field,spider-man-2012_feature-trailer
tt0112435,The Baby-Sitters Club,1995,/the-baby-sitters-club,/the-baby-sitters-club/trailer,Columbia Pictures|Comedy|Drama|Family|Book|Schuyler Fisk|Bre Blair|Tricia Joe|Rachael Leigh Cook|Larisa Oleynik|Stacy Linn Ramsower|Zelda Harris,the-baby-sitters-club_trailer
tt0878804,The Blind Side,2009,/the-blind-side,/the-blind-side/trailer,Warner Bros. Pictures|Book|Drama|Sport|Sandra Bullock|Kathy Bates|Tim McGraw|Ray McKinnon|Lily Collins|Jae Head|Quinton Aaron,the-blind-side_trailer
tt0103855,The Bodyguard,1992,/the-bodyguard,/the-bodyguard/trailer,Warner Bros. Pictures|Romance|Thriller|Drama|Musical|Kevin Costner|Whitney Houston|Gary Kemp|Bill Cobbs|Ralph Waite|Tomas Arana|Michele Lamar Richards|Mike Starr|DeVaughn Nixon,the-bodyguard_trailer
tt0363771,"The Chronicles of Narnia: The Lion, the Witch and the Wardrobe",2005,/narnia-lion-witch-wardrobe,/narnia-lion-witch-wardrobe/trailer,Walt Disney Pictures|Book|Fantasy|Adventure|William Moseley|Anna Popplewell|Skandar Keynes|Georgie Henley|Tilda Swinton|James McAvoy|Liam Neeson,narnia-lion-witch-wardrobe_trailer
tt0980970,The Chronicles of Narnia: The Voyage of the Dawn Treader,2010,/chronicles-of-narnia-voyage-of-dawn-treader,/chronicles-of-narnia-voyage-of-dawn-treader/feature-trailer,Fox Walden|Franchise/Epic/Trilogy|Adventure|Family|Fantasy|Book|Georgie Henley|Skandar Keynes|Ben Barnes|Will Poulter|Gary Sweet|Bruce Spence|Arthur Angel|Shane Rangi|Liam Neeson|Tilda Swinton|Laura Brent,chronicles-of-narnia-voyage-of-dawn-treader_feature-trailer
tt0980970,The Chronicles of Narnia: The Voyage of the Dawn Treader,2010,/chronicles-of-narnia-voyage-of-dawn-treader,/chronicles-of-narnia-voyage-of-dawn-treader/trailer,Fox Walden|Franchise/Epic/Trilogy|Adventure|Family|Fantasy|Georgie Henley|Skandar Keynes|Ben Barnes|Will Poulter|Gary Sweet|Bruce Spence|Arthur Angel|Shane Rangi|Liam Neeson,chronicles-of-narnia-voyage-of-dawn-treader_trailer
tt0475944,The Covenant,2006,/the-covenant,/the-covenant/trailer,Sony Screen Gems|Fantasy|Action|Steven Strait|Sebastian Stan|Laura Ramsey,the-covenant_trailer
tt0455407,The Crazies,2010,/the-crazies,/the-crazies/trailer,Overture Films|Horror|Thriller|Remake|Timothy Olyphant|Radha Mitchell|Danielle Panabaker|Joe Anderson,the-crazies_trailer
tt1093357,The Darkest Hour,2011,/the-darkest-hour,/the-darkest-hour/feature-trailer,Summit Entertainment|Action|Sci Fi|Thriller|Emile Hirsch|Olivia Thirlby|Max Minghella|Rachael Taylor|Joel Kinnaman,the-darkest-hour_feature-trailer
tt0407887,The Departed,2006,/the-departed,/the-departed/trailer,Warner Bros. Pictures|Remake|Crime|Drama|Leonardo DiCaprio|Matt Damon|Jack Nicholson|Mark Wahlberg|Alec Baldwin|Martin Sheen|Ray Winstone|Anthony Anderson|James Badge Dale|Vera Farmiga,the-departed_trailer
tt2404311,The Family,2013,/the-family,/the-family/trailer,Relativity Media|Crime|Comedy|Action|Robert De Niro|Michelle Pfeiffer|Tommy Lee Jones|Dianna Agron|John D'Leo|Vincent Pastore,the-family_trailer
tt2039393,The Gambler,2014,/the-gambler-2015,/the-gambler-2015/trailer,Paramount Pictures|Crime|Thriller|Mark Wahlberg|John Goodman|Brie Larson|Michael Kenneth Williams|Jessica Lange,the-gambler-2015_trailer
tt1343092,The Great Gatsby,2013,/the-great-gatsby,/the-great-gatsby/feature-trailer,Warner Bros. Pictures|Drama|Romance|Book|Leonardo DiCaprio|Tobey Maguire|Joel Edgerton|Carey Mulligan|Isla Fisher|Jason Clarke|Elizabeth Debicki|Amitabh Bachchan,the-great-gatsby_feature-trailer
tt1119646,The Hangover,2009,/the-hangover,/the-hangover/teaser-trailer,Warner Bros. Pictures|Comedy|Teaser|Bradley Cooper|Ed Helms|Zach Galifianakis|Sasha Barrese,the-hangover_teaser-trailer
tt1951261,The Hangover Part III,2013,/the-hangover-part-iii,/the-hangover-part-iii/trailer,Warner Bros. Pictures|Comedy|Franchise/Epic/Trilogy|Bradley Cooper|Ed Helms|Zach Galifianakis|Ken Jeong|Heather Graham|Melissa McCarthy|John Goodman,the-hangover-part-iii_trailer
tt1517260,The Host,2013,/the-host-2013,/the-host-2013/trailer,Open Road Films|Sci Fi|Thriller|Book|Saoirse Ronan|Max Irons|Jake Abel|Diane Kruger|William Hurt|Frances Fisher,the-host-2013_trailer
tt0852713,The House Bunny,2008,/the-house-bunny,/the-house-bunny/trailer,Columbia Pictures|Comedy|Anna Faris|Colin Hanks|Emma Stone|Kat Dennings|Katharine McPhee|Beverly D'Angelo,the-house-bunny_trailer
tt1649419,The Impossible,2013,/the-impossible,/the-impossible/trailer,Summit Entertainment|Action|Drama|Ewan McGregor|Naomi Watts|Tom Holland,the-impossible_trailer
tt0399201,The Island,2005,/the-island,/the-island/trailer,DreamWorks Pictures|Action|Sci Fi|Thriller|Ewan McGregor|Scarlett Johansson|Steve Buscemi|Sean Bean|Djimon Hounsou|Michael Clarke Duncan|Noa Tishby,the-island_trailer
tt0399201,The Island,2005,/the-island,/the-island/teaser-trailer,DreamWorks Pictures|Action|Sci Fi|Thriller|Teaser|Ewan McGregor|Scarlett Johansson|Steve Buscemi|Sean Bean|Djimon Hounsou|Michael Clarke Duncan,the-island_teaser-trailer
tt1285309,The Joneses,2010,/the-joneses,/the-joneses/trailer,Roadside Attractions|Comedy|Drama|Amber Heard|Demi Moore|David Duchovny|Ben Hollingsworth|Chris Williams|Gary Cole|Glenne Headly|Lauren Hutton,the-joneses_trailer
tt0844708,The Last House on the Left,2009,/the-last-house-on-the-left,/the-last-house-on-the-left/trailer,Rogue Pictures|Suspense|Thriller|Tony Goldwyn|Monica Potter|Sara Paxton|Garret Dillahunt|Riki Lindhome|Martha MacIsaac,the-last-house-on-the-left_trailer
tt0480255,The Losers,2010,/the-losers,/the-losers/trailer,Warner Bros. Pictures|Action|Adventure|Drama|Mystery|Jeffrey Dean Morgan|Zoë Saldaña|Chris Evans|Idris Elba|Columbus Short|Holt McCallany|Oscar Jaenada|Jason Patric|Peter Macdissi,the-losers_trailer
