id,imdb_id,film_title,year,tradd_url,link,tags,filename,mp4,cheerful,passionate,sad,excited,mighty,expectant ,bar,drive,night,run,twilight,love,movie,broadway,animation,KTV hit,Oscar,advertisement,two dimensions,Disney,comic film,the 00's ,the 10's ,action,adventure,comicbook,comedy,thriller,drama,musical,war,sci fi,fantasy,crime,mystery,romance,epic,sport,family
133,tt1336608,Rock of Ages,2012,/rock-of-ages,/rock-of-ages/feature-trailer,Warner Bros. Pictures|Musical|Tom Cruise|Malin Akerman|Catherine Zeta-Jones|Alec Baldwin|Paul Giamatti|Russell Brand|Julianne Hough|Diego Boneta|Mary J. Blige|Musical/Broadway/Play,rock-of-ages_feature-trailer,https://vod-progressive.akamaized.net/exp=1614570110~acl=%2A%2F672668412.mp4%2A~hmac=0ca855ec086745ee64064049ed3ded6b329618c8f8c0062d6e533de1bc35b77b/vimeo-prod-skyfire-std-us/01/4887/7/199437300/672668412.mp4?filename=Rock+of+Ages+-+Feature+Trailer+%2854985%29.mp4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
135,tt0404390,Running Scared,2006,/running-scared,/running-scared/trailer,New Line Cinema|Action|Drama|Crime|Thriller|Paul Walker|Cameron Bright|Vera Farmiga|Karel Roden|Johnny Messner,running-scared_trailer,https://vod-progressive.akamaized.net/exp=1614570155~acl=%2A%2F668185173.mp4%2A~hmac=5c0727aa0f3637d7f0787653f684ada2b91bbdeb067683aa1b03038ab3bf2a27/vimeo-prod-skyfire-std-us/01/4683/7/198416007/668185173.mp4?filename=Running+Scared+-+Trailer+%282212%29.mp4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0
138,tt1596346,Soul Surfer,2011,/soul-surfer,/soul-surfer/feature-trailer,TriStar Pictures|Action|Drama|Sport|AnnaSophia Robb|Dennis Quaid|Helen Hunt|Carrie Underwood|Lorraine Nicholson,soul-surfer_feature-trailer,https://vod-progressive.akamaized.net/exp=1614570210~acl=%2A%2F671231707.mp4%2A~hmac=3f82727bc96b18578d935532ca8f092478091c731d1f3be84d04f5baa0a49af1/vimeo-prod-skyfire-std-us/01/4823/7/199115343/671231707.mp4?filename=Soul+Surfer+-+Feature+Trailer+%2833768%29.mp4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
141,tt0978764,Sucker Punch,2011,/sucker-punch,/sucker-punch/trailer,Warner Bros. Pictures|Action|Drama|Thriller|Emily Browning|Vanessa Hudgens|Abbie Cornish|Jamie Chung|Jena Malone|Carla Gugino|Jon Hamm|Oscar Isaac|Scott Glenn,sucker-punch_trailer,https://vod-progressive.akamaized.net/exp=1614570280~acl=%2A%2F670966296.mp4%2A~hmac=58517853bb16d6d9d031b8e228909e208116887e141ca84026e0218552b95e84/vimeo-prod-skyfire-std-us/01/4811/7/199056034/670966296.mp4?filename=Sucker+Punch+-+Trailer+%2829841%29.mp4,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0
142,tt0978764,Sucker Punch,2011,/sucker-punch,/sucker-punch/feature-trailer,Warner Bros. Pictures|Action|Drama|Thriller|Emily Browning|Vanessa Hudgens|Abbie Cornish|Jamie Chung|Jena Malone|Carla Gugino|Jon Hamm|Oscar Isaac|Scott Glenn,sucker-punch_feature-trailer,https://vod-progressive.akamaized.net/exp=1614570303~acl=%2A%2F671343675.mp4%2A~hmac=2381cf487a52779c17316c42e16ccba0f0d0e75f5e860afde09c51f69219cbc1/vimeo-prod-skyfire-std-us/01/4828/7/199140687/671343675.mp4?filename=Sucker+Punch+-+Feature+Trailer+%2835359%29.mp4,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0
145,tt0398286,Tangled,2010,/tangled,/tangled/trailer,Walt Disney Pictures|CG Animation|Adventure|Family|Musical|Mandy Moore|Zachary Levi,tangled_trailer,https://vod-progressive.akamaized.net/exp=1614570366~acl=%2A%2F668993957.mp4%2A~hmac=2ad56177771b215a2e5cd45f072e76539243186bc85e9c9a5b518fac5a51f20d/vimeo-prod-skyfire-std-us/01/4722/7/198612362/668993957.mp4?filename=Tangled+-+Trailer+%2823074%29.mp4,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1
146,tt0438488,Terminator Salvation,2009,/terminator-salvation,/terminator-salvation/trailer,Warner Bros. Pictures|Franchise/Epic/Trilogy|Action|Adventure|Sci Fi|Thriller|Sam Worthington|Anton Yelchin|Christian Bale|Common|Bryce Dallas Howard|Moon Bloodgood,terminator-salvation_trailer,https://vod-progressive.akamaized.net/exp=1614570382~acl=%2A%2F668360374.mp4%2A~hmac=921fc26d10fe5ce127d855d12ad3146c59a4bb4369a2565d43d4a71ea7f984b5/vimeo-prod-skyfire-std-us/01/4691/7/198457871/668360374.mp4?filename=Terminator+Salvation+-+Trailer+%287714%29.mp4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,1,1,0,0,0,0,1,0,0
147,tt0948470,The Amazing Spider-Man,2012,/spider-man-2012,/spider-man-2012/feature-trailer,Columbia Pictures|Franchise/Epic/Trilogy|Action|Adventure|Fantasy|Comicbook|Andrew Garfield|Emma Stone|Rhys Ifans|Denis Leary|Campbell Scott|Irrfan Khan|Martin Sheen|Sally Field,spider-man-2012_feature-trailer,https://vod-progressive.akamaized.net/exp=1614570415~acl=%2A%2F672579730.mp4%2A~hmac=2d455f2ec9544117032f4d2f2f7f3179ea1e8c0590f19bcf740d66cff7797229/vimeo-prod-skyfire-std-us/01/4883/7/199415648/672579730.mp4?filename=The+Amazing+Spider-Man+-+Feature+Trailer+%2851966%29.mp4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0
149,tt0878804,The Blind Side,2009,/the-blind-side,/the-blind-side/trailer,Warner Bros. Pictures|Book|Drama|Sport|Sandra Bullock|Kathy Bates|Tim McGraw|Ray McKinnon|Lily Collins|Jae Head|Quinton Aaron,the-blind-side_trailer,https://vod-progressive.akamaized.net/exp=1614570448~acl=%2A%2F668549500.mp4%2A~hmac=6acfc4a0cd3607456acbfbdfe8adb9641be0b2633a1a2c091cb18e3ea7208df5/vimeo-prod-skyfire-std-us/01/4700/7/198503736/668549500.mp4?filename=The+Blind+Side+-+Trailer+%2812939%29.mp4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0
150,tt0103855,The Bodyguard,1992,/the-bodyguard,/the-bodyguard/trailer,Warner Bros. Pictures|Romance|Thriller|Drama|Musical|Kevin Costner|Whitney Houston|Gary Kemp|Bill Cobbs|Ralph Waite|Tomas Arana|Michele Lamar Richards|Mike Starr|DeVaughn Nixon,the-bodyguard_trailer,https://vod-progressive.akamaized.net/exp=1614570465~acl=%2A%2F674311876.mp4%2A~hmac=5151a7b46f7393e58e4d331fc25961f4fe3423349fa9de602d814b28487dd929/vimeo-prod-skyfire-std-us/01/4963/7/199817016/674311876.mp4?filename=The+Bodyguard+-+Trailer+%2885247%29.mp4,0,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,1,0,0,0
151,tt0363771,"The Chronicles of Narnia: The Lion, the Witch and the Wardrobe",2005,/narnia-lion-witch-wardrobe,/narnia-lion-witch-wardrobe/trailer,Walt Disney Pictures|Book|Fantasy|Adventure|William Moseley|Anna Popplewell|Skandar Keynes|Georgie Henley|Tilda Swinton|James McAvoy|Liam Neeson,narnia-lion-witch-wardrobe_trailer,https://vod-progressive.akamaized.net/exp=1614570478~acl=%2A%2F668079843.mp4%2A~hmac=21902f7116c8a96de43a0768529195f60baf0bb7cc39fa4c28c2c5f18dce558c/vimeo-prod-skyfire-std-us/01/4678/7/198393364/668079843.mp4?filename=The+Chronicles+of+Narnia%3A+The+Lion%2C+the+Witch+and+the+Wardrobe+-+Trailer+%28727%29.mp4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
152,tt0980970,The Chronicles of Narnia: The Voyage of the Dawn Treader,2010,/chronicles-of-narnia-voyage-of-dawn-treader,/chronicles-of-narnia-voyage-of-dawn-treader/feature-trailer,Fox Walden|Franchise/Epic/Trilogy|Adventure|Family|Fantasy|Book|Georgie Henley|Skandar Keynes|Ben Barnes|Will Poulter|Gary Sweet|Bruce Spence|Arthur Angel|Shane Rangi|Liam Neeson|Tilda Swinton|Laura Brent,chronicles-of-narnia-voyage-of-dawn-treader_feature-trailer,https://vod-progressive.akamaized.net/exp=1614570489~acl=%2A%2F670994956.mp4%2A~hmac=053c948aba918251f58a9f39f1d6d0f3ae84cef1998c3feed71047c2df4beb92/vimeo-prod-skyfire-std-us/01/4812/7/199062394/670994956.mp4?filename=The+Chronicles+of+Narnia%3A+The+Voyage+of+the+Dawn+Treader+-+Feature+Trailer+%2830151%29.mp4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1
153,tt0980970,The Chronicles of Narnia: The Voyage of the Dawn Treader,2010,/chronicles-of-narnia-voyage-of-dawn-treader,/chronicles-of-narnia-voyage-of-dawn-treader/trailer,Fox Walden|Franchise/Epic/Trilogy|Adventure|Family|Fantasy|Georgie Henley|Skandar Keynes|Ben Barnes|Will Poulter|Gary Sweet|Bruce Spence|Arthur Angel|Shane Rangi|Liam Neeson,chronicles-of-narnia-voyage-of-dawn-treader_trailer,https://vod-progressive.akamaized.net/exp=1614570506~acl=%2A%2F669024703.mp4%2A~hmac=8b9c81be596d4c9f5813395c4e616cbedd45a79c7b1cb794d1eb216e6600b38b/vimeo-prod-skyfire-std-us/01/4723/7/198619505/669024703.mp4?filename=The+Chronicles+of+Narnia%3A+The+Voyage+of+the+Dawn+Treader+-+Trailer+%2823381%29.mp4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1
