imdb_id,id,title,original_title,budget,revenue,genres,imdb_id,original_language,overview,production_companies,production_countries,release_date,runtime,spoken_languages,status,tagline,popularity,vote_average,vote_count,production_companies_number,production_countries_number,spoken_languages_number
tt0118632,2895,The Apostle,The Apostle,5000000,19868354,Drama,tt0118632,en,"After his happy life spins out of control, a preacher from Texas changes his name, goes to Louisiana and starts preaching on the radio.",Butcher's Run Productions,United States of America,1997-12-19,134.0,English,Released,The hardest soul to save was his own.,7.462,6.4,96,1,1,1
tt1433822,79694,The Apparition,The Apparition,17000000,9627492,Horror|Thriller,tt1433822,en,"Plagued by frightening occurrences in their home, Kelly and Ben learn that a university's parapsychology experiment produced an entity that is now haunting them. The malevolent spirit feeds on fear and torments the couple no matter where they run. Desperate, Kelly and Ben turn to a paranormal researcher, but even with his aid, it may already be too late to save themselves from the terrifying presence.",Studio Babelsberg Motion Pictures|Dark Castle Entertainment|StudioCanal|Warner Bros. Pictures,United States of America,2012-08-23,82.0,English,Released,Once You Believe You Die,13.923,4.3,292,4,1,1
tt1645080,64678,The Art of Getting By,The Art of Getting By,0,1406224,Drama|Romance,tt1645080,en,"George, a lonely and fatalistic teen who's made it all the way to his senior year without ever having done a real day of work, is befriended by Sally, a popular but complicated girl who recognizes in him a kindred spirit.",Goldcrest|Atlantic Pictures|Gigi Productions,United States of America,2011-06-17,83.0,English,Released,The toughest lesson is love.,14.289,6.6,999,3,1,1
tt1478839,522924,The Art of Racing in the Rain,The Art of Racing in the Rain,18000000,33766787,Comedy|Drama|Romance,tt1478839,en,"A family dog—with a near-human soul and a philosopher's mind—evaluates his life through the lessons learned by his human owner, a race-car driver.",Original Film|20th Century Fox|Shifting Gears Productions|Fox 2000 Pictures|Starbucks Entertainment|Universal Pictures,United States of America,2019-08-08,109.0,Italian|English|Spanish,Released,Meet the dog who will show the world how to be human,26.699,8.5,715,6,1,3
tt7339248,480001,The Art of Self-Defense,The Art of Self-Defense,0,2414269,Action|Comedy|Drama|Thriller,tt7339248,en,"Casey is attacked at random on the street and enlists in a local dojo led by a charismatic and mysterious Sensei in an effort to learn how to defend himself. What he uncovers is a sinister world of fraternity, violence and hypermasculinity and a woman fighting for her place in it.",End Cue|Bleecker Street Films,United States of America,2019-07-12,104.0,German|Spanish|French|English,Released,,12.99,6.6,332,2,1,4
tt0160009,11398,The Art of War,The Art of War,40000000,30199105,Crime|Action|Adventure,tt0160009,en,"When ruthless terrorists threaten to bring down the United Nations, they frame the one man they believe can stop them: an international security expert named Shaw. Now he must run from his own allies and become a solitary force for good, as he tries to stop what could become World War III.",Amen Ra Films|Franchise Pictures|Morgan Creek Productions|Warner Bros. Pictures,Canada|United States of America,2000-08-23,117.0,English,Released,Who is your foe?,10.648,5.8,320,4,2,1
tt1655442,74643,The Artist,The Artist,15000000,133432856,Drama|Comedy|Romance,tt1655442,en,"Hollywood, 1927: As silent movie star George Valentin wonders if the arrival of talking pictures will cause him to fade into oblivion, he sparks with Peppy Miller, a young dancer set for a big break.",uFilm|La Petite Reine|Studio 37|La Classe Américaine|JD Prod|France 3 Cinéma|Jouror Productions,Belgium|France,2011-10-08,100.0,No Language,Released,A breath of fresh vintage air,10.948,7.4,2334,7,2,1
tt0443680,4512,The Assassination of Jesse James by the Coward Robert Ford,The Assassination of Jesse James by the Coward Robert Ford,30000000,14711793,Action|Drama|Western,tt0443680,en,"Outlaw Jesse James is rumored to be the 'fastest gun in the West'. An eager recruit into James' notorious gang, Robert Ford eventually grows jealous of the famed outlaw and, when Robert and his brother sense an opportunity to kill James, their murderous action elevates their target to near mythical status.",Plan B Entertainment|Virtual Studios|Scott Free Productions|Alberta Film Entertainment|Jesse Films Inc.|Warner Bros. Pictures,Canada|United Kingdom|United States of America,2007-09-07,160.0,English,Released,Beyond the myth lies America's greatest betrayal,17.478,7.0,1716,6,3,1
tt0115580,11112,The Associate,The Associate,0,0,Comedy,tt0115580,en,Laurel Ayres is a businesswoman trying to make it but unfortunately she works at a investment firm where she does all the work but all the senior investors like Frank Peterson grab all the credit. She then leaves and starts her own firm. While trying to find clients Laurel pretends that she has a male partner named Robert Cutty. And when she starts to do well all of her clients wants to meet Cutty which is difficult since he doesn't exist.,Interscope Communications|Universal Pictures|Hollywood Pictures,United States of America,1996-10-25,114.0,English,Released,Behind Every Great Man Is A Woman... Wishing He'd Get The Hell Out Of Her Way.,8.287,6.3,121,3,1,1
tt0469263,5172,The Astronaut Farmer,The Astronaut Farmer,13000000,11130889,Adventure|Comedy|Drama|Science Fiction,tt0469263,en,"Texan Charles Farmer left the Air Force as a young man to save the family ranch when his dad died. Like most American ranchers, he owes his bank. Unlike most, he's an astrophysicist with a rocket in his barn - one he's built and wants to take into space. It's his dream. The FBI puts him under surveillance when he tries to buy rocket fuel, and the FAA stalls him when he files a flight plan – but Charles is undeterred.",Polish Brothers Construction|Warner Bros. Pictures,United States of America,2006-10-15,104.0,English,Released,,9.358,6.2,233,2,1,1
tt0138304,2900,The Astronaut's Wife,The Astronaut's Wife,75000000,19598588,Drama|Science Fiction|Thriller,tt0138304,en,"When astronaut Spencer Armacost returns to Earth after a mission that nearly cost him his life, he decides to take a desk job in order to see his beautiful wife, Jillian, more often. Gradually, Jillian notices that Spencer's personality seems to have changed, but her concerns fade when she discovers that she's pregnant. As Jillian grows closer to becoming a mother, her suspicions about Spencer return. Why does it seem as if he's a different person?",New Line Cinema|Mad Chance,United States of America,1999-08-26,109.0,English,Released,How well do you know the one you love?,11.507,5.5,609,2,1,1
tt0429493,34544,The A-Team,The A-Team,110000000,177238796,Thriller|Action|Adventure|Comedy|Crime,tt0429493,en,"A group of Iraq War veterans goes on the run from U.S. military forces while they try to clear their names after being framed for a crime they didn't commit. Along the way, Col. Hannibal Smith, Capt. H.M. ‘Howling Mad’ Murdock , Sgt. Bosco ‘B.A.’ Baracus, and Lt. Templeton ‘Faceman’ Peck help out various people they encounter.",Phoenix Film Partners|Dune Entertainment|Stephen J. Cannell Productions|Top Cow Productions|Scott Free Productions|Big Screen Productions|20th Century Fox|Ingenious Media,United States of America,2010-06-09,119.0,German|English|Spanish|French|Swahili,Released,There Is No Plan B,31.351,6.3,3395,8,1,5
tt0848228,24428,The Avengers,The Avengers,220000000,1519557910,Science Fiction|Action|Adventure,tt0848228,en,"When an unexpected enemy emerges and threatens global safety and security, Nick Fury, director of the international peacekeeping agency known as S.H.I.E.L.D., finds himself in need of a team to pull the world back from the brink of disaster. Spanning the globe, a daring recruitment effort begins!",Marvel Studios|Paramount,United States of America,2012-04-25,143.0,English|Hindi|Russian,Released,Some assembly required.,160.888,7.7,23806,2,1,3
tt0338751,2567,The Aviator,The Aviator,110000000,213700000,Drama,tt0338751,en,"A biopic depicting the life of filmmaker and aviation pioneer Howard Hughes from 1927 to 1947, during which time he became a successful film producer and an aviation magnate, while simultaneously growing more unstable due to severe obsessive-compulsive disorder.",Miramax|Appian Way|Forward Pass|Cappa Productions|Initial Entertainment Group (IEG)|IMF Internationale Medien und Film GmbH & Co. 3. Produktions KG|Mel's Cite du Cinema|Warner Bros. Pictures,Germany|United States of America,2004-12-17,170.0,English,Released,"For some men, the sky was the limit. For him, it was just the beginning.",16.575,7.2,3728,8,2,1
tt0103747,61225,The Babe,The Babe,0,17530973,Drama,tt0103747,en,"A chronicle of Babe Ruth's phenomenal story--from his hard knock beginnings at a Baltimore orphanage, to his meteoric rise to baseball superstardom and his poignant retirement from the game. His amazing career included seven American League pennants, four World Series championships, two tempestuous marriages and a wild lifestyle that earned him numerous suspensions.",Waterhorse Productions|Universal Pictures|Finnegan/Pinchuk Productions,United States of America,1992-04-17,115.0,English,Released,There Was Only One.,6.761,5.6,91,3,1,1
tt0112435,48287,The Baby-Sitters Club,The Baby-Sitters Club,0,0,Comedy|Drama|Family,tt0112435,en,"It's the story about seven very different best friends, and one summer that will bring them together like never before.",Beacon Pictures|Columbia Pictures|Scholastic Productions,United States of America,1995-08-18,94.0,English,Released,Friends Forever,8.557,5.6,55,3,1,1
tt1212436,34806,The Back-Up Plan,The Back-Up Plan,35000000,77477008,Comedy|Romance,tt1212436,en,"When Zoe tires of looking for Mr. Right, she decides to have a baby on her own. But on the day she's artificially inseminated, she meets Stan, who seems to be just who she's been searching for all her life. Now, Zoe has to figure out how to make her two life's dreams fit with each other.",Escape Artists|CBS Films,United States of America,2010-04-23,106.0,English,Released,"Fall in love, get married, have a baby. Not necessarily in that order.",12.447,6.1,1081,2,1,1
tt0200465,8848,The Bank Job,The Bank Job,20000000,64822796,Thriller|Crime|Drama,tt0200465,en,"Terry is a small-time car dealer trying to leave his shady past behind and start a family. Martine is a beautiful model from Terry's old neighbourhood who knows that Terry is no angel. When Martine proposes a foolproof plan to rob a bank, Terry recognises the danger but realises this may be the opportunity of a lifetime. As the resourceful band of thieves burrows its way into a safe-deposit vault at a Lloyds Bank, they quickly realise that, besides millions in riches, the boxes also contain secrets that implicate everyone from London's most notorious underworld gangsters to powerful government figures, and even the Royal Family. Although the heist makes headlines throughout Britain for several days, a government gag order eventually brings all reporting of the case to an immediate halt.",Omnilab Media|Mosaic Media Group|Relativity Media|Skyline (Baker St)|Atlas Entertainment,Australia|United Kingdom|United States of America,2008-02-28,112.0,English,Released,The true story of a heist gone wrong... in all the right ways.,16.698,6.8,1487,5,3,1
tt0112461,10474,The Basketball Diaries,The Basketball Diaries,2000000,2381087,Drama|Crime,tt0112461,en,Film adaptation of street tough Jim Carroll's epistle about his kaleidoscopic free fall into the harrowing world of drug addiction.,New Line Cinema|Island Pictures,United States of America,1995-04-21,102.0,English,Released,The true story of the death of innocence and the birth of an artist.,17.582,7.3,1226,2,1,1
tt0163978,1907,The Beach,The Beach,40000000,144056873,Drama|Adventure|Romance|Thriller,tt0163978,en,"Twenty-something Richard travels to Thailand and finds himself in possession of a strange map. Rumours state that it leads to a solitary beach paradise, a tropical bliss - excited and intrigued, he sets out to find it.",Figment Films,United Kingdom|United States of America,2000-02-03,119.0,English|French|Croatian|Swedish|Thai,Released,Somewhere on this planet it must exist.,14.652,6.4,3128,1,2,5
tt6511932,441384,The Beach Bum,The Beach Bum,5000000,4554065,Comedy,tt6511932,en,"An irreverent comedy about the misadventures of Moondog, a rebellious stoner and lovable rogue who lives large.",Anonymous Content|Iconoclast|Riverstone Pictures|VICE Media|Neon,France|Switzerland|United Kingdom|United States of America,2019-03-21,95.0,Spanish|English,Released,You gotta go low to get high.,13.688,5.5,273,5,4,2
tt0437863,9957,The Benchwarmers,The Benchwarmers,0,0,Comedy,tt0437863,en,A trio of guys try and make up for missed opportunities in childhood by forming a three-player baseball team to compete against standard little league squads.,Happy Madison Productions|Revolution Studios|Columbia Pictures,United States of America,2006-04-07,80.0,English|Spanish,Released,Get off the bench and get into the game.,27.388,5.7,578,3,1,2
tt1412386,74534,The Best Exotic Marigold Hotel,The Best Exotic Marigold Hotel,10000000,136836156,Drama|Comedy,tt1412386,en,"British retirees travel to India to take up residence in what they believe is a newly restored hotel. Less luxurious than its advertisements, the Marigold Hotel nevertheless slowly begins to charm in unexpected ways as the residents find new purpose in their old age.",Participant Media|Imagenation Abu Dhabi FZ,United Arab Emirates|United Kingdom|United States of America,2011-11-28,124.0,Hindi|English,Released,Share the journey. Share the laughter.,10.18,6.9,941,2,3,2
tt0168501,16162,The Best Man,The Best Man,9000000,34573780,Drama|Comedy,tt0168501,en,"Harper, a writer who's about to explode into the mainstream leaves behind his girlfriend Robin and heads to New York City to serve as best man for his friend Lance's wedding. Once there, he reunites with the rest of his college circle.",Universal Pictures|40 Acres & A Mule Filmworks,United States of America,1999-10-22,120.0,English,Released,,7.351,6.7,85,2,1,1
tt2083355,146304,The Best Man Holiday,The Best Man Holiday,17000000,71625195,Comedy,tt2083355,en,"When college friends reunite after 15 years over the Christmas holidays, they discover just how easy it is for long-forgotten rivalries and romances to be reignited.",Universal Pictures,United States of America,2013-11-15,123.0,English,Released,Times change. Friendship doesn't.,9.532,6.6,188,1,1,1
tt4807408,458131,The Best of Enemies,The Best of Enemies,10000000,0,Drama|History,tt4807408,en,"Centers on the unlikely relationship between Ann Atwater, an outspoken civil rights activist, and C.P. Ellis, a local Ku Klux Klan leader who reluctantly co-chaired a community summit, battling over the desegregation of schools in Durham, North Carolina during the racially-charged summer of 1971. The incredible events that unfolded would change Durham and the lives of Atwater and Ellis forever.",Material Pictures|Astute Films,United States of America,2019-04-05,133.0,English,Released,Change is worth fighting for,14.497,7.4,202,2,1,1
tt1972779,239571,The Best of Me,The Best of Me,26000000,35926213,Drama|Romance,tt1972779,en,A pair of former high school sweethearts reunite after many years when they return to visit their small hometown.,Relativity Media,United States of America,2014-10-15,117.0,English,Released,You never forget your first love.,27.713,7.4,2026,1,1,1
tt0118715,115,The Big Lebowski,The Big Lebowski,15000000,46142637,Comedy|Crime,tt0118715,en,"Jeffrey 'The Dude' Lebowski, a Los Angeles slacker who only wants to bowl and drink White Russians, is mistaken for another Jeffrey Lebowski, a wheelchair-bound millionaire, and finds himself dragged into a strange series of events involving nihilists, adult film producers, ferrets, errant toes, and large sums of money.",Gramercy Pictures|PolyGram Filmed Entertainment|Working Title Films|Universal Pictures,United Kingdom|United States of America,1998-03-06,117.0,English|Hebrew|Spanish|German,Released,Times like these call for a Big Lebowski.,74.564,7.9,7909,4,2,4
tt1931435,87567,The Big Wedding,The Big Wedding,35000000,21819348,Comedy,tt1931435,en,"To the amusement of their adult children and friends, long divorced couple Don and Ellie Griffin are once again forced to play the happy couple for the sake of their adopted son's wedding after his ultra conservative biological mother unexpectedly decides to fly halfway across the world to attend. With all of the wedding guests looking on, the Griffins are hilariously forced to confront their past, present and future - and hopefully avoid killing each other in the process.",Millennium Films|Two Ton Films|Lionsgate,United States of America,2013-04-25,90.0,English|Spanish|Latin,Released,It's never too late to start acting like a family.,40.175,5.8,856,3,1,3
tt1053810,73937,The Big Year,The Big Year,41000000,7448385,Comedy,tt1053810,en,"Three fanatical bird-watchers spend an entire year competing to spot the highest number of species as El Nino sends an extraordinary variety of rare breeds flying up into the U.S., but they quickly discover that there are more important things than coming out on top of the competition",Ingenious Media|Fox 2000 Pictures|Deuce Three Productions|Sunswept Entertainment|Dune Entertainment|20th Century Fox|Red Hour,United States of America,2011-10-13,100.0,English,Released,Everyone is searching for something.,11.365,5.8,522,7,1,1
tt0387877,9676,The Black Dahlia,The Black Dahlia,50000000,49111202,Drama|Crime,tt0387877,en,"Lee Blanchard and Bucky Bleichert are former boxers-turned-cops in 1940s Los Angeles and, when an aspiring young actress turns up dead, Blanchard and Bleichert must grapple with corruption, narcissism, stag films and family madness as they pursue the killer.",The Linson Company|Universal Pictures|Signature Pictures|Equity Pictures Medienfonds GmbH & Co. KG III|Davis Films|Millennium Films|Nu Image,France|Germany|United States of America,2006-09-15,121.0,English,Released,Inspired by the most notorious unsolved murder in California history.,12.851,5.7,725,7,3,1
tt0185937,2667,The Blair Witch Project,The Blair Witch Project,60000,248639099,Horror|Mystery,tt0185937,en,"In October of 1994 three student filmmakers disappeared in the woods near Burkittsville, Maryland, while shooting a documentary. A year later their footage was found.",Haxan Films|Artisan Entertainment,United States of America,1999-07-14,81.0,English,Released,The scariest movie of all time is a true story.,24.48,6.3,3116,2,1,1
tt0878804,22881,The Blind Side,The Blind Side,29000000,309208309,Drama,tt0878804,en,"The story of Michael Oher, a homeless and traumatized boy who became an All American football player and first round NFL draft pick with the help of a caring woman and her family.",Warner Bros. Pictures|Alcon Entertainment,United States of America,2009-11-20,129.0,English,Released,Based on the extraordinary true story,31.959,7.6,4143,2,1,1
tt2132285,96936,The Bling Ring,The Bling Ring,15000000,19145732,Drama|Crime,tt2132285,en,"Inspired by actual events, a group of fame-obsessed teenagers use use the Internet to track the whereabouts of famous celebrities, then rob their homes of riches.",Pathé Distribution|American Zoetrope|NALA Films|StudioCanal,France|United States of America,2013-06-12,90.0,English,Released,"Living the Dream, One Heist at a Time",12.753,5.4,2497,4,2,1
tt0103855,619,The Bodyguard,The Bodyguard,25000000,411006740,Thriller|Action|Drama|Music|Romance,tt0103855,en,"A former Secret Service agent grudgingly takes an assignment to protect a pop idol who's threatened by a crazed fan. At first, the safety-obsessed bodyguard and the self-indulgent diva totally clash. But before long, all that tension sparks fireworks of another sort, and the love-averse tough guy is torn between duty and romance.",Kasdan Pictures|Tig Productions|Warner Bros. Pictures,United States of America,1992-11-25,129.0,English,Released,Never let her out of your sight. Never let your guard down. Never fall in love.,52.599,6.6,1932,3,1,1
tt1037705,20504,The Book of Eli,The Book of Eli,80000000,157107755,Action|Thriller|Science Fiction,tt1037705,en,"A post-apocalyptic tale, in which a lone man fights his way across America in order to protect a sacred book that holds the secrets to saving humankind.",Alcon Entertainment|Silver Pictures,United States of America,2010-01-11,118.0,English,Released,Some will kill to have it. He will kill to protect it.,29.18,6.7,4443,2,1,1
tt2262227,228326,The Book of Life,The Book of Life,50000000,97437106,Animation|Adventure|Comedy|Family|Fantasy,tt2262227,en,"The journey of Manolo, a young man who is torn between fulfilling the expectations of his family and following his heart. Before choosing which path to follow, he embarks on an incredible adventure that spans three fantastical worlds where he must face his greatest fears.",Reel FX Creative Studios|Chatrone|20th Century Fox Animation|20th Century Fox,Mexico|United States of America,2014-10-01,95.0,English,Released,,50.145,7.5,1795,4,2,1
tt0816442,203833,The Book Thief,The Book Thief,0,76586316,Drama,tt0816442,en,"While subjected to the horrors of WWII Germany, young Liesel finds solace by stealing books and sharing them with others. Under the stairs in her home, a Jewish refugee is being sheltered by her adoptive parents.",Studio Babelsberg|Fox 2000 Pictures|Sunswept Entertainment,Germany|United States of America,2013-11-08,131.0,English|German,Released,Courage beyond words.,19.192,7.5,3421,3,2,2
tt1300851,22821,The Boondock Saints II: All Saints Day,The Boondock Saints II: All Saints Day,8000000,10629321,Action|Thriller|Crime,tt1300851,en,"Skillfully framed by an unknown enemy for the murder of a priest, wanted vigilante MacManus brothers Murphy and Connor must come out of hiding on a sheep farm in Ireland to fight for justice in Boston.",Stage 6 Films|Chris Brinker Productions,United States of America,2009-11-24,118.0,English|Italian|Spanish,Released,The Saints Are Calling,10.082,6.0,498,2,1,3
tt1038919,27573,The Bounty Hunter,The Bounty Hunter,40000000,136000000,Action|Comedy|Drama,tt1038919,en,"Milo Boyd is a bounty hunter whose latest gig is rather satisfying, as he finds out that the bail-skipper he must chase down is his own ex-wife, Nicole -- but she has no intention of getting nabbed without a fight. Complicating matters, Nicole's wannabe-boyfriend, Stewart, joins the chase.",Columbia Pictures|Relativity Media|Original Film|Madhouse Entertainment,United States of America,2010-03-16,110.0,English,Released,"It's a Job. It Isn't Personal. Well, Maybe a Little...",31.399,5.8,2096,4,1,1
tt0258463,2501,The Bourne Identity,The Bourne Identity,60000000,214034224,Action|Drama|Mystery|Thriller,tt0258463,en,"Wounded to the brink of death and suffering from amnesia, Jason Bourne is rescued at sea by a fisherman. With nothing to go on but a Swiss bank account number, he starts to reconstruct his life, but finds that many people he encounters want him dead. However, Bourne realizes that he has the combat and mental skills of a world-class spy—but who does he work for?",Universal Pictures|Hypnotic|Kalima Productions GmbH & Co. KG|Stillking Films|The Kennedy/Marshall Company,United States of America|Germany|Czech Republic,2002-06-14,119.0,English|French|German|Dutch|Italian,Released,He was the perfect weapon until he became the target.,39.701,7.4,6782,5,3,5
tt1194173,49040,The Bourne Legacy,The Bourne Legacy,130000000,276572938,Action|Thriller,tt1194173,en,New CIA operative Aaron Cross experiences life-or-death stakes that have been triggered by the previous actions of Jason Bourne.,Universal Pictures|Relativity Media|Captivate Entertainment|DENTSU|The Kennedy/Marshall Company,United States of America,2012-08-08,135.0,English|Russian,Released,There Was Never Just One,24.853,6.2,4357,5,1,2
tt0372183,2502,The Bourne Supremacy,The Bourne Supremacy,75000000,288500217,Action|Drama|Thriller,tt0372183,en,"When a CIA operation to purchase classified Russian documents is blown by a rival agent, who then shows up in the sleepy seaside village where Bourne and Marie have been living. The pair run for their lives and Bourne, who promised retaliation should anyone from his former life attempt contact, is forced to once again take up his life as a trained assassin to survive.",Universal Pictures|The Kennedy/Marshall Company|Hypnotic|Motion Picture THETA Produktionsgesellschaft|Ludlum Entertainment,Germany|United States of America,2004-07-23,108.0,English|Russian|German|Italian,Released,They should have left him alone.,38.45,7.3,5487,5,2,4
tt0440963,2503,The Bourne Ultimatum,The Bourne Ultimatum,70000000,442824138,Action|Drama|Mystery|Thriller,tt0440963,en,"Bourne is brought out of hiding once again by reporter Simon Ross who is trying to unveil Operation Blackbriar, an upgrade to Project Treadstone, in a series of newspaper columns. Information from the reporter stirs a new set of memories, and Bourne must finally uncover his dark past while dodging The Company's best efforts to eradicate him.",Universal Pictures|The Kennedy/Marshall Company|Ludlum Entertainment|Motion Picture BETA Produktionsgesellschaft|Bourne Again|KanZaman Services|Peninsula Films|Studio Babelsberg,France|Germany|Spain|United States of America,2007-08-03,115.0,English|French|Arabic|Russian|Spanish,Released,Remember everything. Forgive nothing.,33.621,7.4,5620,8,4,5
tt0362478,22825,The Box,The Box,30000000,33333531,Thriller|Science Fiction,tt0362478,en,"Norma and Arthur Lewis, a suburban couple with a young child, receive a simple wooden box as a gift, which bears fatal and irrevocable consequences. A mysterious stranger delivers the message that the box promises to bestow upon its owner $1 million with the press of a button. However pressing this button will simultaneously cause the death of another human being somewhere in the world; someone they don't know. With just 24 hours to have the box in their possession, Norma and Arthur find themselves in the cross-hairs of a startling moral dilemma and must face the true nature of their humanity.",MRC|Lin Pictures|Darko Entertainment|Warner Bros. Pictures|Radar Pictures,United States of America,2009-09-17,115.0,English,Released,All you have to do is push the button.,12.044,5.5,1264,5,1,1
tt0787474,170687,The Boxtrolls,The Boxtrolls,60000000,108255770,Animation|Comedy|Family|Fantasy,tt0787474,en,"An orphaned boy raised by underground creatures called Boxtrolls comes up from the sewers and out of his box to save his family and the town from the evil exterminator, Archibald Snatcher.",Laika Entertainment,United States of America,2014-09-10,97.0,English,Released,When troubles strikes friends stack together,22.429,6.6,1258,1,1,1
tt0914798,14574,The Boy in the Striped Pyjamas,The Boy in the Striped Pyjamas,12500000,20416563,War|Drama,tt0914798,en,"When his family moves from their home in Berlin to a strange new house in Poland, young Bruno befriends Shmuel, a boy who lives on the other side of the fence where everyone seems to be wearing striped pajamas. Unaware of Shmuel's fate as a Jewish prisoner or the role his own Nazi father plays in his imprisonment, Bruno embarks on a dangerous journey inside the camp's walls.",BBC Films|Miramax|Heyday Films,United Kingdom|United States of America,2008-05-07,94.0,English,Released,"Lines may divide us, but hope will unite us.",33.379,7.9,4953,3,2,1
tt3181822,241251,The Boy Next Door,The Boy Next Door,4000000,52425855,Thriller,tt3181822,en,"A recently cheated on married woman falls for a younger man who has moved in next door, but their torrid affair soon takes a dangerous turn.",Smart Entertainment|Blumhouse Productions|Nuyorican Productions|Universal Pictures,United States of America,2015-01-23,91.0,English,Released,A Moment She Couldn't Resist. An Obsession He Can't Control.,20.915,4.6,1606,4,1,1
tt0476964,4413,The Brave One,The Brave One,70000000,69766619,Crime|Drama|Thriller,tt0476964,en,A woman struggles to recover from a brutal attack by setting out on a mission for revenge.,Village Roadshow Pictures|Silver Pictures|Warner Bros. Pictures,United States of America,2007-09-14,122.0,English|Italian,Released,How many wrongs to make it right?,11.367,6.5,590,3,1,2
tt0452594,9767,The Break-Up,The Break-Up,52000000,205668210,Romance|Comedy,tt0452594,en,"Pushed to the breaking-up point after their latest 'why can't you do this one little thing for me?' argument, Brooke calls it quits with her boyfriend Gary. What follows is a hilarious series of remedies, war tactics, overtures and undermining tricks – all encouraged by the former couple's friends and confidantes …and the occasional total stranger! When neither ex is willing to move out of their shared apartment, the only solution is to continue living as hostile roommates until one of them reaches breaking point.",Universal Pictures|Mosaic Media Group|Wild West Picture Show Productions,United States of America,2006-06-01,106.0,English,Released,…pick a side.,26.024,5.8,1975,3,1,1
tt0112579,688,The Bridges of Madison County,The Bridges of Madison County,24000000,182016617,Drama|Romance,tt0112579,en,Photographer Robert Kincaid wanders into the life of housewife Francesca Johnson for four days in the 1960s.,Amblin Entertainment|Malpaso Productions|Warner Bros. Pictures,United States of America,1995-05-28,135.0,English,Released,The path of Francesca Johnson's future seems destined due to an unexpected fork in the road...,14.755,7.6,1289,3,1,1
tt0844286,21755,The Brothers Bloom,The Brothers Bloom,20000000,5530764,Adventure|Comedy|Drama|Romance,tt0844286,en,"The Brothers Bloom are the best con men in the world, swindling millionaires with complex scenarios of lust and intrigue. Now they've decided to take on one last job – showing a beautiful and eccentric heiress the time of her life with a romantic adventure that takes them around the world.",Summit Entertainment|Endgame Entertainment|Ram Bergman Productions,United States of America,2008-09-09,114.0,English|French|Czech|Japanese,Released,They'd never let the truth come between them.,12.152,6.6,418,3,1,4
tt0355295,4442,The Brothers Grimm,The Brothers Grimm,88000000,105316267,Adventure|Fantasy|Action|Comedy|Thriller,tt0355295,en,"Folklore collectors and con artists, Jake and Will Grimm, travel from village to village pretending to protect townsfolk from enchanted creatures and performing exorcisms. However, they are put to the test  when they encounter a real magical curse in a haunted forest with real magical beings, requiring genuine courage.",Revolution Sun Studios|The Weinstein Company|Summit Entertainment|Atlas Entertainment|Mosaic Media Group|Reforma Films|Dimension Films|Metro-Goldwyn-Mayer,Czech Republic|United Kingdom|United States of America,2005-08-26,118.0,English|French|German|Italian,Released,Eliminating Evil Since 1812.,19.72,5.7,2009,8,3,4
tt0825232,7350,The Bucket List,The Bucket List,45000000,175372502,Drama|Comedy,tt0825232,en,"Corporate billionaire Edward Cole and working class mechanic Carter Chambers are worlds apart. At a crossroads in their lives, they share a hospital room and discover they have two things in common: a desire to spend the time they have left doing everything they ever wanted to do and an unrealized need to come to terms with who they are. Together they embark on the road trip of a lifetime, becoming friends along the way and learning to live life to the fullest, with insight and humor.",Two Ton Films|Zadan / Meron Productions|Reiner / Greisman Productions,United States of America,2007-12-25,97.0,English,Released,Find the joy.,17.091,7.2,2548,3,1,1
tt0289879,1954,The Butterfly Effect,The Butterfly Effect,13000000,96060858,Science Fiction|Thriller,tt0289879,en,"A young man struggles to access sublimated childhood memories. He finds a technique that allows him to travel back into the past, to occupy his childhood body and change history. However, he soon finds that every change he makes has unexpected consequences.",FilmEngine|Katalyst Films|BenderSpink|New Line Cinema,Canada|United States of America,2004-01-22,113.0,English,Released,Change one thing. Change everything.,26.84,7.5,5179,4,2,1
tt1259521,22970,The Cabin in the Woods,The Cabin in the Woods,30000000,71041255,Horror|Comedy|Fantasy|Thriller,tt1259521,en,"Five college friends spend the weekend at a remote cabin in the woods, where they get more than they bargained for. Together, they must discover the truth behind the cabin in the woods.",Lionsgate|Mutant Enemy Productions,United States of America,2012-04-12,95.0,English,Released,You think you know the story,35.403,6.5,5654,2,1,1
tt0115798,9894,The Cable Guy,The Cable Guy,47000000,102825796,Comedy|Drama|Thriller,tt0115798,en,"When recently single Steven moves into his new apartment, cable guy Chip comes to hook him up—and doesn't let go. Initially, Chip is just overzealous in his desire to be Steven's pal, but when Steven tries to end the 'friendship', Chip shows his dark side. He begins stalking Steven, who's left to fend for himself because no one else can believe Chip's capable of such behaviour.",Columbia Pictures|Brillstein-Grey Entertainment|Licht/Mueller Film Corporation|Sony Pictures,United States of America,1996-06-10,96.0,English,Released,There's no such thing as free cable.,13.893,5.9,1570,4,1,1
tt1911644,158011,The Call,The Call,13000000,68572378,Crime|Thriller,tt1911644,en,"Jordan Turner is an experienced 911 operator but when she makes an error in judgment and a call ends badly, Jordan is rattled and unsure if she can continue. But when teenager Casey Welson is abducted in the back of a man's car and calls 911, Jordan is the one called upon to use all of her experience, insights and quick thinking to help Casey escape, and not just to save her, but to make sure the man is brought to justice.",Troika Pictures|WWE Studios|Amasia Entertainment,United States of America,2013-03-14,94.0,English,Released,There are 188 million 911 calls a year. This one made it personal.,20.769,6.7,2212,3,1,1
