imdb_id,id,title,original_title,budget,revenue,genres,imdb_id,original_language,overview,production_companies,production_countries,release_date,runtime,spoken_languages,status,tagline,popularity,vote_average,vote_count,production_companies_number,production_countries_number,spoken_languages_number
tt0311289,8326,Holes,Holes,20000000,0,Adventure|Family|Drama|Comedy,tt0311289,en,"Stanley's family is cursed with bad luck. Unfairly sentenced to months of detention at Camp Green Lake, he and his campmates are forced by the warden to dig holes in order to build character. What they don't know is that they are digging holes in order to search for a lost treasure hidden somewhere in the camp.",Phoenix Pictures|Chicago Pacific Entertainment|Walden Media|Walt Disney Pictures,United States of America,2003-04-18,117.0,English,Released,Some secrets are too big to keep hidden.,12.034,6.8,913,4,1,1
tt0329717,11375,Hollywood Homicide,Hollywood Homicide,75000000,51142659,Action|Adventure|Comedy|Thriller,tt0329717,en,"Joe Gavilan (Harrison Ford) and his new partner K. C. Calden (Josh Hartnett), are detectives on the beat in Tinseltown. Neither one of them really wants to be a cop, Gavilan moonlights as a real estate broker, and Calden is an aspiring actor moonlighting as a yoga instructor. When the two are assigned a big case they must work out whether they want to solve the case or follow their hearts.",Revolution Studios|Columbia Pictures,United States of America,2003-06-09,116.0,English,Released,,12.041,5.2,421,2,1,1
tt0427969,1249,Hollywoodland,Hollywoodland,0,16803753,Drama|Thriller|Crime,tt0427969,en,"The complicated life and controversial suicide of George Reeves is investigated by a fictional private detective who finds that there are reasons to suspect that Reeves may not have killed himself after all. The detective also finds that there is a little of George Reeves in himself, and maybe, each of us.",Focus Features|Miramax,United States of America,2006-08-31,126.0,English,Released,Living in Hollywood can make you famous. Dying in Hollywood can make you a legend.,9.13,6.2,249,2,1,1
tt1255919,426563,Holmes & Watson,Holmes & Watson,42000000,40462793,Mystery|Adventure|Comedy|Crime,tt1255919,en,"Detective Sherlock Holmes and Dr. John Watson join forces to investigate a murder at Buckingham Palace. They soon learn that they have only four days to solve the case, or the queen will become the next victim.",Mosaic|Columbia Pictures|Gary Sanchez Productions|Mimran Schur Pictures|Mosaic Media Group,United States of America,2018-12-25,90.0,English,Released,Holmies,16.677,4.4,499,5,1,1
tt0120701,9713,Holy Man,Holy Man,60000000,12069719,Drama|Comedy,tt0120701,en,"Eddie Murphy stars as an over-the-top television evangelist who finds a way to turn television home shopping into a religious experience, and takes America by storm.",Touchstone Pictures|Caravan Pictures,United States of America,1998-10-08,114.0,English,Released,The Comedy Where Nothing's Sacred!,8.699,5.0,258,2,1,1
tt0099785,771,Home Alone,Home Alone,18000000,476684675,Comedy|Family,tt0099785,en,"Eight-year-old Kevin McCallister makes the most of the situation after his family unwittingly leaves him behind when they go on Christmas vacation. But when a pair of bungling burglars set their sights on Kevin's house, the plucky kid stands ready to defend his territory. By planting booby traps galore, adorably mischievous Kevin stands his ground as his frantic mother attempts to race home before Christmas Day.",Hughes Entertainment|20th Century Fox,United States of America,1990-11-16,103.0,English,Released,A family comedy without the family.,2.744,7.3,7548,2,1,1
tt0104431,772,Home Alone 2: Lost in New York,Home Alone 2: Lost in New York,18000000,358994850,Comedy|Family|Adventure,tt0104431,en,"Instead of flying to Florida with his folks, Kevin ends up alone in New York, where he gets a hotel room with his dad's credit card—despite problems from a clerk and meddling bellboy. But when Kevin runs into his old nemeses, the Wet Bandits, he's determined to foil their plans to rob a toy store on Christmas eve.",20th Century Fox|Hughes Entertainment,United States of America,1992-11-19,120.0,English|French,Released,He's up past his bedtime in the city that never sleeps.,55.868,6.6,6689,2,1,2
tt0299172,13700,Home on the Range,Home on the Range,110000000,103951461,Animation|Family,tt0299172,en,"When a greedy outlaw schemes to take possession of the ""Patch Of Heaven"" dairy farm, three determined cows, a karate-kicking stallion and a colorful corral of critters join forces to save their home. The stakes are sky-high as this unlikely animal alliance risk their hides and match wits with a mysterious band of bad guys.",Walt Disney Pictures,United States of America,2004-04-02,76.0,Mandarin|English,Released,Bust a Moo,36.347,6.0,1430,1,1,2
tt2051894,176124,Home Run,Home Run,1200000,2861020,Drama,tt2051894,en,"A pro ball player with a substance abuse problem is forced into rehab in his hometown, finding new hope when he gets honest about his checkered past, and takes on coaching duties for a misfit Little League team",Provident Films|Samuel Goldwyn Films,United States of America,2013-04-19,114.0,German|English,Released,Freedom is possible,8.763,6.1,40,2,1,2
tt2312718,204082,Homefront,Homefront,22000000,43058898,Action|Thriller,tt2312718,en,"Phil Broker is a former DEA agent who has gone through a crisis after his action against a biker gang went horribly wrong and it cost the life of his boss' son. He is recently widowed and is left with a 9-years-old daughter, Maddy. He decides to quit the turbulent and demanding life of thrill for Maddy's sake and retires to a small town. His daughter fights off a boy who was bullying her at school and this sets in motion a round of events that end in his direct confrontation with the local Meth drug lord. His past history with the biker gang also enters the arena, making matters more complex. But he has a mission in his mind to protect his daughter and he is ready to pay any cost that it demands.",Open Road Films|Millennium Films,United States of America,2013-11-12,100.0,English,Released,How far would you go to protect your home?,49.993,6.9,2354,2,1,1
tt8151874,512263,Honey Boy,Honey Boy,3500000,3400977,Drama,tt8151874,en,"The story of a child star attempting to mend his relationship with his law-breaking, alcohol-abusing father over the course of a decade, loosely based on Shia LaBeouf’s life.",Stay Gold Features|Delirio Films|Automatik Entertainment|Kindred Spirit|Red Crown Productions|Amazon Studios,United States of America,2019-11-08,94.0,English,Released,,13.703,7.3,307,6,1,1
tt0104438,12518,Honeymoon in Vegas,Honeymoon in Vegas,25000000,35,Action|Comedy|Romance|Thriller,tt0104438,en,"On her deathbed, a mother makes her son promise never to get married, which scars him with psychological blocks to a commitment with his girlfriend. They finally decide to tie the knot in Vegas, but a wealthy gambler arranges for the man to lose $65K in a poker game and offers to clear the debt for a weekend with his fiancée.",New Line Cinema|Columbia Pictures|Castle Rock Entertainment,United States of America,1992-08-28,96.0,English,Released,"A comedy about one bride, two grooms, and a wedding party you won't believe.",10.572,5.5,190,3,1,1
tt0443536,10982,Hoodwinked!,Hoodwinked!,15000000,51053787,Animation|Comedy|Family,tt0443536,en,"Little Red Riding Hood: A classic story, but there's more to every tale than meets the eye. Before you judge a book by its cover, you've got to flip through the pages. In the re-telling of this classic fable, the story begins at the end of the tale and winds its way back. Chief Grizzly and Detective Bill Stork investigate a domestic disturbance at Granny's cottage, involving a karate-kicking Red Riding Hood, a sarcastic wolf and an oafish Woodsman.",Kanbar Entertainment|The Weinstein Company,United States of America,2005-12-16,82.0,English,Released,Armed And Dangerously Dumb.,20.844,6.1,1268,2,1,1
tt0844993,57089,Hoodwinked Too! Hood VS. Evil,Hoodwinked Too! Hood VS. Evil,30000000,13521829,Comedy|Animation|Family,tt0844993,en,"Red Riding Hood is training in the group of Sister Hoods, when she and the Wolf are called to examine the sudden mysterious disappearance of Hansel and Gretel.",HW Two,United States of America,2011-04-29,86.0,English,Released,Not All Fairy Tales Go By the Book.,27.912,5.1,389,1,1,1
tt0453494,18276,Hoot,Hoot,0,0,Drama|Family,tt0453494,en,"A young man (Lerman) moves from Montana to Florida with his family, where he's compelled to engage in a fight to protect a population of endangered owls.",Walden Media|Hoot Productions LLC|The Kennedy/Marshall Company,United States of America,2006-05-05,91.0,English,Released,It's time to stand up for the little guys.,9.146,5.5,97,3,1,1
tt1411704,50359,Hop,Hop,63000000,183953723,Animation|Comedy|Family,tt1411704,en,"E.B., the Easter Bunny's teenage son, heads to Hollywood, determined to become a drummer in a rock 'n' roll band. In L.A., he's taken in by Fred after the out-of-work slacker hits E.B. with his car.",Illumination Entertainment,United States of America,2011-03-30,95.0,English,Released,"Candy, chicks and rock 'n' roll.",15.623,5.7,864,1,1,1
tt0119313,9715,Hope Floats,Hope Floats,30000000,81471882,Drama|Romance|Comedy,tt0119313,en,"Birdee Pruitt has been humiliated on live television by her best friend, Connie, who's been sleeping with Birdee's husband, Bill. Birdee tries starting over with her daughter, Bernice, by returning to her small Texas hometown, but she's faced with petty old acquaintances who are thrilled to see Birdee unhappy -- except for her friend Justin. As he helps Birdee get back on her feet, love begins to blossom.",Fortis Films|20th Century Fox,United States of America,1998-05-29,114.0,English,Released,"When life fell apart, love fell into place.",10.817,6.2,251,2,1,1
tt1535438,82696,Hope Springs,Hope Springs,30000000,114281051,Drama|Comedy|Romance,tt1535438,en,"After thirty years of marriage, a middle-aged couple attends an intense, week-long counseling session to work on their relationship.",Columbia Pictures|Mandate Pictures|Escape Artists|Management 360|Metro-Goldwyn-Mayer,United States of America,2012-08-07,100.0,English,Released,"Sometimes to keep the magic, you need to learn a few tricks.",12.385,6.2,550,5,1,1
tt1499658,51540,Horrible Bosses,Horrible Bosses,35000000,209838559,Comedy|Crime,tt1499658,en,"For Nick, Kurt and Dale, the only thing that would make the daily grind more tolerable would be to grind their intolerable bosses into dust. Quitting is not an option, so, with the benefit of a few-too-many drinks and some dubious advice from a hustling ex-con, the three friends devise a convoluted and seemingly foolproof plan to rid themselves of their respective employers... permanently.",New Line Cinema|Rat Entertainment,United States of America,2011-07-08,98.0,English,Released,Ever wish your boss was dead?,20.387,6.6,4807,2,1,1
tt2170439,227159,Horrible Bosses 2,Horrible Bosses 2,42000000,107670357,Comedy,tt2170439,en,"Dale, Kurt and Nick decide to start their own business but things don't go as planned because of a slick investor, prompting the trio to pull off a harebrained and misguided kidnapping scheme.",New Line Cinema|BenderSpink|RatPac-Dune Entertainment,United States of America,2014-11-26,108.0,English,Released,New Crime. Same Tools.,29.085,6.2,3186,3,1,1
tt0451079,12222,Horton Hears a Who!,Horton Hears a Who!,85000000,298572799,Animation|Comedy|Family|Adventure|Fantasy,tt0451079,en,"One day, Horton the elephant hears a cry from help coming from a speck of dust. Even though he can't see anyone on the speck, he decides to help it. As it turns out, the speck of dust is home to the Whos, who live in their city of Whoville. Horton agrees to help protect the Whos and their home.",Blue Sky Studios|20th Century Fox Animation|20th Century Fox,United States of America,2008-03-03,88.0,English,Released,A person's a person no matter how small!,30.337,6.4,2373,3,1,1
tt0340163,2026,Hostage,Hostage,52000000,77944725,Action|Thriller|Crime,tt0340163,en,"When a mafia accountant is taken hostage on his beat, a police officer – wracked by guilt from a prior stint as a negotiator – must negotiate the standoff, even as his own family is held captive by the mob.",Yari Film Group|Miramax|Cheyenne Enterprises|Stratus Film Co.|Syndicate Films International|Equity Pictures Medienfonds GmbH & Co. KG II|Hostage GmbH,Germany|United States of America,2005-03-10,113.0,English,Released,Every Second Counts,13.88,6.3,1133,7,2,1
tt0450278,1690,Hostel,Hostel,4800000,81979826,Horror,tt0450278,en,"Three backpackers head to a Slovakian city that promises to meet their hedonistic expectations, with no idea of the hell that awaits them.",Lionsgate|International Production Company|Raw Nerve|Next Entertainment|Hostel LLC,Czech Republic|United States of America,2006-01-06,94.0,Icelandic|Dutch|Spanish|Slovak|Czech|German|Russian|English|Japanese,Released,Welcome To Your Worst Nightmare,31.891,5.9,2473,5,2,9
tt0498353,1691,Hostel: Part II,Hostel: Part II,10200000,35728183,Horror,tt0498353,en,"Three American college students studying abroad are lured to a Slovakian hostel, and discover the grim reality behind it.",Lions Gate Films|Screen Gems|Next Entertainment,Czech Republic|United States of America,2007-06-08,93.0,Italian|Slovak|Czech|English,Released,Americans...they have no imagination.,33.829,5.8,1331,3,2,4
tt0425112,4638,Hot Fuzz,Hot Fuzz,12000000,80573774,Crime|Action|Comedy,tt0425112,en,"As a former London constable, Nicholas Angel finds it difficult to adapt to his new assignment in the sleepy British village of Sandford. Not only does he miss the excitement of the big city, but he also has a well-meaning oaf for a partner. However, when a series of grisly accidents rocks Sandford, Angel smells something rotten in the idyllic village.",Universal Pictures|Big Talk Productions|StudioCanal|GAGA|Working Title Films|Focus Features,United Kingdom,2007-02-14,121.0,English,Released,Big cops. Small town. Moderate violence.,26.506,7.5,5259,6,1,1
tt2967224,268920,Hot Pursuit,Hot Pursuit,35000000,51680201,Action|Comedy|Crime,tt2967224,en,An uptight by-the-book cop must protect the widow of a drug boss from crooked cops and gunmen.,New Line Cinema|Pacific Standard|Metro-Goldwyn-Mayer|Warner Bros. Pictures,United States of America,2015-05-08,87.0,Spanish|English,Released,Armed and Sort-of Dangerous.,18.879,5.7,1276,4,1,2
tt0787475,10074,Hot Rod,Hot Rod,0,14334401,Comedy|Action,tt0787475,en,"For Rod Kimball, performing stunts is a way of life, even though he is rather accident-prone. Poor Rod cannot even get any respect from his stepfather, Frank, who beats him up in weekly sparring matches. When Frank falls ill, Rod devises his most outrageous stunt yet to raise money for Frank's operation -- and then Rod will kick Frank's butt.",Paramount|Broadway Video|Michaels-Goldwyn|The Lonely Island,United States of America,2007-08-03,88.0,English,Released,Smack destiny in the face.,15.563,6.3,655,4,1,1
tt0107144,9255,Hot Shots! Part Deux,Hot Shots! Part Deux,25000000,133752825,Action|Comedy|War,tt0107144,en,"Topper Harley is found to be working as an odd-job-man in a monastery. The CIA want him to lead a rescue mission into Iraq, to rescue the last rescue team, who went in to rescue the last rescue team—who went in to rescue hostages left behind after Desert Storm.",Sidley Wright & Associates|20th Century Fox,United States of America,1993-05-21,86.0,English,Released,Just deux it.,20.85,6.5,1204,2,1,1
tt1231587,23048,Hot Tub Time Machine,Hot Tub Time Machine,36000000,64572262,Science Fiction|Comedy|Adventure,tt1231587,en,"A malfunctioning time machine at a ski resort takes a man back to 1986 with his two friends and nephew, where they must relive a fateful night and not change anything to make sure the nephew is born.",United Artists|New Crime Productions|Metro-Goldwyn-Mayer,United States of America,2010-03-26,101.0,Russian|English,Released,Kick some past,29.781,6.0,1758,3,1,2
tt2637294,243938,Hot Tub Time Machine 2,Hot Tub Time Machine 2,14000000,12314651,Comedy,tt2637294,en,"When Lou, who has become the ""father of the Internet,"" is shot by an unknown assailant, Jacob and Nick fire up the time machine again to save their friend.",United Artists|Paramount|Metro-Goldwyn-Mayer,United States of America,2015-02-20,93.0,English,Released,The Laws of Space and Time are About to be Violated.,15.252,5.2,652,3,1,1
tt5834262,406761,Hotel Artemis,Hotel Artemis,15000000,12371132,Thriller|Science Fiction|Action,tt5834262,en,"Los Angeles, June 21st, 2028. While the streets are being torn apart by riots, the Nurse, who runs a clandestine hospital for criminals in the penthouse of the Artemis, a closed old hotel, has a rough night dealing with troublemaker clients: thieves, assassins, someone from the past and the one who owns the place and the whole city.",The Ink Factory|Marc Platt Productions|Point of No Return|127 Wall,United Kingdom|United States of America,2018-06-07,94.0,English|French|Spanish,Released,No guns. No cops. No killing the other patients.,17.517,6.0,987,4,2,3
tt0785006,15189,Hotel for Dogs,Hotel for Dogs,35000000,117000198,Comedy|Family,tt0785006,en,"Placed in a foster home that doesn't allow pets, 16-year-old Andi and her younger brother, Bruce, turn an abandoned hotel into a home for their dog. Soon other strays arrive, and the hotel becomes a haven for every orphaned canine in town. But the kids have to do some quick thinking to keep the cops off their tails.",The Donners' Company|The Montecito Picture Company,United States of America,2009-01-16,100.0,English,Released,No stray gets turned away.,13.949,6.0,636,2,1,1
tt5461944,416144,Hotel Mumbai,Hotel Mumbai,0,16872691,History|Drama|Action|Thriller,tt5461944,en,"Mumbai, India, November 26, 2008. While several terrorists spread hatred and death through the city, others attack the Taj Mahal Palace Hotel. Both hotel staff and guests risk their lives, making unthinkable sacrifices to protect themselves and keep everyone safe while help arrives.",Electric Pictures|Xeitgeist Entertainment Group|Cyan Films|Thunder Road|Screen Australia|South Australian Film Corporation|Hamilton Films|S'YA Concept|Ariel Film Partners I LLC|Arclight Films|Ikaria|Story Bridge Films|Kojo Pictures|Double Barrel Productions|Ingenious Media,Australia|India|Singapore|United States of America,2019-03-14,123.0,Greek|Punjabi|Persian|Marathi|Russian|English|Arabic|Urdu|Hindi,Released,"November 26, 2008… Terror struck the heart of India.",18.89,7.6,903,15,4,9
tt0395169,205,Hotel Rwanda,Hotel Rwanda,17500000,38000000,Drama|History|War,tt0395169,en,"Inspired by true events, this film takes place in Rwanda in the 1990s when more than a million Tutsis were killed in a genocide that went mostly unnoticed by the rest of the world. Hotel owner Paul Rusesabagina houses over a thousand refuges in his hotel in attempt to save their lives.",Sixth Sense Productions|United Artists|Lions Gate Films|Industrial Development Corporation of South Africa|Miracle Pictures|Inside Track Films|Mikado Film|Endgame Entertainment,Canada|Italy|Rwanda|South Africa|United Kingdom|United States of America,2004-03-04,122.0,English|French,Released,"When the world closed its eyes, he opened his arms.",21.324,7.7,1918,8,6,2
tt0837562,76492,Hotel Transylvania,Hotel Transylvania,85000000,358375603,Animation|Comedy|Family|Fantasy,tt0837562,en,"Welcome to Hotel Transylvania, Dracula's lavish five-stake resort, where monsters and their families can live it up and no humans are allowed. One special weekend, Dracula has invited all his best friends to celebrate his beloved daughter Mavis's 118th birthday. For Dracula catering to all of these legendary monsters is no problem but the party really starts when one ordinary guy stumbles into the hotel and changes everything!",Columbia Pictures|Sony Pictures Animation|Sony Pictures,United States of America,2012-09-20,91.0,English,Released,Even monsters need a vacation,54.645,6.9,6419,3,1,1
tt5220122,400155,Hotel Transylvania 3: Summer Vacation,Hotel Transylvania 3: Summer Vacation,80000000,100176000,Family|Fantasy|Comedy|Animation,tt5220122,en,"Dracula, Mavis, Johnny and the rest of the Drac Pack take a vacation on a luxury Monster Cruise Ship, where Dracula falls in love with the ship’s captain, Ericka, who’s secretly a descendant of Abraham Van Helsing, the notorious monster slayer.",Columbia Pictures|Sony Pictures Animation|Sony Pictures,United States of America,2018-06-28,97.0,English,Released,Family vacation. It will suck the life out of you.,85.888,6.9,2862,3,1,1
tt1582507,82505,House at the End of the Street,House at the End of the Street,6900000,44287131,Horror|Thriller,tt1582507,en,"A mother and daughter move to a new town and find themselves living next door to a house where a young girl murdered her parents. When the daughter befriends the surviving son, she learns the story is far from over.",A Bigger Boat|FilmNation Entertainment|Relativity Media,United States of America,2012-09-21,101.0,English,Released,Fear reaches out... for the girl next door.,10.869,5.8,1336,3,1,1
tt0251736,2662,House of 1000 Corpses,House of 1000 Corpses,7000000,17949758,Horror,tt0251736,en,Two teenage couples traveling across the backwoods of Texas searching for urban legends of serial killers end up as prisoners of a bizarre and sadistic backwater family of serial killers.,Lionsgate|Spectacle Entertainment Group,United States of America,2003-04-11,89.0,English,Released,You'll never get out alive.,24.364,6.2,971,2,1,1
tt0315983,11093,House of Sand and Fog,House of Sand and Fog,16500000,16942795,Drama,tt0315983,en,"Behrani, an Iranian immigrant buys a California bungalow, thinking he can fix it up, sell it again, and make enough money to send his son to college. However, the house is the legal property of former drug addict Kathy. After losing the house in an unfair legal dispute with the county, she is left with nowhere to go. Wanting her house back, she hires a lawyer and befriends a police officer. Neither Kathy nor Behrani have broken the law, so they find themselves involved in a difficult moral dilemma.",Bisgrove Entertainment|Cobalt Media Group|DreamWorks Pictures,United States of America,2003-12-19,126.0,English|Italian|Persian,Released,Some dreams can't be shared.,14.522,7.1,446,3,1,3
tt0317676,11059,House of the Dead,House of the Dead,7000000,13818181,Horror|Action|Thriller,tt0317676,en,"Set on an island off the coast, a techno rave party attracts a diverse group of college coeds and a Coast Guard officer. Soon, they discover that their X-laced escapades are to be interrupted by zombies and monsters that attack them on the ground, from the air, and in the sea, ruled by an evil entity in the House of the Dead... Prequel to the House of the Dead video games.",Herold Productions|Boll Kino Beteiligungs GmbH & Co. KG|Mindfire Entertainment|Brightlight Pictures|Artisan Entertainment,Canada|Germany|United States of America,2003-04-11,90.0,English,Released,You won't last the night.,14.014,2.8,231,5,3,1
tt0397065,10066,House of Wax,House of Wax,40000000,68766121,Horror|Drama,tt0397065,en,A group of unwitting teens are stranded near a strange wax museum and soon must fight to survive and keep from becoming the next exhibit.,Village Roadshow Pictures|Dark Castle Entertainment|Warner Bros. Pictures,United States of America,2005-04-30,113.0,English|Russian,Released,Prey. Slay. Display,27.64,5.8,1976,3,1,2
tt1341188,42888,How Do You Know,How Do You Know,120000000,48668907,Comedy|Drama|Romance,tt1341188,en,"After being cut from the USA softball team and feeling a bit past her prime, Lisa finds herself evaluating her life and in the middle of a love triangle, as a corporate guy in crisis competes with her current, baseball-playing beau.",Columbia Pictures|Gracie Films|Road Rebel,United States of America,2010-12-17,121.0,English,Released,How do you know it's love?,10.208,5.2,690,3,1,1
tt0278488,8386,How High,How High,12000000,31155435,Comedy,tt0278488,en,"Multi-platinum rap superstars Redman and Method Man star as Jamal and Silas, two regular guys who smoke something magical, ace their college entrance exams and wind up at Harvard. Ivy League ways are strange but Silas and Jamal take it in a stride -- until their supply of supernatural smoke runs dry. That's when they have to start living by their wits and rely on their natural resources to make the grade.",Universal Pictures|Jersey Films|Native Pictures Productions,United States of America,2001-12-21,93.0,English,Released,They've got their degrees all rolled up.,19.409,6.3,609,3,1,1
tt0770810,16988,How She Move,How She Move,0,0,Drama,tt0770810,en,"After the death of Raya Green's(Rutina Wesley) sister, she gets out from her classes at school, and sees a stomp crew practicing. She meets Bishop(Dwain Murphy) which is the dance crew leader. She then meets Michelle and does a stomp battle with her. They become enemies then friends later on. Her uptight mom pushes her to pass the test to get into Medical school, but she thinks she failed....",Téléfilm Canada|MTV Films|Celluloid Dreams|Astral Media|Sienna Films|The Canadian Film or Video Production Tax Credit (CPTC)|Canadian Television Fund|Chum Television|Corus Entertainment|Harold Greenberg Fund|Movie Central Network|Ontario Media Development Corporation (OMDC)|Shaw Rocket Fund|Canada Television and Cable Production Fund|The Movie Network,Canada|France|United States of America,2008-01-25,94.0,English|Portuguese,Released,,5.647,4.2,23,15,3,2
tt0170016,8871,How the Grinch Stole Christmas,How the Grinch Stole Christmas,123000000,345141403,Family|Comedy|Fantasy,tt0170016,en,"Inside a snowflake exists the magical land of Whoville. In Whoville, live the Whos, an almost mutated sort of Munchkin-like people. All the Whos love Christmas, yet just outside of their beloved Whoville lives the Grinch. The Grinch is a nasty creature that hates Christmas, and plots to steal it away from the Whos, whom he equally abhors. Yet a small child, Cindy Lou Who, decides to try befriending the Grinch.",Universal Pictures|Imagine Entertainment|LUNI Productions GmbH and Company KG,Germany|United States of America,2000-11-17,104.0,English,Released,He puts the mean in green.,76.116,6.7,5112,3,2,1
tt0319524,17403,How to Deal,How to Deal,0,0,Drama|Comedy|Romance,tt0319524,en,Halley is convinced true love doesn't exist based on the crazy relationships around her. Her mother is divorcing her father who is dating a younger woman Halley can't stand. Her crazed sister is planning a wedding but has second thoughts and her best friend has fallen madly in love for the first time leaving Halley to feel even more alone.,Focus Features|Golden Mean|Radar Pictures,United States of America,2003-07-18,99.0,English,Released,Rule #1 There are no rules.,9.424,5.5,102,3,1,1
tt0462346,24115,How to Eat Fried Worms,How to Eat Fried Worms,0,13022756,Comedy|Drama|Family,tt0462346,en,"During the first day of his new school year, a fifth grade boy squares off against a bully and winds up accepting a dare that could change the balance of power within the class.",New Line Cinema,United States of America,2006-08-25,98.0,English,Released,,8.68,5.9,68,1,1,1
tt0251127,9919,How to Lose a Guy in 10 Days,How to Lose a Guy in 10 Days,50000000,177371441,Comedy|Romance,tt0251127,en,"An advice columnist, Andie Anderson, tries pushing the boundaries of what she can write about in her new piece about how to get a man to leave you in 10 days. Her editor, Lana, loves it, and Andie goes off to find a man she can use for the experiment. Enter executive Ben Berry, who is so confident in his romantic prowess that he thinks he can make any woman fall in love with him in 10 days. When Andie and Ben meet, their plans backfire.",Paramount,Germany|United States of America,2003-02-07,116.0,English,Released,One of them is lying. So is the other.,24.333,6.7,2513,1,2,1
tt0455538,13092,How to Lose Friends & Alienate People,How to Lose Friends & Alienate People,27000000,17286299,Comedy|Romance|Drama,tt0455538,en,A British writer struggles to fit in at a high-profile magazine in New York.,UK Film Council|Intandem Films|Number 9 Films|Aramid Entertainment Fund|Lipsync Productions|Film4 Productions,United Kingdom,2008-10-02,110.0,English,Released,"He's across the pond, and out of his depth.",9.404,6.0,521,6,1,1
tt0113347,11861,How to Make an American Quilt,How to Make an American Quilt,10000000,23574130,Drama|Romance,tt0113347,en,"Soon-to-be-wed graduate student Finn Dodd develops cold feet when she suspects her fiancé is cheating on her. In order to clear her head, Finn visits her grandmother, Hy, and great aunt, Glady Joe Cleary, in Grasse, Calif. There, Finn learns that Hy and Glady Joe are members of a group of passionate quilters, and over the course of her visit she is regaled with tales of love and life by women who have collected rich experiences and much wisdom.",Universal Pictures|Amblin Entertainment,United States of America,1995-10-06,116.0,English,Released,There's beauty in the patterns of life.,9.652,6.3,105,2,1,1
tt0892769,10191,How to Train Your Dragon,How to Train Your Dragon,165000000,494878759,Fantasy|Adventure|Animation|Family,tt0892769,en,"As the son of a Viking leader on the cusp of manhood, shy Hiccup Horrendous Haddock III faces a rite of passage: he must kill a dragon to prove his warrior mettle. But after downing a feared dragon, he realizes that he no longer wants to destroy it, and instead befriends the beast – which he names Toothless – much to the chagrin of his warrior father",DreamWorks Animation,United States of America,2010-03-10,100.0,English,Released,One adventure will change two worlds,64.162,7.8,9653,1,1,1
tt1646971,82702,How to Train Your Dragon 2,How to Train Your Dragon 2,145000000,609123048,Fantasy|Action|Adventure|Animation|Comedy|Family,tt1646971,en,"The thrilling second chapter of the epic How To Train Your Dragon trilogy brings back the fantastical world of Hiccup and Toothless five years later. While Astrid, Snotlout and the rest of the gang are challenging each other to dragon races (the island's new favorite contact sport), the now inseparable pair journey through the skies, charting unmapped territories and exploring new worlds. When one of their adventures leads to the discovery of a secret ice cave that is home to hundreds of new wild dragons and the mysterious Dragon Rider, the two friends find themselves at the center of a battle to protect the peace.",DreamWorks Animation|Mad Hatter Entertainment,United States of America,2014-06-09,102.0,English,Released,The training is over.,75.33,7.7,7146,2,1,1
tt2386490,166428,How to Train Your Dragon: The Hidden World,How to Train Your Dragon: The Hidden World,129000000,517526875,Animation|Family|Adventure,tt2386490,en,"As Hiccup fulfills his dream of creating a peaceful dragon utopia, Toothless’ discovery of an untamed, elusive mate draws the Night Fury away. When danger mounts at home and Hiccup’s reign as village chief is tested, both dragon and rider must make impossible decisions to save their kind.",DreamWorks Animation|Mad Hatter Entertainment|DENTSU|Fuji Television Network|Universal Pictures,Japan|United States of America,2019-01-03,104.0,English,Released,The friendship of a lifetime,113.618,7.8,4236,5,2,1
tt0104454,8293,Howards End,Howards End,8000000,26126837,Drama|Romance,tt0104454,en,"A saga of class relations and changing times in an Edwardian England on the brink of modernity, the film centers on liberal Margaret Schlegel, who, along with her sister Helen, becomes involved with two couples: wealthy, conservative industrialist Henry Wilcox and his wife Ruth, and the downwardly mobile working-class Leonard Bast and his mistress Jackie.",Merchant Ivory Productions|Film4 Productions|Japan Satellite Broadcasting (JSB)|Imagica|Sumitomo Corporation,Japan|United Kingdom|United States of America,1992-03-13,142.0,English|German,Released,,10.72,7.1,304,5,3,2
tt0970179,44826,Hugo,Hugo,170000000,185770160,Adventure|Drama|Family,tt0970179,en,"Orphaned and alone except for an uncle, Hugo Cabret lives in the walls of a train station in 1930s Paris. Hugo's job is to oil and maintain the station's clocks, but to him, his more important task is to protect a broken automaton and notebook left to him by his late father. Accompanied by the goddaughter of an embittered toy merchant, Hugo embarks on a quest to solve the mystery of the automaton and find a place he can call home.",Paramount|Infinitum Nihil|GK Films,France|United States of America|United Kingdom,2011-11-22,126.0,English,Released,One of the most legendary directors of our time takes you on an extraordinary adventure.,27.778,7.2,5384,3,3,1
tt0286716,1927,Hulk,Hulk,137000000,245360480,Action|Science Fiction,tt0286716,en,"Bruce Banner, a genetics researcher with a tragic past, suffers massive radiation exposure in his laboratory that causes him to transform into a raging green monster when he gets angry.",Marvel Enterprises|Universal Pictures|Good Machine|Valhalla Motion Pictures,United States of America,2003-06-19,138.0,Spanish|English,Released,Unleash the hero within,44.153,5.5,4130,4,1,2
